ID,"FS name",FS macro region,"From","Link type","To","Description"
1751,"Cereal-Root Crop Mixed",SSA,"Water scarce area","Leads to","Reduced crop productivity/failure","Sub-Saharan Africa suffers from chronically overburdened water systems under increasing stress from fast-growing urban areas, leading to reduced crop production especially, maize."
1752,"Cereal-Root Crop Mixed",SSA,"Lack of irrigation infrastructure","Leads to","Reduced crop productivity/failure","In the most vulnerable parts of Africa, irrigated agriculture also means that farmers can extend the growing season, increase productivity and incomes, and improve their livelihoods, however , lack of irrigation infrastructure leads to  reduced crop production."
1753,"Cereal-Root Crop Mixed",SSA,"Reliance on rainfed agriculture","Leads to","Unpredictable planting period","Agriculture is vulnerable to climatical conditions such as rainfall, and therefore its reliance leads to unpredictable planting time."
1754,"Cereal-Root Crop Mixed",SSA,"High poverty levels 






","Leads to","Increase in malnutrition","Poverty remains the principal cause of child undernutrition in the farming system with half of the population living on less than $1.25 per day."
1755,"Cereal-Root Crop Mixed",SSA,"Crop is highly susceptible to diseases","Leads to","Reduced crop productivity/failure","Key risks to agriculture include reduced crop productivity associated with heat and drought stress and increased pest and disease damage, i.e in maize and cassava."
1756,"Cereal-Root Crop Mixed",SSA,"Low access to markets","Leads to","Increase in food spoilage/wastage","The transport problem is acute in the case of cassava. Although it does not have a specific harvesting period, it has a very short shelf-life after it is harvested. Thus, rural producers and markets have to consider the whole supply chain, including transport infrastructure."
1757,"Cereal-Root Crop Mixed",SSA,"Lack of irrigation infrastructure","Leads to","Increase in food insecurity","Lack of irrigation infrastructure leads to a reduction in agricultural production which leads to increase in food insecurity."
1758,"Cereal-Root Crop Mixed",SSA,"Reliance on rainfed agriculture","Leads to","Increase in food insecurity","Agriculture is rainfed in the SSA region and thus vulnerable to climatical changes which leads to unpredictable yields and hence exposes the region to food insecurity concerns."
1759,"Cereal-Root Crop Mixed",SSA,"Crop is highly susceptible to diseases","Leads to","Increase in food insecurity","Sub-Saharan African countries most vulnerable to invasive crop pests which leads to increased food insecurity."
1760,"Cereal-Root Crop Mixed",SSA,"Reliance on rainfed agriculture","Is mitigated by","Invest in irrigation infrastructure","Micro irrigation is used in some areas, such as in Burkina Faso where it is very successful. Supplemental irrigation can greatly enhance productivity and incomes in sub-zones where water is, at times, a constraint such as during the short drought between bimodal rains."
1761,"Cereal-Root Crop Mixed",SSA,"High poverty levels 






","Is mitigated by","Diversify livelihoods","Rural livelihood diversification plays a key role in strengthening the potential of smallholder farming as a pathway out of poverty."
1762,"Cereal-Root Crop Mixed",SSA,"Low levels of climate change awareness at the farmer level","Is mitigated by","Roll out climate change awareness campaigns","Climate change awareness campaigns needed to be conducted in the rural areas to enlighten the smallholder farmers on climate change signs."
1763,"Cereal-Root Crop Mixed",SSA,"Inability to interpret climate information","Is mitigated by","Build capacity on usage of climate information","Researchers emphasizes capacity building as one of the ways to build resilience and promote climate awareness through training, education, and research."
1764,"Cereal-Root Crop Mixed",SSA,"Limited uptake of modern technologies","Is mitigated by","Improve access to modern processing technologies","Post-harvest losses (PHL), especially for cassava,have been identified as a crucial challenge to achieving food and nutrition security in the farming system, hence the need for modern processing technologies especially among cassava farmers."
1765,"Cereal-Root Crop Mixed",SSA,"Crop is highly susceptible to diseases","Is mitigated by","Adopt disease tolerant varieties","Maize, Millet, cassava and sorghum varieties that is tolerant to diseases should be adopted."
1766,"Cereal-Root Crop Mixed",SSA,"Reliance on rainfed agriculture","Is mitigated by","Invest in water harvesting and storage infrastructure","The system is heavily dependent on rainfed agriculture, hence the need for water harvesting and storage structures as a mitrigation strategies."
1767,"Cereal-Root Crop Mixed",SSA,"Unsustainable natural resource use","Is mitigated by","Implement conservation agriculture practices","Unsustainable natural resource use leads to soil erosion that needs to be mitigated by the implementation of conservation agricultural practices such as, Zero tillage, nutrient management, conservation tillage, cover crops and field-edge filter strips."
1768,"Cereal-Root Crop Mixed",SSA,"Low levels of climate change awareness at the farmer level","Is mitigated by","Improve networking and knowledge exchange","Low levels of climate change awareness should be mitigated by creating platforms for knowledge sharing on climate change issues among  the smallholder farmers in the region."
1769,"Cereal-Root Crop Mixed",SSA,"Reliance on rainfed agriculture","Is mitigated by","Implement water conservation irrigation","Farmers in cereal-root crop are heavily dependent  on rainfed agriculture, hence the need for  improved water management together with drip- and micro-irrigation as a mitigation strategy."
1770,"Cereal-Root Crop Mixed",SSA,"Crop is highly susceptible to diseases","Is mitigated by","Adopt disease tolerant varieties","The farming system has a diverse range of pests, given the range of crops that are grown, for example,  parasitic weeds striga in maize and Cassava virus is increasingly problematic , hence the need to adopt drought tolerant crop varieties."
1771,"Cereal-Root Crop Mixed",SSA,"Unsustainable natural resource use","Is mitigated by","Implement climate smart agriculture practices





","Unsustainable natural resource use leads to soil erosion hence the need to adopt climate-smart practices such as the  use of CA principles and precision farming technologies which reduce  the danger of soil compaction."
1772,"Cereal-Root Crop Mixed",SSA,"Weak land tenure and access rights for women","Is mitigated by","Land tenure reform","Strengthening womens rights to land contributes not only to gender equality but also to poverty reduction, since women are responsible for household subsistence."
1773,"Cereal-Root Crop Mixed",SSA,"Conflict prone area","Is mitigated by","Structural adjustments","The ultimate goals of structural adjustment programmes (SAPs)  in Sub-Saharan Africa were to improve standards of living through intermediate targets such as ensuring higher growth in the economy and maintaining its stability."
1774,"Cereal-Root Crop Mixed",SSA,"Inconsistencies in policy implementation","Is mitigated by","Develop policies for building climate change resilience","Policies on climate change should be developed and implemented."
1775,"Cereal-Root Crop Mixed",SSA,"Weak land tenure and access rights for women","Is mitigated by","Build women's  capacity","Women often have limited and unsecured access to land and natural resources and tend to be excluded from decisions concerning them , hence the need to build their capacity so as to be able to fight for their rights."
1776,"Cereal-Root Crop Mixed",SSA,"Conflict prone area","Is mitigated by","Develop/improve early warning systems","Effective early warning systems (EWSs) can reduce the risks posed by these conflicts."
1777,"Cereal-Root Crop Mixed",SSA,"Inconsistencies in policy implementation","Is mitigated by","Policy reform
","Policy reforms should be put in place to ensure there is consistent policy implementation."
1778,"Cereal-Root Crop Mixed",SSA,"Low access to credit","Is mitigated by","Improve access to credit","Remove barriers to credit access especially among women."
1779,"Cereal-Root Crop Mixed",SSA,"Low access to markets","Is mitigated by","Improve access to markets","Improvemarket accessibility through construction and maintenance of rural-urban roads in the region."
1780,"Cereal-Root Crop Mixed",SSA,"Unstable commodity prices","Is mitigated by","Build capacity on value addition","One way of mitigating unstable prices is by redifining value."
1781,"Cereal-Root Crop Mixed",SSA,"Low access to credit","Is mitigated by","Build capacity on advocacy","There is need to build capacity on understanding the pathways to accessing credit facilities in the region."
1782,"Cereal-Root Crop Mixed",SSA,"Low access to markets","Is mitigated by","Invest in road infrastructure","Securing financing​​ Infrastructure investments needed to boost resilience in sub-Saharan Africa and and open up rural roads."
1783,"Cereal-Root Crop Mixed",SSA,"Unstable commodity prices","Is mitigated by","Build capacity on advocacy","capacity on advocacy to build upon networks of institutions and individuals across the SSA region; expand U.S.-Africa trade and investment and prevent price instability is needed."
1784,"Cereal-Root Crop Mixed",SSA,"High disease prevalence","Is mitigated by","Adopt disease tolerant varieties","For instance,early-maturing, disease-resistant maize,  biological control of cassava mealy bug, improved rice varieties for irrigated production in Mali."
1785,"Cereal-Root Crop Mixed",SSA,"High prevalence of land degradation","Is mitigated by","Implement reforestation practices","Planting trees as a way of mitigating land degradation."
1786,"Cereal-Root Crop Mixed",SSA,"Unfavourable soil conditions","Is mitigated by","Undertake crop rotation","CA practices such as, maintenance of soil cover, and crop diversification through rotations, crop associations and cover crops including dual purpose cowpea, mucuna and Brachiaria."
1787,"Cereal-Root Crop Mixed",SSA,"Water scarce area","Is mitigated by","Adopt drought tolerant varieties






","Water scarcity is a major problem in the region, therefore the smallholder farmers should be advised to adopt drought tolerant varieties such as maize, millet, sorghum and cassava."
1788,"Cereal-Root Crop Mixed",SSA,"High prevalence of land degradation","Is mitigated by","Improve climate change awareness
","Climate change awareness campaigns needs to be conducted in the rural areas to enlighten the smallholder farmers on the dangers of activities that leads to land degradation in the region."
1789,"Cereal-Root Crop Mixed",SSA,"Unfavourable soil conditions","Is mitigated by","Capacity building on sustainable agricultural practices","The guiding principle is to promote biological tillage through minimizing mechanical soil disturbance and maintaining permanent organic soil matter."
1790,"Cereal-Root Crop Mixed",SSA,"High disease prevalence","Is mitigated by","Apply integrated pest and diseases management","Pests and pathogens can severely reduce food security by affecting crop yield and the quality of agricultural produce.IPDM is an effective pest and disease management in the field and in storage which leads to healthy environment and sustainable agriculture."
1791,"Cereal-Root Crop Mixed",SSA,"Water scarce area","Is mitigated by","Invest in water harvesting and storage infrastructure","Implementation of rainwater harvesting may allow cereal-based smallholder farmers to shift to diversified crops, hence improving household food security in a water scarce region."
1792,"Cereal-Root Crop Mixed",SSA,"Lack of irrigation infrastructure","Is mitigated by","Invest in irrigation infrastructure","Investments in irrigation contribute to poverty reduction and enhance food security."
1793,"Cereal-Root Crop Mixed",SSA,"Lack of road infrastructure","Is mitigated by","Invest in road infrastructure","Investment in quality infrastructure will be critical for the region to adapt to and mitigate climate change."
1794,"Cereal-Root Crop Mixed",SSA,"High poverty levels 






","Is mitigated by","Diversify livelihoods","Introduction of television in rural areas has created awareness of alternative livelihoods and expanded expectations of youth who consequently want more for themselves and their own children."
1795,"Cereal-Root Crop Mixed",SSA,"Inadequate agri research and development","Is mitigated by","Adopt post-harvest technologies","Smallholder farmers, especially maize and cassava farmers are vulnerable to post-harvest losses caused by inadequate research on post harvest storage technologies. Therefore, there is need to adopt post-harvest technologies as a mitigation strategies."
1796,"Cereal-Root Crop Mixed",SSA,"Inadequate climate information services","Is mitigated by","Develop policies for building climate change resilience","Effective implementation and enforcement of existing policies dealing with climate information services."
1797,"Cereal-Root Crop Mixed",SSA,"Conflict prone area","is mitigated by","Implement disaster recovery strategies","The area is prone to conflict because cattle herders and crop cultivators keep fighting over natural resources hence the need to implement disaster recovery strategies."
1798,"Cereal-Root Crop Mixed",SSA,"Lack of irrigation infrastructure","Is mitigated by","Invest in water harvesting and storage infrastructure","Adequacy of water storage structures to ensure sustainable irrigated agriculture should be put in place, since its  instrumental in mitigating drought and lack of irrigation infrastructure."
1799,"Cereal-Root Crop Mixed",SSA,"High poverty levels 






","Is mitigated by","Capacity building on sustainable agricultural practices","A sustainably managed agricultural practice is a prerequisite for socio-economic development and poverty reduction. The natural environment supplies ecosystem goods and services that provide income, support job creation, poverty alleviation, contribute to safety nets and reduce inequity."
1800,"Cereal-Root Crop Mixed",SSA,"Inadequate climate information services","Is mitigated by","Improve climate change awareness
","Encourage climate change awareness in the community by focusing on local or regional impacts to mitigate the issue of inadequate climate information services."
1801,"Cereal-Root Crop Mixed",SSA,"Conflict prone area","Is mitigated by","Build capacity on advocacy","Assessing institutional capacity for conflict sensitivity  and taking steps to build capacity  in the conflict-sensitive areas."
1802,"Cereal-Root Crop Mixed",SSA,"Lack of road infrastructure","Is mitigated by","Build capacity on advocacy","Capacity building of Technical Officers is needed to ensure maintenance of rural transport infrastructure along with technical support from local authorities."
1803,"Cereal-Root Crop Mixed",SSA,"Inadequate agri research and development","Is mitigated by","Invest in agricultural research and development","Inadequate agri-research and development should be mitigated by investing in agricultural research because, majority of the smallholder farmers are vulnerable to  agro-ecological and socio-economic diversity at farm level and community level."
1804,"Cereal-Root Crop Mixed",SSA,"Farmers engaged in agri system","Exposed to","Risk to farmers of food insecurity due to Climate Change","Farmers engaged in cereal root- crop are exposed to food insecurity due to over-reliant on rainfed agriculture."
1805,"Cereal-Root Crop Mixed",SSA,"Farmers engaged in agri system","Exposed to","Risk to farmers of loss of livelihoods due to Climate Change","Livelihoods of 70 % of Africans are dependent on agriculture."
1806,"Cereal-Root Crop Mixed",SSA,"Farmers engaged in agri system","Exposed to","Risk to farmers of chronic poverty due to Climate Change
","Sub-Saharan Africa is engaged in agriculture as a major means of sustenance, and most of the farmers fall below the low-income quantile."
1807,"Cereal-Root Crop Mixed",SSA,"Area of land used","Exposed to","Risk to farmers of chronic poverty due to Climate Change
","About half the population living in  this land are exposed to abject poverty leading to resource exploitation."
1808,"Highland Mixed",SSA,"Increase in average precipitation","Leads to","Soil erosion","The mountanous landscape along with high rainfall intensity and recurrent deforestation, makes it susceptible to erosion. Estimated soil losses could exceed 100 t/ha while nutrient losses are estimated to be 80 kg of N, P2O5, and K2 O per cultivated hectare per year"
1809,"Highland Mixed",SSA,"Decrease in average precipitation","Leads to","Shorter growing seasons","The short rains have repeatedly failed; they used to produce about 30 per cent of the food and 40 per cent of the feed. Farmers are shifting towards short-maturing varieties, and some crop species which used to grow in warmer climates are now grown in the mountains."
1810,"Highland Mixed",SSA,"Increase in average precipitation","Leads to","Flash floods","Extreme rainfall events due to climate change is likely cause sudden floods and storms that could destroy infrastructure downstream and wash away fertile soils, maturing crops, houses, farm investments and community assets"
1811,"Highland Mixed",SSA,"Increase in drought events","Leads to","Reduced crop productivity/failure","The negative effects of drought are not only poor crop and livestock yield but also seasonal hunger, increasing conflicts, livestock death, migration of people to towns and an overall decline of the national economy."
1812,"Highland Mixed",SSA,"Increase in average temperatures","Leads to","Increase in diseases","Temperature increase of 2–3°C in these highlands could cause a higher population health risk, including a 3–5 per cent increase in malaria incidence, Dengue fever, sleeping sickness and river blind- ness"
1813,"Highland Mixed",SSA,"Increase in average precipitation","Leads to","Increase in diseases","Excess rainfall and flooding could also aggravate poor sanitation and cause more cholera, giardia and other water-borne diseases"
1814,"Highland Mixed",SSA,"Increase in average precipitation","Leads to","Increased flooding
","Water stress and hazards like withering droughts and devastating floods are hitting African communities, economies and ecosystems hard."
1815,"Highland Mixed",SSA,"Increase in average precipitation","Leads to","Unpredictable planting period","Increasing average precipitations led to large parts of sub-Saharan Africa becoming unsuitable for multiple staple crops and causes unpredictable planting  periods."
1816,"Highland Mixed",SSA,"Decrease in average precipitation","Leads to","Reduced crop productivity/failure","Agricultural production in sub-Saharan Africa has, in recent times, remained lower than the rest of the world, due to reduced precipitation."
1817,"Highland Mixed",SSA,"Decrease in average precipitation","Leads to","Shift in growing season","If the precipitation shock hits during peak growing season, the effect could persist for more than a year causing shift in growing season."
1818,"Highland Mixed",SSA,"Increase in drought events","Leads to","Water scarcity","Factors contributing to water stress include rainfall deficit and drought, increased water requirements, population growth, urbanization, and poverty."
1819,"Highland Mixed",SSA,"Increase in extreme rainfall events","Leads to","Increased flooding
","Recent record rainfall and flood events have prompted increased attention to flood impacts on human systems in Sub-Saharan Africa."
1820,"Highland Mixed",SSA,"Increase in extreme rainfall events","Leads to","Shift in growing season","Changing seasonality of precipitation may result in excess water during off seasons and limited water during critical crop growth periods."
1821,"Highland Mixed",SSA,"Increase in extreme rainfall events","Leads to","Reduced crop productivity/failure","If the average rainfall is much lower or higher than the ideal, it can lead to significant problems, from drowned crops to lower yields"
1822,"Highland Mixed",SSA,"Increase in extreme rainfall events","Leads to","Soil erosion","Most of the splashed soil particles don't leave the field; they clog surface pores, which in turn reduces water infiltration, increases water runoff, and increases soil erosion."
1823,"Highland Mixed",SSA,"Increase in average temperatures","Leads to","Shift in growing season","A 1 °C increase in temperature in developing countries has been found to be associated with 2.66 % lower growth in agricultural output and shift in growing seasons."
1824,"Highland Mixed",SSA,"Increase in average temperatures","Leads to","Increase in heat stress","Heat stress due to high temperatures is increasingly becoming an obstacle to economic activity. It reduces the ability of busi- nesses to operate during the hottest hours."
1825,"Highland Mixed",SSA,"Increase in average temperatures","Leads to","Reduced forage quality","Forage quality and availability for livestock will be affected through changes in growth rate and availability of water as a result of increased temperatures."
1826,"Highland Mixed",SSA,"Increase in strong winds","Leads to","Increase in diseases","Strong winds in the Sub Saharan Africa Highland Mixed causes the seeds to get blown away.strong wind can damage crops and farm structures. Wind also transports insects and disease that affect crops."
1827,"Highland Mixed",SSA,"Increase in strong winds","Leads to","Increase in pests","Strong winds in the Sub Saharan Africa Highland Mixed causes the seeds to get blown away.strong wind can damage crops and farm structures. Wind also transports insects and disease that affect crops."
1828,"Highland Mixed",SSA,"Increase in dry days","Leads to","Land degradation","Increase in the number of dry days resulting from changes in land use/cover and climate is considered as a key cause of land degradation, aridity, and desertification."
1829,"Highland Mixed",SSA,"Increase in extreme rainfall events","Leads to","Reduced produce quality","An atmosphere with more moisture can produce more intense precipitation events hence leading to reduced produce quality."
1830,"Highland Mixed",SSA,"Decrease in average precipitation","Leads to","Water scarcity","Studies predict that by the year 2050 the rainfall in Sub-Saharan Africa could drop by 10%, which will cause a major water shortage."
1831,"Highland Mixed",SSA,"Increase in average temperatures","Leads to","Increase in pests","The results of their analysis indicate that temperature rise leads to increased pest severity in most of their insect case studies."
1832,"Highland Mixed",SSA,"Increase in average temperatures","Leads to","Change in production zone suitability","Increasing temperature due to climate change could benefit the livestock-cereal subsystem, which may achieve higher crop yields and pasture productivity provided the increased precipitation accompanies the rise in temperature. Cereal crops such as Millet and sorghum have been found to be the most promising crops, with a yield loss of 5% and 8%, respectively by 2050 , due to their greater resilience to heat-stress condition."
1833,"Highland Mixed",SSA,"Increase in dry days","Leads to","Conflict over resources","The negative effects of drought are not only poor crop and livestock yield but also seasonal hunger, increasing conflicts, livestock death, migration of people to towns and an overall decline of the national economy."
1834,"Highland Mixed",SSA,"Increase in dry days","Leads to","Increase in migration","The negative effects of drought are not only poor crop and livestock yield but also seasonal hunger, increasing conflicts, livestock death, migration of people to towns and an overall decline of the national economy."
1835,"Highland Mixed",SSA,"Increase in dry days","Leads to","Loss of income","The negative effects of drought are not only poor crop and livestock yield but also seasonal hunger, increasing conflicts, livestock death, migration of people to towns and an overall decline of the national economy."
1836,"Highland Mixed",SSA,"Increase in dry days","Leads to","Increase in food insecurity","In 2022, 12 percent of the population is suffering from high malnutrition and unable to meet basic food consumption needs. The rising frequency and intensity of droughts, floods, cyclones and higher temperatures and sea levels are set to exacerbate this number by hampering agricultural production and food distribution."
1837,"Highland Mixed",SSA,"Increase in extreme rainfall events","Leads to","Loss of income","Floods and droughts brought on by climate change make it harder to produce food. As a result, the price of food increases, and access becomes more and more limited, putting many at higher risk of hunger."
1838,"Highland Mixed",SSA,"Increase in extreme rainfall events","Leads to","Limited access to markets","Extreme rainfall events causes floods that destroys road infrastructure leading to limited access to markets."
1839,"Highland Mixed",SSA,"Increase in average temperatures","Leads to","Increase in food insecurity","Under the worst case climate change scenario, a reduction in mean yield of 13% is projected in West and Central Africa, 11% in North Africa, and 8% in East and Southern Africa. Millet and sorghum have been found to be the most promising crops, with a yield loss by 2050 of just 5% and 8%, respectively, due to their greater resilience to heat-stress conditions, while rice and wheat are expected to be the most affected crops with a yield loss by 2050 of 12% and 21%, respectively"
1840,"Highland Mixed",SSA,"Soil erosion","Leads to","Reduced crop productivity/failure","Erosion is the major environmental factor aggravating soil fertility decline, decreasing productivity, reducing soil carbon stock and diminishing environmental services"
1841,"Highland Mixed",SSA,"Unpredictable planting period","Leads to","Reduced crop productivity/failure","The short rains have repeatedly failed; they used to produce about 30 per cent of the food and 40 per cent of the feed. Farmers"
1842,"Highland Mixed",SSA,"Water scarcity","Leads to","Unpredictable planting period","Some water reservoirs that used to satisfy irrigation needs and livestock drinking downstream are drying up hence reducing water availability for crop and livestock"
1843,"Highland Mixed",SSA,"Increased flooding
","Leads to","Soil erosion","Extreme rainfall events due to climate change will cause sudden floods and storms that could destroy infrastructure downstream and wash away fertile soils, maturing crops, houses, farm investments and community assets"
1844,"Highland Mixed",SSA,"Increase in pests","Leads to","Reduced crop productivity/failure","Key risks to agriculture include reduced crop productivity associated with heat and drought stress and increased pest damage, disease damage and flood impacts on food system infrastructure, resulting in serious adverse effects on food security and on livelihoods at the regional, national and individual household levels."
1845,"Highland Mixed",SSA,"Increased flooding
","Leads to","Reduced crop productivity/failure","Key risks to agriculture include reduced crop productivity associated with heat and drought stress and increased pest damage, disease damage and flood impacts on food system infrastructure, resulting in serious adverse effects on food security and on livelihoods at the regional, national and individual household levels."
1846,"Highland Mixed",SSA,"Increase in heat stress","Leads to","Reduced crop productivity/failure","Key risks to agriculture include reduced crop productivity associated with heat and drought stress and increased pest damage, disease damage and flood impacts on food system infrastructure, resulting in serious adverse effects on food security and on livelihoods at the regional, national and individual household levels."
1847,"Highland Mixed",SSA,"Soil erosion","Leads to","Land degradation","The effects of soil erosion are not just land degradation. It has led to a drastic increase in pollution and sedimentation in rivers that clogs the water bodies."
1848,"Highland Mixed",SSA,"Land degradation","Leads to","Reduced crop productivity/failure","Soil physical degradation can affect crop growth and yield by decreasing root depth and available water and nutrient reserves and soil erosion can lead to yield loss."
1849,"Highland Mixed",SSA,"Reduced crop productivity/failure","Leads to","Increase in food insecurity","Food reserves diminished in a vicious cycle of income loss, declining productivity, and increasing debt leading to increase food insecurity."
1850,"Highland Mixed",SSA,"Reduced crop productivity/failure","Leads to","Loss of income","Reduced crop production due to climate change impact leads to loss of income."
1851,"Highland Mixed",SSA,"Reduced produce quality","Leads to","Loss of income","Inferior quality products or services can lead to dissatisfied customers, resulting in lost revenue and decreased customer loyalty."
1852,"Highland Mixed",SSA,"Loss of income","Leads to","Increase in food insecurity","Income inequality increases the likelihood of severe food insecurity, and this effect is 20 percent higher in the region."
1853,"Highland Mixed",SSA,"Reduced forage quality","Leads to","Reduced livestock productivity","Low forage availability and poor quality during dry season limit livestock productivity in sub-Saharan Africa."
1854,"Highland Mixed",SSA,"Increase in pests","Leads to","Reduced crop productivity/failure","FAO estimates that annually up to 40 percent of global crop production is lost to pests.Pests destroy up to 40 percent of global crops and cost $220 billion of losses."
1855,"Highland Mixed",SSA,"Increase in diseases","Leads to","Reduced crop productivity/failure","Experts warned that,  global trade and monoculture will lead to crop disease pandemics that jeopardise world food systems."
1856,"Highland Mixed",SSA,"Limited access to markets","Leads to","Loss of income","Although small-scale farmers in the highland mixed system are keen to intensify and diversify, they are currently constrained by limited access to input and output markets, leading to loss of income."
1857,"Highland Mixed",SSA,"Unpredictable planting period","Leads to","Loss of income","Because of heavy dependence on rainfed agriculture, about 60% of Sub-Saharan Africa is vulnerable to frequent and severe droughts, causing unpredictable planting periods hence loss of income."
1858,"Highland Mixed",SSA,"Water scarcity","Leads to","Reduced crop productivity/failure","The pressure on the quantity and quality of water resources is rising in sub-Saharan Africa due to the increased demand of water for agriculture leading to reduced production."
1859,"Highland Mixed",SSA,"Flash floods","Leads to","Increase in migration","Climate change is expected to increase the frequency of flooding events leading to increased migration in search of safer spaces."
1860,"Highland Mixed",SSA,"Increase in migration","Leads to","Reduced crop productivity/failure","Rural migrants also cause decrease in agricultural productivity."
1861,"Highland Mixed",SSA,"Shorter growing seasons","Leads to","Loss of income","In principle, shorter growing seasons could indicate reduced productivity and fewer planting opportunities in agricultural sector hence loss of income."
1862,"Highland Mixed",SSA,"Conflict over resources","Leads to","Increase in migration","Conflict affects many factors that may in turn induce migration, such as income loss, the breakdown of social relations and institutional failure."
1863,"Highland Mixed",SSA,"Shift in growing season","Leads to","Increase in food insecurity","Shift in growing seasons due to Climate change can disrupt food availability, reduce access to food, and affect food quality causing increased food insecurity."
1864,"Highland Mixed",SSA,"Increase in pests","Leads to","Reduced livestock productivity","The incidence of such insect pests as the tsetse fly also discourages mixed farming in many areas and reduced livestock productivity."
1865,"Highland Mixed",SSA,"Reduced livestock productivity","Leads to","Increase in food insecurity","Losing the ability to keep livestock outdoors would be devastating for Africa's food security as millions of people across the continent remain dependent on livestock for food."
1866,"Highland Mixed",SSA,"Increase in diseases","Leads to","Reduced livestock productivity","Disease can be a major constraint to integrating cattle in crop farming. Trypanosomiasis is the most important disease in sub-Saharan Africa and is followed by tick transmitted and tick associated diseases and internal parasites."
1867,"Highland Mixed",SSA,"Weak land tenure and access rights for women","Leads to","Increase in food insecurity","Women farmers are largely excluded from modern contract-farming arrangements because they have no tenure security, thereby curtailing their ability to fent for the family and alleviate food insecurity."
1868,"Highland Mixed",SSA,"Weak land tenure and access rights for women","Leads to","Reduced crop productivity/failure","According to recent research, the limited access to land and other productive resources has made women less productive than their male counterparts,attributable to women's limited access to productive resources."
1869,"Highland Mixed",SSA,"Inconsistencies in policy implementation","Leads to","Reduced produce quality","There is no conclusive evidence that Africans have been particularly oblivious to the quality of the produce due to failed policy implementations."
1870,"Highland Mixed",SSA,"Weak land tenure","Leads to","Conflict over resources","Land conflict becomes the dominant conflict in the Sub-Sahara Africa countries over the last 50 years due to weak land tenure."
1871,"Highland Mixed",SSA,"Inconsistencies in policy implementation","Leads to","Land degradation","SA countries have been implementing a number of policies to address land degradation in line with their broad objective of poverty reduction, however, inconsistencies in policy implementation has led to continued land degradation."
1872,"Highland Mixed",SSA,"Weak land tenure","Leads to","Lack of willingness to invest in sustainable agricultural practices","Limited access to reliable markets has reduced farmers’ ability to learn about consumer preferences, innovate and adopt and improved practices."
1873,"Highland Mixed",SSA,"Poor efficiency of farming","Leads to","Loss of income","The highland system are not utilised to their full potential and intensification opportunities are limited. Production is for subsistences purposes and this reduces agribusiness engagements and incomes"
1874,"Highland Mixed",SSA,"Reliance on rainfed agriculture","Leads to","Reduced crop productivity/failure","Farmers in Sub-Saharan Africa are particularly vulnerable, in part because they mostly rely on rain-fed agriculture instead of irrigating leading to reduced crop productivity."
1875,"Highland Mixed",SSA,"Reliance on rainfed agriculture","Leads to","Water scarcity","Agriculture is the largest consumer of water in sub-Saharan Africa and a rapidly rising population is increasing food demand and water scarcity."
1876,"Highland Mixed",SSA,"High illiteracy rates","Leads to","Land degradation","Climate change literacy varies substantially across African countries, as well as within countries. The climate change literacy rate is 66% in Mauritius and 62% in Uganda, but only 25% in Mozambique and 23% in Tunisia."
1877,"Highland Mixed",SSA,"Unsustainable land management practices","Leads to","Reduced crop productivity/failure","Land degradation, resulting from unsustainable land management practices, is a threat to the environment and crop production."
1878,"Highland Mixed",SSA,"Low levels of climate change awareness at the farmer level","Leads to","Unpredictable planting period","Low levels of Climate change awareness is emerging as a major challenge to agriculture development in Africa. The increasingly unpredictable and erratic nature of weather systems leads to unpredictable planting periods."
1879,"Highland Mixed",SSA,"Demographic pressure on land","Leads to","Soil erosion","Population pressure on farmlands can have two opposing effects on soil quality."
1880,"Highland Mixed",SSA,"Animal/breed is highly susceptible to pests","Leads to","Reduced livestock productivity","The incidence of such insect pests as the tsetse fly also discourages mixed farming in many areas and reduced livestock productivity."
1881,"Highland Mixed",SSA,"Animal/breed is highly susceptible to diseases","Leads to","Reduced livestock productivity","Disease can be a major constraint to integrating cattle in crop farming. Trypanosomiasis is the most important disease in sub-Saharan Africa and is followed by tick transmitted and tick associated diseases and internal parasites."
1882,"Highland Mixed",SSA,"Low awareness of climate change","Leads to","Unpredictable planting period","Fragile states in sub-Saharan Africa (SSA) face challenges to respond to the effects of climate shocks and rising temperatures due to low awareness of climate change leading to unpredictable planting period."
1883,"Highland Mixed",SSA,"Low access to markets","Leads to","Loss of income","Small-scale farmers in the highland mixed system are keen to intensify and diversify, they are currently constrained by limited access to input and output markets. The challenging terrain and associated high cost of infra- structure development have been disincentives to develop roads and marketing in the respective countries to allow inputs and agricultural producers to move efficiently and economically."
1884,"Highland Mixed",SSA,"Low access to markets","Leads to","Lack of willingness to invest in sustainable agricultural practices","Limited access to reliable markets has reduced farmers’ ability to learn about consumer preferences, innovate and adopt and improved practices."
1885,"Highland Mixed",SSA,"Barriers to trade","Leads to","Loss of income","Trade barriers make it difficult for African countries to export goods and services, thus limiting profit potential."
1886,"Highland Mixed",SSA,"Barriers to trade","Leads to","Increase in food insecurity","Food loss occurs partly because of poor trade facilitation and inefficiencies in agricultural supply chains, leading to increase in food insecurity."
1887,"Highland Mixed",SSA,"Low access to credit","Leads to","Reduced produce quality","Although farmers in the highlands are keen to improve their produce quality including through use of external inputs, they rarely have access to credit, insurance and inputs."
