"ID","Citation","Year","Number"
"1649","Dixon et al.","2020","2"
"1650","Dixon et al.","2020","2"
"1651","Dixon et al.","2020","2"
"1652","Dixon et al.","2020","2"
"1653","Dixon et al.","2020","2"
"1654","Dixon et al.","2020","2"
"1655","Dixon et al.","2020","2"
"1656","Dixon et al.","2020","2"
"1657","Dixon et al.","2020","2"
"1658","Dixon et al.","2020","2"
"1659","Dixon et al.","2020","2"
"1663","Dixon et al.","2020","2"
"1664","Dixon et al.","2020","2"
"1665","Dixon et al.","2020","2"
"1666","Dixon et al.","2020","2"
"1673","Dixon et al.","2020","2"
"1675","Dixon et al.","2020","2"
"1676","Dixon et al.","2020","2"
"1677","Dixon et al.","2020","2"
"1808","Dixon et al.","2020","2"
"1809","Dixon et al.","2020","2"
"1810","Dixon et al.","2020","2"
"1811","Dixon et al.","2020","2"
"1812","Dixon et al.","2020","2"
"1813","Dixon et al.","2020","2"
"1832","Dixon et al.","2020","2"
"1833","Dixon et al.","2020","2"
"1834","Dixon et al.","2020","2"
"1835","Dixon et al.","2020","2"
"1839","Dixon et al.","2020","2"
"1840","Dixon et al.","2020","2"
"1841","Dixon et al.","2020","2"
"1842","Dixon et al.","2020","2"
"1843","Dixon et al.","2020","2"
"1844","Dixon et al.","2020","2"
"1845","Dixon et al.","2020","2"
"1846","Dixon et al.","2020","2"
"1856","Dixon et al.","2020","2"
"1866","Dixon et al.","2020","2"
"1872","Dixon et al.","2020","2"
"1873","Dixon et al.","2020","2"
"1880","Dixon et al.","2020","2"
"1881","Dixon et al.","2020","2"
"1883","Dixon et al.","2020","2"
"1884","Dixon et al.","2020","2"
"1887","Dixon et al.","2020","2"
"1888","Dixon et al.","2020","2"
"1889","Dixon et al.","2020","2"
"1890","Dixon et al.","2020","2"
"1893","Dixon et al.","2020","2"
"1894","Dixon et al.","2020","2"
"1896","Dixon et al.","2020","2"
"1898","Dixon et al.","2020","2"
"1899","Dixon et al.","2020","2"
"1902","Dixon et al.","2020","2"
"1911","Dixon et al.","2020","2"
"1914","Dixon et al.","2020","2"
"1915","Dixon et al.","2020","2"
"1918","Dixon et al.","2020","2"
"1920","Dixon et al.","2020","2"
"1921","Dixon et al.","2020","2"
"1929","Dixon et al.","2020","2"
"1931","Dixon et al.","2020","2"
"1935","Dixon et al.","2020","2"
"1937","Dixon et al.","2020","2"
"1938","Dixon et al.","2020","2"
"1939","Dixon et al.","2020","2"
"1940","Dixon et al.","2020","2"
"1941","Dixon et al.","2020","2"
"2157","Dixon et al.","2020","2"
"2159","Dixon et al.","2020","2"
"2160","Dixon et al.","2020","2"
"2171","Dixon et al.","2020","2"
"2173","Dixon et al.","2020","2"
"2177","Dixon et al.","2020","2"
"2181","Dixon et al.","2020","2"
"2182","Dixon et al.","2020","2"
"2185","Dixon et al.","2020","2"
"2190","Dixon et al.","2020","2"
"2194","Dixon et al.","2020","2"
"2208","Dixon et al.","2020","2"
"2215","Dixon et al.","2020","2"
"2222","Dixon et al.","2020","2"
"2223","Dixon et al.","2020","2"
"2228","Dixon et al.","2020","2"
"2231","Dixon et al.","2020","2"
"2234","Dixon et al.","2020","2"
"2238","Dixon et al.","2020","2"
"2243","Dixon et al.","2020","2"
"2244","Dixon et al.","2020","2"
"2250","Dixon et al.","2020","2"
"2252","Dixon et al.","2020","2"
"2256","Dixon et al.","2020","2"
"2257","Dixon et al.","2020","2"
"2258","Dixon et al.","2020","2"
"2259","Dixon et al.","2020","2"
"2263","Dixon et al.","2020","2"
"2264","Dixon et al.","2020","2"
"2269","Dixon et al.","2020","2"
"2271","Dixon et al.","2020","2"
"2278","Dixon et al.","2020","2"
"2279","Dixon et al.","2020","2"
"2284","Dixon et al.","2020","2"
"2285","Dixon et al.","2020","2"
"2289","Dixon et al.","2020","2"
"2290","Dixon et al.","2020","2"
"2309","Dixon et al.","2020","2"
"2312","Dixon et al.","2020","2"
"2327","Dixon et al.","2020","2"
"2329","Dixon et al.","2020","2"
"2331","Dixon et al.","2020","2"
"2334","Dixon et al.","2020","2"
"2335","Dixon et al.","2020","2"
"2339","Dixon et al.","2020","2"
"2344","Dixon et al.","2020","2"
"2345","Dixon et al.","2020","2"
"2346","Dixon et al.","2020","2"
"2356","Dixon et al.","2020","2"
"2358","Dixon et al.","2020","2"
"2360","Dixon et al.","2020","2"
"2362","Dixon et al.","2020","2"
"2363","Dixon et al.","2020","2"
"2364","Dixon et al.","2020","2"
"2365","Dixon et al.","2020","2"
"249","FAO","2017","2"
"250","FAO","2017","2"
"265","FAO","2017","2"
"468","FAO","2015","2"
"469","FAO","2015","2"
"483","FAO","2013","2"
"901","FAO","2017","2"
"1388","FAO","2017","2"
"1854","FAO","2021","2"
"2074","FAO","2008","2"
"2136","FAO","2018","2"
"2138","FAO","2016","2"
"139","FAO and UNICEF EAPRO","2021","2"
"141","FAO and UNICEF EAPRO","2021","2"
"147","FAO and UNICEF EAPRO","2021","2"
"167","FAO and UNICEF EAPRO","2021","2"
"728","Feld and Galiani","2015","2"
"776","Feld and Galiani","2015","2"
"714","Hagen et al.","2022","2"
"724","Hagen et al.","2022","2"
"726","Hagen et al.","2022","2"
"728","Hagen et al.","2022","2"
"737","Hagen et al.","2022","2"
"738","Hagen et al.","2022","2"
"739","Hagen et al.","2022","2"
"1451","Hellin et al.","2020","2"
"1457","Hellin et al.","2020","2"
"1470","Hellin et al.","2020","2"
"1490","Hellin et al.","2020","2"
"27","Hen-I Lin et al.","2022","2"
"39","Hen-I Lin et al.","2022","2"
"156","IFAD","2011","2"
"1296","IFAD","2021","2"
"2102","IMF","2020","2"
"2103","IMF","2020","2"
"558","IPCC","2022","2"
"564","IPCC","2022","2"
"566","IPCC","2022","2"
"569","IPCC","2022","2"
"1356","Kumar et al.","2012","2"
"2232","Nkonya et al.","2016","2"
"2233","Nkonya et al.","2016","2"
"2169","Ofori et al.","2021","2"
"2212","Ofori et al.","2021","2"
"1464","Oxfam","2019","2"
"1468","Oxfam","2019","2"
"1486","Oxfam","2019","2"
"1291","Rasu et al.","2022","2"
"2191","Rasu et al.","2022","2"
"1678","Zingore et al.","2015","2"
"1679","Zingore et al.","2015","2"
"1680","Zingore et al.","2015","2"
"112","Sekiyama","2022","2"
"113","Sekiyama","2022","2"
"114","Sekiyama","2022","2"
"2149","Thornton et al.","2009","2"
"2150","Thornton et al.","2009","2"
"2151","Thornton et al.","2009","2"
"2152","Thornton et al.","2009","2"
"2153","Thornton et al.","2009","2"
"2154","Thornton et al.","2009","2"
"2155","Thornton et al.","2009","2"
"2156","Thornton et al.","2009","2"
"2157","Thornton et al.","2009","2"
"2180","Thornton et al.","2009","2"
"2182","Thornton et al.","2009","2"
"2184","Thornton et al.","2009","2"
"2186","Thornton et al.","2009","2"
"2229","Thornton et al.","2009","2"
"493","UNEP","2010","2"
"499","UNEP","2010","2"
"503","UNEP","2010","2"
"529","UNEP","2010","2"
"530","UNEP","2010","2"
"1233","USAID","2017","2"
"1234","USAID","2017","2"
"1235","USAID","2017","2"
"1236","USAID","2017","2"
"1237","USAID","2017","2"
"1238","USAID","2017","2"
"1239","USAID","2017","2"
"1240","USAID","2017","2"
"1730","Ussiri and Lal","2019","2"
"1107","Waha et al.","2017","2"
"1149","Waha et al.","2017","2"
"1151","Waha et al.","2017","2"
"1163","Waha et al.","2017","2"
"1165","Waha et al.","2017","2"
"1166","Waha et al.","2017","2"
"1167","Waha et al.","2017","2"
"1173","Waha et al.","2017","2"
"1174","Waha et al.","2017","2"
"1177","Waha et al.","2017","2"
"1179","Waha et al.","2017","2"
"1182","Waha et al.","2017","2"
"1183","Waha et al.","2017","2"
"1200","Waha et al.","2017","2"
"1202","Waha et al.","2017","2"
"1230","Waha et al.","2017","2"
"1231","Waha et al.","2017","2"
"95","WMO","2021","2"
"97","WMO","2021","2"
"106","WMO","2021","2"
"107","WMO","2021","2"
"108","WMO","2021","2"
"1894","WMO","2020","2"
"137","World Bank","2022","2"
"138","World Bank","2022","2"
"142","World Bank","2022","2"
"157","World Bank","2022","2"
"160","World Bank","2022","2"
"676","World Bank","2014","2"
"679","World Bank","2014","2"
"680","World Bank","2014","2"
"683","World Bank","2014","2"
"713","World Bank","2014","2"
"1078","World Bank","2019","2"
"1079","World Bank","2019","2"
"1093","World Bank","2019","2"
"1727","Bjornlund et al.","2022","3"
"1919","CIAT and World bank","2017","3"
"1928","CIAT and World bank","2017","3"
"2104","Dixon et al.","2020","3"
"1994","Dixon et al.","2020","3"
"2013","Dixon et al.","2020","3"
"2022","Dixon et al.","2020","3"
"2054","Dixon et al.","2020","3"
"2055","Dixon et al.","2020","3"
"2145","Dixon et al.","2020","3"
"2146","Dixon et al.","2020","3"
"2147","Dixon et al.","2020","3"
"2148","Dixon et al.","2020","3"
"1487","FAO","2022","3"
"1746","FAO","2021","3"
"1788","FAO","2021","3"
"1852","FAO","2019","3"
"93","Hen-I Lin et al.","2022","3"
"103","Hen-I Lin et al.","2022","3"
"204","Hen-I Lin et al.","2022","3"
"1314","IFAD","2011","3"
"739","Onil et al.","2021","1"
"740","Onil et al.","2021","1"
"741","Onil et al.","2021","1"
"1857","Shiferaw et al.","2014","3"
"1861","Shiferaw et al.","2014","3"
"1863","Shiferaw et al.","2014","3"
"1862","UN","2022","3"
"384","WMO","2020","3"
"386","WMO","2020","3"
"388","WMO","2020","3"
"391","WMO","2020","3"
"395","WMO","2020","3"
"410","WMO","2020","3"
"413","WMO","2020","3"
"415","WMO","2020","3"
"447","WMO","2020","3"
"2226","World Bank","2020","3"
"1849","Bjornlund et al.","2022","4"
"1850","Bjornlund et al.","2022","4"
"1851","Bjornlund et al.","2022","4"
"1906","Bjornlund et al.","2020","1"
"1981","FAO","2015","4"
"1985","FAO","2015","4"
"1986","FAO","2015","4"
"1993","FAO","2015","4"
"2009","FAO","2015","4"
"2010","FAO","2015","4"
"2047","FAO","2022","4"
"2052","FAO","2015","4"
"2057","FAO","2015","4"
"2167","UN","2022","4"
"534","World Bank","2020","4"
"724","World Bank","2021","4"
"726","World Bank","2021","4"
"780","World Bank","2021","4"
"1804","Bjornlund et al.","2022","5"
"1031","Dixon et al.","2001","5"
"1032","Dixon et al.","2001","5"
"1201","Dixon et al.","2001","5"
"1204","Dixon et al.","2001","5"
"1229","Dixon et al.","2001","5"
"1232","Dixon et al.","2001","5"
"1300","Dixon et al.","2001","5"
"1306","Dixon et al.","2001","5"
"1307","Dixon et al.","2001","5"
"1308","Dixon et al.","2001","5"
"1309","Dixon et al.","2001","5"
"1316","Dixon et al.","2001","5"
"1318","Dixon et al.","2001","5"
"1324","Dixon et al.","2001","5"
"1341","Dixon et al.","2001","5"
"1347","Dixon et al.","2001","5"
"1348","Dixon et al.","2001","5"
"1366","Dixon et al.","2001","5"
"1367","Dixon et al.","2001","5"
"1368","Dixon et al.","2001","5"
"1369","Dixon et al.","2001","5"
"1251","FAO","2015","5"
"1313","FAO","2015","5"
"1682","FAO","2022","5"
"1698","FAO","2022","5"
"1710","FAO","2022","5"
"1721","FAO","2022","5"
"1744","FAO","2022","5"
"1745","FAO","2022","5"
"1748","FAO","2022","5"
"1765","FAO","2022","5"
"1770","FAO","2022","5"
"2272","USAID","2017","5"
"2273","USAID","2017","5"
"2274","USAID","2017","5"
"2276","USAID","2017","5"
"2285","USAID","2017","5"
"2288","USAID","2017","5"
"2289","USAID","2017","5"
"2291","USAID","2017","5"
"2292","USAID","2017","5"
"2297","USAID","2017","5"
"2298","USAID","2017","5"
"2300","USAID","2017","5"
"2303","USAID","2017","5"
"2310","USAID","2017","5"
"2311","USAID","2017","5"
"2312","USAID","2017","5"
"2315","USAID","2017","5"
"2318","USAID","2017","5"
"2326","USAID","2017","5"
"2335","USAID","2017","5"
"2340","USAID","2017","5"
"2341","USAID","2017","5"
"2360","USAID","2017","5"
"2363","USAID","2017","5"
"2378","USAID","2017","5"
"1922","World Bank","2022","5"
"425","Dixon et al.","2001","6"
"426","Dixon et al.","2001","6"
"427","Dixon et al.","2001","6"
"430","Dixon et al.","2001","6"
"461","Dixon et al.","2001","6"
"467","Dixon et al.","2001","6"
"478","Dixon et al.","2001","6"
"479","Dixon et al.","2001","6"
"480","Dixon et al.","2001","6"
"481","Dixon et al.","2001","6"
"482","Dixon et al.","2001","6"
"484","Dixon et al.","2001","6"
"485","Dixon et al.","2001","6"
"488","Dixon et al.","2001","6"
"490","Dixon et al.","2001","6"
"491","Dixon et al.","2001","6"
"494","Dixon et al.","2001","6"
"495","Dixon et al.","2001","6"
"501","Dixon et al.","2001","6"
"502","Dixon et al.","2001","6"
"514","Dixon et al.","2001","6"
"516","Dixon et al.","2001","6"
"517","Dixon et al.","2001","6"
"518","Dixon et al.","2001","6"
"519","Dixon et al.","2001","6"
"521","Dixon et al.","2001","6"
"522","Dixon et al.","2001","6"
"526","Dixon et al.","2001","6"
"527","Dixon et al.","2001","6"
"531","Dixon et al.","2001","6"
"535","Dixon et al.","2001","6"
"537","Dixon et al.","2001","6"
"548","Dixon et al.","2001","6"
"549","Dixon et al.","2001","6"
"550","Dixon et al.","2001","6"
"551","Dixon et al.","2001","6"
"552","Dixon et al.","2001","6"
"1339","World Bank","2021","6"
"1340","World Bank","2021","6"
"206","Dixon et al.","2001","7"
"207","Dixon et al.","2001","7"
"1873","IPCC","2022","7"
"1971","IPCC","2022","7"
"2000","IPCC","2022","7"
"1684","World Bank","2021","9"
"1686","World Bank","2021","9"
"1694","World Bank","2021","9"
"1695","World Bank","2021","9"
"1697","World Bank","2021","9"
"1711","World Bank","2021","9"
"1716","World Bank","2021","9"
"2272","World Bank","2021","10"
"2273","World Bank","2021","10"
"2274","World Bank","2021","10"
"2276","World Bank","2021","10"
"2278","World Bank","2021","10"
"2279","World Bank","2021","10"
"2284","World Bank","2021","10"
"2285","World Bank","2021","10"
"2290","World Bank","2021","10"
"2293","World Bank","2021","10"
"2297","World Bank","2021","10"
"2298","World Bank","2021","10"
"2300","World Bank","2021","10"
"2305","World Bank","2021","10"
"2306","World Bank","2021","10"
"2310","World Bank","2021","10"
"2311","World Bank","2021","10"
"2315","World Bank","2021","10"
"2345","World Bank","2021","10"
"2346","World Bank","2021","10"
"2349","World Bank","2021","10"
"2354","World Bank","2021","10"
"2355","World Bank","2021","10"
"1250","ACF","2014","1"
"541","Alene et al.","2018","1"
"544","Alene et al.","2018","1"
"545","Alene et al.","2018","1"
"1609","AFDB","2016","1"
"1126","Ahmadalipour and Hamid","2018","1"
"1141","Ahmadalipour and Hamid","2018","1"
"1142","Ahmadalipour and Hamid","2018","1"
"1072","ATAMANOV and TANDON","2019","1"
"1601","Caldecott et al.","2013","1"
"1600","Caldecott et al.","2013","1"
"473","Castro et al.","2022","1"
"989","Broom","2019","1"
"1082","Doss at al.","2020","1"
"1083","Doss at al.","2020","1"
"1203","Eze et al.","2021","1"
"1014","Chibani","2022","1"
"1020","Chibani","2022","1"
"1616","Savoy and Norris","2022","1"
"1617","Savoy and Norris","2022","1"
"1621","Savoy and Norris","2022","1"
"1622","Savoy and Norris","2022","1"
"1925","Ekwem et al.","2021","1"
"1926","Ekwem et al.","2021","1"
"1171","Najjar and Badstue","2020","1"
"398","DBLA","2019","1"
"399","DBLA","2019","1"
"400","DBLA","2019","1"
"401","DBLA","2019","1"
"417","DBLA","2019","1"
"434","DBLA","2019","1"
"1284","Department of Science and Technology","2020","1"
"1319","Department of Science and Technology","2020","1"
"1895","Dixon et al.","2020","3"
"1900","Dixon et al.","2020","3"
"1901","Dixon et al.","2020","3"
"1913","Dixon et al.","2020","3"
"2357","Dixon et al.","2020","1"
"1608","Nyariki et al.","2019","1"
"1625","Nkiaka et al.","2019","1"
"1626","Nkiaka et al.","2019","1"
"2038","Nkonya et al.","2016","1"
"2","Eslami et al.","2019","1"
"1162","Grassi et al.","2015","1"
"1153","WEHREY and FAWAL","2022","1"
"1211","WEHREY and FAWAL","2022","1"
"1212","WEHREY and FAWAL","2022","1"
"1213","WEHREY and FAWAL","2022","1"
"1157","WEHREY and FAWAL","2022","1"
"661","FAO and CELAC","2016","1"
"1186","FAO, CIAT, ILRI, CGIAR","2020","1"
"438","FAO-CELAC","2020","1"
"441","FAO-CELAC","2020","1"
"442","FAO-CELAC","2020","1"
"1127","Fobert et al.","2021","1"
"1128","Fobert et al.","2021","1"
"2175","Funk et al.","2012","1"
"574","Gardner et al.","2016","1"
"575","Gardner et al.","2016","1"
"576","Gardner et al.","2016","1"
"602","Gardner et al.","2016","1"
"614","Gardner et al.","2016","1"
"615","Gardner et al.","2016","1"
"623","Gardner et al.","2016","1"
"1283","GGFA","2017","1"
"1334","GIZ (Deutsche Gesellschaft für Internationale Zusammenarbeit GmbH)","2019","1"
"1338","GIZ (Deutsche Gesellschaft für Internationale Zusammenarbeit GmbH)","2019","1"
"1354","GIZ (Deutsche Gesellschaft für Internationale Zusammenarbeit GmbH)","2019","1"
"1360","GIZ (Deutsche Gesellschaft für Internationale Zusammenarbeit GmbH)","2019","1"
"979","Lahn","2022","1"
"988","Lahn","2022","1"
"991","Lahn","2022","1"
"1630","GTR","2019","1"
"1089","Niki","2010","1"
"1090","Niki","2010","1"
"1099","Niki","2010","1"
"1101","Niki","2010","1"
"1194","IFPRI","2015","1"
"1703","ILRI","2022","1"
"1704","ILRI","2022","1"
"1026","Savvaidis et al.","2022","1"
"1061","IWMI","2022","1"
"1073","IWMI","2022","1"
"1077","IWMI","2022","1"
"1629","de Graaff et al.","2011","1"
"1620","Rahimi et al.","2021","1"
"1623","Rahimi et al.","2021","1"
"1450","Jha et al.","2020","1"
"1459","Jha et al.","2020","1"
"1461","Jha et al.","2020","1"
"1488","Jha et al.","2020","1"
"2040","Joan","2021","1"
"1013","Njiraini","2022","1"
"1159","Njiraini","2022","1"
"1193","Njiraini","2022","1"
"1143","Podesta","2019","1"
"164","Aryal et al.","2020","3"
"454","Kathleen","2015","1"
"455","Kathleen","2015","1"
"1853","Boote et al.","2022","1"
"1642","Acevedo-Siaca et al.","2020","1"
"1660","Acevedo-Siaca et al.","2020","1"
"1585","Murkomen et al.","2019","1"
"509","LACCW","2022","1"
"510","LACCW","2022","1"
"2117","Lamptey","2022","1"
"260","Landicho et al.","2019","1"
"241","Lin et al.","2022","1"
"1924","Kusiluka","1996","1"
"1189","Abdelali-Martini et al.","2011","1"
"1192","Abdelali-Martini et al.","2011","1"
"1224","Devkota Wasti et al.","2021","1"
"1225","Devkota Wasti et al.","2021","1"
"1011","East et al.","2015","1"
"1015","Ncube et al.","2013","1"
"1023","Winslow and Thomas","2007","1"
"1155","Winslow and Thomas","2007","1"
"1161","Winslow and Thomas","2007","1"
"1864","Otte and Chilonda","2002","1"
"1865","Otte and Chilonda","2002","1"
"437","Magrin. et al.","2018","1"
"1576","Marion","2022","1"
"2180","Mortimore and Adams","2008","1"
"1826","Nigatu et al.","2019","1"
"1827","Nigatu et al.","2019","1"
"978","Ninar and Frederic","2022","1"
"980","Ninar and Frederic","2022","1"
"981","Ninar and Frederic","2022","1"
"983","Ninar and Frederic","2022","1"
"984","Ninar and Frederic","2022","1"
"987","Ninar and Frederic","2022","1"
"995","Ninar and Frederic","2022","1"
"996","Ninar and Frederic","2022","1"
"998","Ninar and Frederic","2022","1"
"1158","Oxford Analytica","2022","1"
"1170","Oxford Analytica","2022","1"
"1184","Oxford Analytica","2022","1"
"1602","Pingali et al.","2014","1"
"1661","Simpkin et al.","2020","1"
"1825","Piers et al.","2022","1"
"1638","Afokpe et al.","2022","1"
"1639","Afokpe et al.","2022","1"
"1206","Arezki et al.","2020","1"
"1207","Arezki et al.","2020","1"
"439","Balakrishnan et al.","2021","1"
"440","Balakrishnan et al.","2021","1"
"1102","Berndtsson et al.","2016","1"
"1598","Cooper et al.","2018","1"
"1599","Cooper et al.","2018","1"
"1581","Cooper et al.","2018","1"
"1582","Cooper et al.","2018","1"
"1586","Cooper et al.","2018","1"
"1579","Eeswaran et al.","2022","1"
"1587","Eeswaran et al.","2022","1"
"667","Pachauri et al.","2013","1"
"1379","Ramesh et al.","2017","1"
"1380","Ramesh et al.","2017","1"
"999","Alaaldin","2022","1"
"1000","Alaaldin","2022","1"
"1002","Alaaldin","2022","1"
"1003","Alaaldin","2022","1"
"798","Reeves et al.","2016","1"
"849","Reeves et al.","2016","1"
"1243","Reliefweb","2020","1"
"1317","Reserve Bank of India","2018","1"
"1577","Robert et al.","2019","1"
"1618","Rockfeller Foundation","2010","1"
"1619","Rockfeller Foundation","2010","1"
"1636","Balehey et al.","2018","1"
"1294","SNC","2015","1"
"1450","Shahid et al.","2018","1"
"1459","Shahid et al.","2018","1"
"1488","Shahid et al.","2018","1"
"1503","Smith et al.","2021","1"
"629","Sulca et al.","2016","1"
"630","Sulca et al.","2016","1"
"1604","Amole et al.","2022","1"
"1220","Wossen et al.","2017","1"
"1221","Wossen et al.","2017","1"
"1124","Al-Olaimy","2020","1"
"1125","Al-Olaimy","2020","1"
"1140","Al-Olaimy","2020","1"
"1575","Tunde","2021","1"
"542","Pica-Ciamarra et al.","2007","1"
"546","Pica-Ciamarra et al.","2007","1"
"421","UN","2020","2"
"452","UN","2022","1"
"520","UN","2022","1"
"1154","UN","2020","1"
"1168","UN","2012","1"
"1172","UN","2012","1"
"1175","UN","2012","1"
"1627","UN","2022","1"
"1647","UN","2020","1"
"1999","UN","2020","1"
"1692","UNCC","2020","1"
"1693","UNCC","2020","1"
"1074","UNDP, World Bank, UN","2022","1"
"1084","UNDP, World Bank, UN","2022","1"
"132","UNEP","2020","1"
"472","UNEP","2010","2"
"474","UNEP","2010","2"
"540","UNEP","2010","2"
"694","UNEP","2019","1"
"702","UNEP","2019","1"
"2209","UNEP","2022","1"
"2210","UNEP","2022","1"
"1845","WHO","2020","1"
"1160","UNICEF","2021","1"
"1185","UNICEF","2021","1"
"663","USAID","2022","1"
"1086","USAID","2013","1"
"1241","USAID","2017","1"
"1556","USAID","2012","2"
"1565","USAID","2012","2"
"1597","USAID","2012","2"
"1606","USAID","2012","2"
"1953","USAID","2017","4"
"1954","USAID","2017","4"
"2328","USAID","2017","1"
"1588","Bjornlund et al.","2022","3"
"1590","Bjornlund et al.","2022","3"
"1991","Bjornlund et al.","2022","4"
"1992","Bjornlund et al.","2022","4"
"2006","Bjornlund et al.","2022","4"
"2087","Bjornlund et al.","2020","1"
"1370","Venus et al.","2022","1"
"1371","Venus et al.","2022","1"
"1382","Venus et al.","2022","1"
"1383","Venus et al.","2022","1"
"1387","Venus et al.","2022","1"
"1389","Venus et al.","2022","1"
"670","Vuille et al.","2018","1"
"1589","Mulinge et al.","2016","1"
"651","Yanqiang et al.","2017","1"
"652","Yanqiang et al.","2017","1"
"435","WFP","2022","1"
"436","WFP","2022","1"
"450","WFP","2022","1"
"1834","WHO","2020","1"
"1843","WHO","2020","1"
"149","Wilson","2022","1"
"1121","Winslow and Richard","2007","1"
"1131","Winslow and Richard","2007","1"
"1139","Winslow and Richard","2007","1"
"645","WMO","2020","1"
"669","WMO","2020","1"
"1966","WMO","2022","1"
"69","World Bank","2021","1"
"118","World Bank","2020","1"
"134","World Bank","2020","1"
"180","World Bank","2021","2"
"186","World Bank","2015","1"
"187","World Bank","2020","1"
"190","World Bank","2015","1"
"197","World Bank","2015","1"
"476","World Bank","2022","1"
"483","World Bank","2013","1"
"489","World Bank","2013","1"
"543","World Bank","2020","4"
"677","World Bank","2014","2"
"705","World Bank","2019","1"
"707","World Bank","2019","1"
"709","World Bank","2019","1"
"990","World Bank","2013","1"
"997","World Bank","2013","1"
"1021","World Bank","2022","1"
"1025","World Bank","2014","1"
"1029","World Bank","2021","1"
"1038","World Bank","2013","1"
"1039","World Bank","2019","2"
"1047","World Bank","2022","1"
"1049","World Bank","2022","1"
"1052","World Bank","2017","1"
"1055","World Bank","2017","1"
"1070","World Bank","2015","1"
"1076","World Bank","2013","1"
"1088","World Bank","2020","1"
"1116","World Bank","2013","1"
"1117","World Bank","2013","1"
"1118","World Bank","2013","1"
"1119","World Bank","2014","1"
"1122","World Bank","2013","1"
"1123","World Bank","2013","1"
"1129","World Bank","2013","1"
"1130","World Bank","2013","1"
"1137","World Bank","2014","1"
"1198","World Bank","2015","1"
"1246","World Bank","2021","1"
"1355","World Bank","2021","1"
"1359","World Bank","2022","3"
"1363","World Bank","2021","1"
"1364","World Bank","2021","1"
"1465","World Bank","2021","8"
"1466","World Bank","2021","8"
"1468","World Bank","2021","8"
"1472","World Bank","2021","8"
"1486","World Bank","2021","8"
"1537","World Bank","2015","2"
"1549","World Bank","2015","2"
"1550","World Bank","2015","2"
"1572","World Bank","2015","2"
"1573","World Bank","2015","2"
"1574","World Bank","2020","1"
"1610","World Bank","2022","1"
"1644","World Bank","2015","2"
"1645","World Bank","2013","1"
"1646","World Bank","2013","1"
"1648","World Bank","2015","2"
"1995","World Bank","2013","2"
"1997","World Bank","2013","2"
"2126","World Bank","2021","1"
"2141","CIAT and World Bank","2017","2"
"2149","World Bank","2015","2"
"2158","World Bank","2015","2"
"2188","World Bank","2015","2"
"2189","World Bank","2015","2"
"2215","World Bank","2015","2"
"2247","World Bank","2015","2"
"2248","World Bank","2015","2"
"2270","World Bank","2015","2"
"2302","World Bank","2021","1"
"675","WMO","2020","1"
"675","World Bank","2014","1"
"525","World Bank and USAID","2017","1"
"536","World Bank and USAID","2017","1"
"117","World Bank","2022","1"
"674","Younes-Cárdenas and Erazo-Mera","2016","1"
"1749","Zingore et al.","2015","1"
