"ID","FS name","FS macro region","Factor","Type-1","Description"
"1336","Cereal-Root Crop Mixed","SSA","Improve access to markets","Adaptation option","Improving access to markets by ensuring that there is accessible roads, electricity to the rural areas in the region."
"1337","Cereal-Root Crop Mixed","SSA","Improve access to credit","Adaptation option","Ensuring that the smallholder farmers have access to credit facilities."
"1338","Cereal-Root Crop Mixed","SSA","Farmers engaged in agri system","Exposure","In 2015 the total population of the cereal-root mixed farming system was 84.8 million, representing rapid annual growth since 2000, and estimated to grow to about 168 million by 2040."
"1339","Cereal-Root Crop Mixed","SSA","Area of land used","Exposure","The cereal-root crop mixed farming system is a potential food basket of west and central Africa, with an area of more than 200 million ha."
"1340","Cereal-Root Crop Mixed","SSA","Risk to farmers of food insecurity due to Climate Change","Risk","Approximately 50 % of the population were involved in agriculture, and therefore at a risk of food insecurity due to the nature of the sector."
"1341","Cereal-Root Crop Mixed","SSA","Risk to farmers of loss of livelihoods due to Climate Change","Risk","It is estimated that the livelihoods of 70 % of Africans are dependent on rain-fed agriculture, an activity that’s highly vulnerable to climate change."
"1342","Cereal-Root Crop Mixed","SSA","Risk to farmers of chronic poverty due to Climate Change","Risk","About half the population in this farming system lives in abject poverty. In 2015 about 55 per cent of the rural population had a per capita daily income of less than US$1.90."
"1343","Highland Mixed","SSA","Increase in average temperatures","Hazard","With climate change and increased temperature, the system would become more fragile, with reduced water yield, recurrent drought and extreme events.  Five-year period from 2020 to 2024, shows continued warming and decreasing rainfall especially over North and Southern Africa, and increased rainfall over the Sahel.Annual average temperatures in 2020 across the continent were above the 1981–2010 average in most areas. The largest temperature anomalies were recorded in the north-west of the continent, in western equatorial areas and in parts of the Greater Horn of Africa."
"1344","Highland Mixed","SSA","Increase in dry days","Hazard","With climate change and increased temperature, the system would become more fragile, with reduced water yield, recurrent number of dry days and extreme events.  Five-year period from 2020 to 2024, shows continued warming and decreasing rainfall especially over North and Southern Africa, and increased rainfall over the Sahel.Annual average temperatures in 2020 across the continent were above the 1981–2010 average in most areas. The largest temperature anomalies were recorded in the north-west of the continent, in western equatorial areas and in parts of the Greater Horn of Africa."
"1345","Highland Mixed","SSA","Increase in drought events","Hazard","With climate change and increased temperature, the system would become more fragile, with reduced water yield, recurrent drought and extreme events.  Five-year period from 2020 to 2024, shows continued warming and decreasing rainfall especially over North and Southern Africa, and increased rainfall over the Sahel.Annual average temperatures in 2020 across the continent were above the 1981–2010 average in most areas. The largest temperature anomalies were recorded in the north-west of the continent, in western equatorial areas and in parts of the Greater Horn of Africa."
"1346","Highland Mixed","SSA","Increase in average precipitation","Hazard",""
"1347","Highland Mixed","SSA","Increase in strong winds","Hazard","Strong winds in the Sub Saharan Africa Highland Mixed causes the seeds to get blown away.strong wind can damage crops and farm structures. Wind also transports insects and disease that affect crops."
"1348","Highland Mixed","SSA","Decrease in average precipitation","Hazard",""
"1349","Highland Mixed","SSA","Increase in extreme rainfall events","Hazard","Increasing extreme rainfall events due to climate change are predicted to sudden floods and storms that could destroy infrastructure downstream and wash away fertile soils, maturing crops, houses, farm investments and community assets."
"1350","Highland Mixed","SSA","Unpredictable planting period","Impact","Changing climate is causing  unpredicatble onset and offset of rains  hence changing the farm management strategies and operations in different highland regions"
"1351","Highland Mixed","SSA","Shift in growing season","Impact","Farmers are shifting towards short-maturing varieties, and some crop species which used to grow in warmer climates are now grown in the mountains. The onset and offset of rains has also become unpredictable thus changing the farm management strategies and operations."
"1352","Highland Mixed","SSA","Shorter growing seasons","Impact","The short rains have repeatedly failed; they used to produce about 30 per cent of the food and 40 per cent of the feed. Farmers are shifting towards short-maturing varieties, and some crop species which used to grow in warmer climates are now grown in the mountains."
"1353","Highland Mixed","SSA","Water scarcity","Impact","Some water reservoirs that used to satisfy irrigation needs and livestock drinking downstream are now drying up"
"1354","Highland Mixed","SSA","Increase in pests","Impact","Temperature increase of 2–3°C in these highlands could cause a higher population health risk, including a 3–5 per cent increase in malaria incidence . Other human diseases that could be aggravated by changing climate include Dengue fever, sleeping sickness and river blindness. Excess rainfall and flooding could also aggravate poor sanitation and cause more cholera, giardia and other water-borne diseases"
"1355","Highland Mixed","SSA","Increase in diseases","Impact","Temperature increase of 2–3°C in these highlands could cause a higher population health risk, including a 3–5 per cent increase in malaria incidence . Other human diseases that could be aggravated by changing climate include Dengue fever, sleeping sickness and river blindness. Excess rainfall and flooding could also aggravate poor sanitation and cause more cholera, giardia and other water-borne diseases.. Warmer temperatures in high altitude areas may also allow more insects to overwinter in these areas. Crop damage from plant diseases is likely to increase in temperate regions because many fungal and bacterial diseases have a greater potential to reach severe levels when temperatures are warmer or when precipitation increase"
"1356","Highland Mixed","SSA","Increase in crop productivity/yields","Impact","The livestock-cereal subsystem could benefit from increasing temperature due to climate change and may achieve higher crop yields and pasture productivity provided the increased precipitation accompanies the rise in temperature"
"1357","Highland Mixed","SSA","Land degradation","Impact","North African subsystem is affected by extensive land degradation. Illegal logging is a major challenge in the Angolan and Cameroon highlands, causing erosion and downstream siltation. In Cameroon, slash-and-burn agriculture is a major contributor to deforestation. The government of Ethiopia has made efforts to enhance the productive capacity of soils and thereby increase productivity on diversified farms in different agro-systems. Anthropogenic and natural calamities adversely affect the livelihoods of smallholders especially crop-livestock systems."
"1358","Highland Mixed","SSA","Flash floods","Impact","North African subsystem is affected by extensive land degradation  and the steep slopes cause intense runoff and local floods from storms"
"1359","Highland Mixed","SSA","Reduced crop productivity/failure","Impact",""
"1360","Highland Mixed","SSA","Soil erosion","Impact",""
"1361","Highland Mixed","SSA","Increase in heat stress","Impact",""
"1362","Highland Mixed","SSA","Reduced crop productivity/failure","Impact",""
"1363","Highland Mixed","SSA","Reduced produce quality","Impact",""
"1364","Highland Mixed","SSA","Change in production zone suitability","Impact","Increasing temperature due to climate change could benefit the livestock-cereal subsystem, which may achieve higher crop yields and pasture productivity provided the increased precipitation accompanies the rise in temperature. Cereal crops such as Millet and sorghum have been found to be the most promising crops, with a yield loss of 5% and 8%, respectively by 2050 , due to their greater resilience to heat-stress condition."
"1365","Highland Mixed","SSA","Reduced forage quality","Impact",""
"1366","Highland Mixed","SSA","Reduced livestock productivity","Impact",""
"1367","Highland Mixed","SSA","Increased flooding","Impact",""
"1368","Highland Mixed","SSA","Loss of income","Impact","The continent’s overall GDP is expected to decrease by 2.25% to 12.12% due to 1 °C to a 4 °C increase in global temperatures.  West, Central and East Africa exhibit a higher adverse impact than Southern and North Africa"
"1369","Highland Mixed","SSA","Conflict over resources","Impact",""
"1370","Highland Mixed","SSA","Increase in migration","Impact",""
"1371","Highland Mixed","SSA","Increase in food insecurity","Impact",""
"1372","Highland Mixed","SSA","Lack of willingness to invest in sustainable agricultural practices","Impact","Limited access to reliable markets has reduced farmers’ ability to learn about consumer preferences, innovate and adopt and improved practices."
"1373","Highland Mixed","SSA","Limited access to markets","Impact",""
"1374","Highland Mixed","SSA","Demographic pressure on land","Vulnerability","The  highland system hosts more people and more livestock per unit area than the other African rainfed farming systems due to its favourable climate for people, crop production and livestock health. The large population increase has led to a decline in forests, farm productivity and water availability, which has been leading communities to a downward spiral of poverty. This system is also under pressure from the rising demands of urban population, income shifts and resource degradation"
"1375","Highland Mixed","SSA","High illiteracy rates","Vulnerability","In Ethiopia education    of    the    household    head    increases    the    probability   of   adapting   to   climate   change.   Education   significantly  increases  the  use  of  irrigation  practice  as  climate  change  adaptation  methods."
"1376","Highland Mixed","SSA","Low levels of climate change awareness at the farmer level","Vulnerability","In Ethiopia, access  to  information  from  different  sources  had  positive influence on the probability of adaptation options to  climate   change.   Access   to   climate   information   significantly   increased   the   probability   of   using   crop   diversification,  soil  and  water  conservation  and  irrigation  practices by 9.47, 14.73 and 10.85%,"
"1377","Highland Mixed","SSA","Poor efficiency of farming","Vulnerability",""
"1378","Highland Mixed","SSA","Low awareness of climate change","Vulnerability",""
"1379","Highland Mixed","SSA","Animal/breed is highly susceptible to pests","Vulnerability",""
"1380","Highland Mixed","SSA","Animal/breed is highly susceptible to diseases","Vulnerability",""
"1381","Highland Mixed","SSA","Unsustainable land management practices","Vulnerability",""
"1382","Highland Mixed","SSA","Inconsistencies in policy implementation","Vulnerability",""
"1383","Highland Mixed","SSA","Weak land tenure and access rights for women","Vulnerability",""
"1384","Highland Mixed","SSA","Weak land tenure","Vulnerability","The land tenure policies of the governments, along with weak institutions, are often blamed for poor agricultural performance in the highland system.Land has remained as state-owned property in Ethiopia, Lesotho, Eritrea and Angola since the 1960s, and farmers have only limited rights."
"1385","Highland Mixed","SSA","Low access to markets","Vulnerability","The highland mixed farming system is characterized by undercapitalization of market infrastructure, high transaction costs and low market linkages. Improved road infrastructure would increase market participation, enable the formation of market cooperatives, increase market volume and improve negotiation capacity of communities in selling their goods and services. Although small-scale farmers in the highland mixed system are keen to intensify and diversify, they are currently constrained by limited access to input and output markets."
"1386","Highland Mixed","SSA","Barriers to trade","Vulnerability","Limited energy connectivity in the ighlands and increasing population will put additional pressure on fuelwood sources and increase the rate of deforestation and degradation of farmlands."
"1387","Highland Mixed","SSA","Large contributor to national/regional GDP","Vulnerability",""
"1388","Highland Mixed","SSA","Low access to credit","Vulnerability","Although farmers in the highlands are keen to improve their production including through use of external inputs, they rarely have access to credit, insurance and inputs.  Also,low system productivity has aggra- vated rural poverty, lack of capital has also contributed to low productivity of the high- land mixed system on multiple fronts"
"1389","Highland Mixed","SSA","High disease prevalence","Vulnerability","The mountanous landscape along with high rainfall intensity and recurrent deforestation, makes it susceptible to erosion. Estimated soil losses could exceed 100 t/ha while nutrient losses are estimated to be 80 kg of N, P2 O5, and K2 O per cultivated hectare per year"
"1390","Highland Mixed","SSA","Fragmented landscapes","Vulnerability","The current fragmented land use system, where about 50 per cent of the farms in the highland mixed system are smaller than 1.5 ha, is a disincentive for agricultural mechanization and commercial farming  in Ethiopia. Land fragmentation due to high population pressure and land tenure policies is considered a limiting factor for expansion of mechanized, commercial agriculture in the high- land mixed system."
"1391","Highland Mixed","SSA","High prevalence of land degradation","Vulnerability",""
"1392","Highland Mixed","SSA","High levels of deforestation","Vulnerability","Low energy connectivity in the highlands and increasing population will put additional pressure on fuelwood sources and increase the rate of deforestation and degradation of farmlands."
"1393","Highland Mixed","SSA","Reliance on rainfed agriculture","Vulnerability","Most of the highland sub-systems  and food cropy are grown under rainfed conditions and will be highly susceptible to future changes in soil moisture availability."
"1394","Highland Mixed","SSA","Demographic pressure on land","Vulnerability","The highland mixed farming system  is heavily constrained by land degradation, high population density, small landholdings, poor infrastructure, limited market opportunities and limited community capacity to respond to external shocks"
"1395","Highland Mixed","SSA","Small farm size","Vulnerability","The average farm size is 1.6 ha per household and about 0.3 ha per person.  In Mozambique, low agricultural productivity and growth is linked with small farm size and limited investment in infrastructure and technologies for production efficiency, among others."
"1396","Highland Mixed","SSA","Lack of road infrastructure","Vulnerability","The highland mixed farming system  is heavily constrained by land degradation, high population density, small landholdings, poor infrastructure, limited market opportunities and limited community capacity to respond to external shocks"
"1397","Highland Mixed","SSA","Inadequate agri research and development","Vulnerability",""
"1398","Highland Mixed","SSA","Lack of access to  inputs","Vulnerability",""
"1399","Highland Mixed","SSA","High poverty levels","Vulnerability",""
"1400","Highland Mixed","SSA","Lack of access to improved crop varieties","Vulnerability",""
"1401","Highland Mixed","SSA","Implement reforestation practices","Adaptation option","Forests offer opportunities for land rehabilitation, environmental services and carbon sequestration, as well as income.Electricity grids in the highlands are expanding, which should have positive effects on agricultural productivity."
"1402","Highland Mixed","SSA","Invest in road infrastructure","Adaptation option","Improved road infrastructure would increase market participation, enable the formation of market cooperatives,increase market volume and improve negotiation capacity of communities in selling their goods and services."
"1403","Highland Mixed","SSA","Invest in irrigation infrastructure","Adaptation option",""
"1404","Highland Mixed","SSA","Diversify livelihoods","Adaptation option","In Ethiopia, crop-livestock diversification is the best potential livelihood strategy for farm households. Barley, wheat and faba bean are the most dominant crops that have immense contribution for human nutrition and crop residue mainly used to feed livestock. Therefore, crop-livestock producers, agricultural practitioners, the Ethiopian government and partner organizations need to give due attention for agricultural extension service, investment for supplementary irrigation and integrated mixed crop-livestock systems."
"1405","Highland Mixed","SSA","Improve climate change awareness","Adaptation option","Greater access to information seems to help highland farmers make better decisions about transportation and logistics, price negotiation, supply and demand, diversification of their product base and access to inputs"
"1406","Highland Mixed","SSA","Diversify livestock","Adaptation option",""
"1407","Highland Mixed","SSA","Implement climate smart agriculture practices","Adaptation option",""
"1408","Highland Mixed","SSA","Plant multiple varieties","Adaptation option",""
"1409","Highland Mixed","SSA","Invest in agricultural research and development","Adaptation option",""
"1410","Highland Mixed","SSA","Adopt disease tolerant breeds","Adaptation option",""
"1411","Highland Mixed","SSA","Livestock mobility to semi-arid/sub-humid zones","Adaptation option",""
"1412","Highland Mixed","SSA","Diversify livestock e.g. include small ruminants or poultry","Adaptation option",""
"1413","Highland Mixed","SSA","Improve networking and knowledge exchange","Adaptation option",""
"1414","Highland Mixed","SSA","Establish farmer organisations","Adaptation option",""
"1415","Highland Mixed","SSA","Land tenure reform","Adaptation option","There is a need for land tenure policies to ensure equitable access to farmland and provide incentives for smallholder investment in their farms. Land rights policy varies by country, with Cameroon having absolute and exclusive private property rights, while Mozambique and Lesotho practise customary community land rights, and in Ethiopia land is public property. The various tenure regimes have differing implications for agricultural development"
"1416","Highland Mixed","SSA","Policy reform","Adaptation option","Policy support to increase access to agricultural inputs and credit would help farmers to respond to emerging markets and help to eliminate market barriers created by middlemen."
"1417","Highland Mixed","SSA","Improve access to markets","Adaptation option","The highland mixed farming system is characterized by undercapitalization of market infrastructure, high transaction costs and low market linkages. Improved road infrastructure would increase market participation, enable the formation of market cooperatives increase market volume and improve negotiation capacity of communities in selling their goods and services"
"1418","Highland Mixed","SSA","Diversify markets","Adaptation option","Increasing use of information and communications technology (ICT), particularly mobile phones, has improved farmers’ market access andnegotiation power. Such infrastructure could also boost the tourism industry to provide an alternative income to the regions."
"1419","Highland Mixed","SSA","Target niche markets","Adaptation option","Highland farmers could effectively compete in national and international markets if they are able to exploit their distinct agroecology and traditions by producing superior quality products with certified food origins that meet sanitary requirements and other policies of niche markets. White orgnic honey from Ethiopia and roses in the wheat-pulse subsystem and livestock-cereal subsystem, with increasing demand in global markets"
"1420","Highland Mixed","SSA","Establish payment for ecosystem services schemes","Adaptation option",""
"1421","Highland Mixed","SSA","Farmers engaged in agri system","Exposure","In Ethiopia,Agriculture is the mainstay of Ethiopia’s economy and the primary source of employment for its population. The agriculture sector has contributed approximately 44% to the gross domestic product (GDP) over the past 5 years1 [3] and employed more than three quarters of the economically active population  In Mozambique, roughly 72% of the farmers in the country work on farms that do not exceed 2 ha, using limited amounts of purchased inputs and practicing slash-and-burn extensively"
"1422","Highland Mixed","SSA","Area of land used","Exposure","Ethiopia’s land area totals 1.1 million square kilometers (km2 ). Agricultural area occupies around 35% of total land area"
"1423","Highland Mixed","SSA","Risk to farmers of chronic poverty due to Climate Change","Risk","In the highland mixed farming system the large population increase has led to a decline in forests, farm productivity and water availability, which has been leading communities to a downward spiral of poverty. In Ethiopia, there are high numbers of people still living in poverty and food insecurity, both chronic and acute. The population is concentrated in rural areas, and livelihoods are highly dependent on rain-fed agriculture, including both crop and livestock production."
"1424","Highland Mixed","SSA","Risk to farmers of food insecurity due to Climate Change","Risk","The highland agro-ecologies, is persistently confronted with food insecurity, feed scarcity and land degradation. During heavy rains or drought periods, farmers become vulnerable to food and feed shortfalls. The latest decadal predictions, covering the five-year period from 2020 to 2024, shows continued warming and decreasing rainfall especially over North and Southern Africa, and increased rainfall over the Sahel."
"1425","Highland Perennial","SSA","Increase in extreme rainfall events","Hazard","It is projected  that frequency and intensity of heavy rainfall events would increase due to climate change an this will impact on tea production in the highland perennial system.  In Kenya for example the wettest month  will get wetter with 308 millimeters instead of 304 millimeters, while the wettest quarter gets wetter by 20 mm in 2050"
"1426","Highland Perennial","SSA","Increase in hailstorms","Hazard","Increase in hail incidences and intensity. Hails detroy tea leaveshence causing huge production losses  estimated at 2.7 million kilograms per year in Kenya"
"1427","Highland Perennial","SSA","Increase in drought events","Hazard","With climate change, tea and coffee growing areas will experience increased tempeartures and severity of dry spells. This is likely to lead to 14%–20% loss in yields and 6%–19% plant mortality for tea. Similarly high temperatures are increasing pest attacks in coffee areas hence reducing the qaulity of produce and causing destruction on coffee trees."
"1428","Highland Perennial","SSA","Decrease in average precipitation","Hazard","Overall reduction in number of rainy days. In Kenya, climate data collected at KALRO- Tea Research Institute (TRI) for over 58 years, indicates annual rainfall decreased by 4.82 mm per year."
"1429","Highland Perennial","SSA","Increase in average temperatures","Hazard","Temperatures in highland areas have increased from 1.38 to 1.68 degrees over the 1966–2006 period. By 2050, projected increase in average temperatures of 1.2–2.2°C. In Kenya, temperatures are projected to increase by  2.3 ºC - 2.5 ºC by  2050 in tea growing areas. In case of Ethiopia mean annual temperature is projected to increase by 1.1-3.1°C by the 2060s and 1.5-5.1°C by the 2090s"
"1430","Highland Perennial","SSA","Increase in frost events","Hazard","Frost accounted for tea yield losses of up to 30% for 3 consecutive months in 2012 in Kenya. Radiation frost events occur in depressions and low lying areas where cold air can accumulate"
"1431","Highland Perennial","SSA","Increase in average precipitation","Hazard","Increase in intensity and average rainfall between April and October and hailstorm are also associted with heavy rainfall."
"1432","Highland Perennial","SSA","Increasingly erratic rainfall","Hazard",""
"1433","Highland Perennial","SSA","Increase in cold spells (no. of cold days)","Hazard","Hailstorms, very low temperatures, and frost are associated reduced yield in tea growing zones"
"1434","Highland Perennial","SSA","Leaching of soil nutrients","Impact","Extreme rainfall intensities  and hailstorms are associated  with fertilizer leaching, which increase input costs and reduce productivity"
"1435","Highland Perennial","SSA","Reduced crop productivity/failure","Impact","Hail and frost strip leaves off the shrubs, leaving very little for harvest and leading to job losses.Tea seedlings are obtained from mother bushes. If these mother bushes are damaged by hailstorms or frost, it can be difficult to find planting materials for nurseries. Frost also causes leaves to dry up on the bush. Because hailstorms are associated with heavy rains, they lead to  fertilizer leaching, which can increase input costs. Also, rising temperatures, erratic precipitation, and increasingly more extreme weather events are expected to affect the tea production in Kenya, leading to reduced crop yields."
"1436","Highland Perennial","SSA","Damage to infrastructure","Impact","Most tea estates are connected using weather roads. Extreme rainfall events damage to road and cause some areas to be inaccessible."
"1437","Highland Perennial","SSA","Delays in transportation","Impact","Road damage cause delays in leaf transportation"
"1438","Highland Perennial","SSA","Reduced produce quality","Impact","Delays in tea collection and delivery to the factories cause leaf scorch and reduced tea quality. Changes in temperature and rainfall also disruptions in coffee flowering cycles and prolonged droughts which eventually lowers the produce quantity and quality"
"1439","Highland Perennial","SSA","Increase in soil water deficit","Impact","Increase in temperature and decrease is rainfall leds to continued increase in soil water deficit (SWD) over time. On an annual basis, a large SWD, especially in January, February and March is reported leading to significant oscillations in tea production annually"
"1440","Highland Perennial","SSA","Increase in pests","Impact","Warmer temperatures, wetter climates, and increased CO2 levels are likely to increase pests and fungi in tea growing areas.   Coffee rust and berry borer are also affecting coffee production in high altitude areas in East Africa due to increasing temperatures. With climate change, emergence of weeds and pest may necessisate for use of pesticides and fungicides which might negatively affect human health and the environment in the long-term."
"1441","Highland Perennial","SSA","Change in production zone suitability","Impact","Temperature change is leading to the loss of optimal production zones for both coffeeand tea . In kenya tea production is likely to shift ffrom  1,500 and 2,100 masl to 2,000 and 2,300 masl by 2050. Suitability for coffee production will also shift across East Africa. Impacts are highly negative for Arabica coffee, with Arabica suitable areas of Mozambique, Uganda and Tanzania almost disappearing >50%, areas of Burundi and Rwanda will be reduced significantly by 20-50 % and Kenya and Ethiopia <15% reduction. For Robusta coffee,Mozambique, Uganda and Tanzania might experience substantially negative impacts, whereas Ethiopia, Kenya, Rwanda and Burundi are more likely to experience gains in Robusta-suitable areas."
"1442","Highland Perennial","SSA","Soil erosion","Impact",""
"1443","Highland Perennial","SSA","Landslide events","Impact",""
"1444","Highland Perennial","SSA","Crop stress/damage/mortality","Impact",""
"1445","Highland Perennial","SSA","Shift in growing season","Impact",""
"1446","Highland Perennial","SSA","Water scarcity","Impact",""
"1447","Highland Perennial","SSA","Emergence of new pests","Impact",""
"1448","Highland Perennial","SSA","Loss of income","Impact",""
"1449","Highland Perennial","SSA","Increase in food prices","Impact",""
"1450","Highland Perennial","SSA","Increase in migration","Impact",""
"1451","Highland Perennial","SSA","Increase in food insecurity","Impact",""
"1452","Highland Perennial","SSA","Competition for resources","Impact","Rising temperatures will create more pressure to expand tea and coffee growing in high altitude areas. This is likely to clearing of forest to tea and coffee cultivation hence increasing threats in the highlands."
"1453","Highland Perennial","SSA","Reliance on rainfed agriculture","Vulnerability","The highland perennial system is predominantly characterised by rainfed agriculture. Coffee and tea production is dependent on rainfall variability."
"1454","Highland Perennial","SSA","High illiteracy rates","Vulnerability",""
"1455","Highland Perennial","SSA","Unsustainable land management practices","Vulnerability",""
"1456","Highland Perennial","SSA","Poor water use efficiency and management","Vulnerability",""
"1457","Highland Perennial","SSA","Large contributor to national GDP","Vulnerability","The tea sector generates about 26% of the total export earnings and about 4% gross domestic product (GDP)."
"1458","Highland Perennial","SSA","Barriers to trade","Vulnerability",""
"1459","Highland Perennial","SSA","Large contributor to national/regional GDP","Vulnerability",""
"1460","Highland Perennial","SSA","Unstable commodity prices","Vulnerability","The prices for robusta coffee in Uganda are not well integrated into world markets pricea such that price transmission from international  to local markets  is not proportional.   However internal coffee prices are linked during periods of high world prices"
"1461","Highland Perennial","SSA","Fragmented landscapes","Vulnerability","However, the fragmented spatial distribution of the highlands, and the long-term investments needed to undertake research on perennial crops and systems, has in many ways limited the development of research capacity for this agroecology. For countries such as Tanzania, Ethiopia and Uganda, the humid highland areas are restricted in size compared to agriculture in the country as a whole, and they have limited research infrastructure. Rwanda and Burundi face the classic small country problem, and it is primarily Kenya that has invested in research on the highland perennial farming system. But, even in Kenya, there tends to be a focus on cereals and grain legumes."
"1462","Highland Perennial","SSA","Unsuitable crop varieties","Vulnerability",""
"1463","Highland Perennial","SSA","High levels of deforestation","Vulnerability",""
"1464","Highland Perennial","SSA","Water scarce area","Vulnerability",""
"1465","Highland Perennial","SSA","High prevalence of land degradation","Vulnerability",""
"1466","Highland Perennial","SSA","Cultivation area prone to frost","Vulnerability",""
"1467","Highland Perennial","SSA","Small farm size","Vulnerability","Due to critically small farm sizes, increasing participation in a growing rural non-farm economy and reliance on remittances from migration of some household members are expected."
"1468","Highland Perennial","SSA","Inadequate agri research and development","Vulnerability",""
"1469","Highland Perennial","SSA","Limited uptake of modern technologies","Vulnerability",""
"1470","Highland Perennial","SSA","Lack of road infrastructure","Vulnerability",""
"1471","Highland Perennial","SSA","Reliance on rainfed agriculture","Vulnerability","Kenyan agriculture is 98 percent rainfed and highly sensitive to changes in temperature and rainfall. Agriculture accounts for more than 30 percent of GDP and is the primary livelihood for 60 percent of Kenyans."
"1472","Highland Perennial","SSA","Protect/conserve riparian zones","Adaptation option",""
"1473","Highland Perennial","SSA","Implement reforestation practices","Adaptation option",""
"1474","Highland Perennial","SSA","Invest in water harvesting and storage infrastructure","Adaptation option","Improve water management, e.g. adopt water storage and harvesting."
"1475","Highland Perennial","SSA","Invest in irrigation infrastructure","Adaptation option","This also ascertains the rainfall and especially its distribution is critical for sustainable tea production. In cases where the rainfall distribution is unpredictable as is expected with climate change, other sources of moisture should be considered for instance use of irrigation. F"
"1476","Highland Perennial","SSA","Invest in road infrastructure","Adaptation option",""
"1477","Highland Perennial","SSA","Diversify livelihoods","Adaptation option","A comparison of potential diversification crops recommended shows that coffee performs similar to tea and would not be a good alternative crop. For more than 90% of the study  sites in Kenya maize and cabbage will remain constant and pea will be much more suitable on 97% of these sites. Passion fruit will be much more suitable on 51% of these sites and banana will  be more suitable on 14% of these sites for 2050."
"1478","Highland Perennial","SSA","Adopt drought tolerant varieties","Adaptation option","Genetically improved cultivars - tea cultivars with higher drought tolerance e.g. through greater rooting depths."
"1479","Highland Perennial","SSA","Plant multiple varieties","Adaptation option","Promotion of on-farm diversification of cultivars  and coffee varieties is ongoing in Kenya as research continues on genetic breeding."
"1480","Highland Perennial","SSA","Improve access to modern processing technologies","Adaptation option","Adopt improved and diversified tea processing technologies suitable for each seasonal harvest; Adopt improved drying process suited to changeable and more extreme climate conditions."
"1481","Highland Perennial","SSA","Capacity building on sustainable agricultural practices","Adaptation option","Build capacity on conservation farming techniques to minimise water and soil loss."
"1482","Highland Perennial","SSA","Undertake pruning to reduce damaged leaves","Adaptation option","Pruning /skiffing - light pruning to remove frost/drought damaged leaves."
"1483","Highland Perennial","SSA","Cold air drainage and diversion","Adaptation option","Manage frost with cold air drainage and diversion."
"1484","Highland Perennial","SSA","Implement agroforestry practices","Adaptation option","Introducing shade trees in coffee plantations is an adaptation strategy to rising temperatures. Shade trees reduce solar radiations and create a conductive microclimate for the plant and  thye also enhance soil fertility."
"1485","Highland Perennial","SSA","Implement water conservation irrigation","Adaptation option","Water conservation and water harvesting measures such efficient artificial irrigation and drainage systems are needed to address water stress impacts"
"1486","Highland Perennial","SSA","Improve climate change awareness","Adaptation option","Early warning systems based on targeted climate services can be effective for disaster risk reduction, social protection programmes, and managing risks to health and food systems)"
"1487","Highland Perennial","SSA","Implement conservation agriculture practices","Adaptation option",""
"1488","Highland Perennial","SSA","Adopt disease tolerant varieties","Adaptation option",""
"1489","Highland Perennial","SSA","Adopt pest tolerant breeds","Adaptation option",""
"1490","Highland Perennial","SSA","Implement efficient water management","Adaptation option",""
"1491","Highland Perennial","SSA","Promote literacy","Adaptation option","Market liberalization in the late 1990s, and the significant investments across the region in education and health during the 2010s, have resulted in significant gains in agricultural and labour productivity."
"1492","Highland Perennial","SSA","Improve access to climate information services","Adaptation option","Improve predictions in changes in temperature and soil moisture in the Kenyan highlands."
"1493","Highland Perennial","SSA","Improve access to agricultural extension services","Adaptation option",""
"1494","Highland Perennial","SSA","Improve interprovincial interventions","Adaptation option",""
"1495","Highland Perennial","SSA","Diversify markets","Adaptation option","Where market infrastructure is sufficiently well developed, the highland perennial farming system has raised incomes through diversification into higher value cash crops, particularly horticulture, smallholder dairy, high quality coffee and smallholder tea."
"1496","Highland Perennial","SSA","Farmers engaged in agri system","Exposure","Tea is Kenya’s principal agricultural industry, employing over 2 million people. About 60% of tea cultivation is managed under smallholder units. Tea production offers direct and/or indirect employment to over 10% of the population. The continued viability of the sector is critical to Kenya’s rural economy and the livelihood of 500 000 farm families."
"1497","Highland Perennial","SSA","Area of land used","Exposure","In Kenya, by 2012, approximately 190 717 ha were covered by tea plants, comprising approximately 124 985 ha of smallholder growers and 65 732 ha of large estates"
"1498","Highland Perennial","SSA","Risk to farmers of loss of livelihoods due to Climate Change","Risk","Average rural population density is the highest in rainfed Africa, and average farm size in many parts of the East African highlands has fallen to a critical threshold that no longer supports purely agricultural livelihoods.Agriculture is also the backbone of Africa’s economy and accounts for the majority of livelihoods across the continent. Africa is therefore an exposure and vulnerability “hot spot” for climate variability and change impacts."
"1499","Highland Perennial","SSA","Risk to farmers of food insecurity due to Climate Change","Risk","In the drought-prone sub-Saharan African countries, the number of undernourished people has increased by 45.6% since 2012"
"1500","Highland Perennial","SSA","Risk to farmers of chronic poverty due to Climate Change","Risk",""
"1501","Maize Mixed","SSA","Increase in extreme rainfall events","Hazard","Increased frequency and intensity of heavy rainfall events is reported in all regions"
"1502","Maize Mixed","SSA","Increase in drought events","Hazard","Increased frequency and intensity.  Droughts and floods have increased in frequency and intensity over the last two decades and adversely impacted food and water security."
"1503","Maize Mixed","SSA","Increasingly erratic rainfall","Hazard","Increase in extreme rainfall events is causing soil erosion and water logging in some maize growing areas"
