TempCount,"FS name","FS macro region","From","Link type","To","Description","Citation","Year","URL","ID"
3125,"Pastoral","SSA","Increase in livestock mobility","Leads to","Reduced livestock productivity","This increasing mobility of zebu breeds into the habitats of endemic ruminant livestock species leads to their extinction and assimilation hence leading to reduced productivity.","Rasu et al.","2022","https://www.mdpi.com/2073-4395/12/8/1818/pdf?version=1659256266","2191"
3126,"Pastoral","SSA","Increase in pests","Leads to","Reduced livestock productivity","Productivity of cereals, horticulture and livestock in the Sub-Saharan [Africa] region is low due to insect pests and parasitic weeds such as locusts.","Fall A. pers. comms.","2022",,"2192"
3127,"Pastoral","SSA","Increased incidence of bushfires","Leads to","Loss of income","Large wildfire outbreaks have destroyed tons of forests and farmlands leading to loss of farm produce, grasslands,  in some cases, loss of lives and property hence leading to loss of income.","Kabo-bah et al.","2020","https://www.preventionweb.net/files/65783_f204amoskabobahsendaiframeworkimple.pdf","2193"
3128,"Pastoral","SSA","Increase in heat stress","Leads to","Increase in livestock mobility","Heat stress is just one way that climate-variability threatens the continent's livestock on a massive scale leading to increased mobility.","Dixon et al.","2020",,"2194"
3129,"Pastoral","SSA","Livestock mortalities","Leads to","Loss of income","Increase in livestock mortalities caused by climate change such as drought events affects the pastoral system in multiple ways. It interrupts herd growth, reduces birth rates and affects milk production leading to loss of income.","Filho et al.","2020",,"2195"
3130,"Pastoral","SSA","Loss of income","Leads to","Increase in poverty","The decline in income has translated into a sharp increase in global poverty, especially in Sub-Saharan Africa.","Kabo-bah et al.","2020","https://www.preventionweb.net/files/65783_f204amoskabobahsendaiframeworkimple.pdf","2196"
3131,"Pastoral","SSA","Reduced forage quality","Leads to","Reduced livestock productivity","Livestock productivity is attributed to many factors, the foremost being poor quality  forage and inadequate feed resources.","Filho et al.","2020",,"2197"
3132,"Pastoral","SSA","Reduced herd size","Leads to","Loss of income","Reduced herd size due to climate change leads to loss of income.","Herrero et al.","2016",,"2198"
3133,"Pastoral","SSA","Biodiversity loss","Leads to","Reduced livestock productivity","Biodiversity is essential to ensure the production of food, fibre, fuel, fodder and  maintain other ecosystem services, therefore, its loss leads to reduction in livestock production.","Perrings and Halkos","2015","https://iopscience.iop.org/article/10.1088/1748-9326/10/9/095015","2199"
3134,"Pastoral","SSA","Increase in poverty","Leads to","Competition for resources","Competition with non-nomadic farmers for access to water is increasing among the poor in the region.There is increasing conflict between transhumant herders and crop farmers because of damage to crops, increased competition for shrinking rangeland and fodder resources.","Zougmore et al.","2016",,"2200"
3135,"Pastoral","SSA","Reduced livestock productivity","Leads to","Loss of income","Reduced livestock productivity caused by interrupted  herd growth, reduced birth rates and increases livestock mortality leads to loss of income.","Filho et al.","2020",,"2201"
3136,"Pastoral","SSA","Reduced water quality","Leads to","Reduced livestock productivity","Salinisation due to changes in the salt-water balance of ecosystems e.g. Senegal River Valley leads to poor water quality, which  is critical to pastoralists and livestock mobility patterns causing reduced productivity.","Fall A. pers. comms.","2022",,"2202"
3137,"Pastoral","SSA","Reduced forage quality","Leads to","Loss of income","The quality of hay in SSA is usually very low due to the use of native poor-quality forage, late harvesting and improper management leading to loss of income.","M Balehegn  et al.","2022","https://acsess.onlinelibrary.wiley.com/doi/pdf/10.1002/agj2.20954","2203"
3138,"Pastoral","SSA","Delays in transportation","Leads to","Loss of income","Agricultural income also fell due to declines in farm prices, the closure of weekly markets, and restricted transportation in the region.","No et al.","2009",,"2204"
3139,"Pastoral","SSA","Delays in transportation","Leads to","Reduced forage quality","Delays in transportation of forage leads to deterioration in quality.","No et al.","2009",,"2205"
3140,"Pastoral","SSA","Saline intrusion","Leads to","Reduced water quality","Salinisation due to changes in the salt-water balance of ecosystems e.g. Senegal River Valley. Senegal River is critical to pastoralists and livestock mobility patterns.","Fall A. pers. comms.","2022",,"2206"
3141,"Pastoral","SSA","Animal/breed is highly susceptible to diseases","Leads to","Increase in poverty","Animal diseases contribute to poverty in developing countries","Herrero et al.","2016","https://www.researchgate.net/profile/Mario-Herrero/publication/311449728_Climate_change_and_pastoralism_impacts_consequences_and_adaptation_-EN-_-FR-_Le_changement_climatique_et_le_pastoralisme_effets_consequences_et_adaptation_-ES-_Cambio_climatico_y_pastoreo_efectos_dire/links/5851e12a08ae95fd8e1afcb8/Climate-change-and-pastoralism-impacts-consequences-and-adaptation-EN--FR-Le-changement-climatique-et-le-pastoralisme-effets-consequences-et-adaptation-ES-Cambio-climatico-y-pastoreo-efectos-d.pdf","2207"
3142,"Pastoral","SSA","Animal/breed is highly susceptible to diseases","Leads to","Increase in poverty","Animal diseases contribute to poverty in developing countries","Zougmore et al.","2016","https://www.researchgate.net/publication/311212383_Toward_climate-smart_agriculture_in_West_Africa_A_review_of_climate_change_impacts_adaptation_strategies_and_policy_developments_for_the_livestock_fishery_and_crop_production_sectors","2207"
3143,"Pastoral","SSA","Reliance on rainfed agriculture","Leads to","Increase in migration","Livestock production in pastoral system is mainly rainfed and productivity is vulnerable to unpredictable rainfall and incresae in temperatures. This causes migration in search of pasture and water","Herrero et al.","2016","https://www.researchgate.net/profile/Mario-Herrero/publication/311449728_Climate_change_and_pastoralism_impacts_consequences_and_adaptation_-EN-_-FR-_Le_changement_climatique_et_le_pastoralisme_effets_consequences_et_adaptation_-ES-_Cambio_climatico_y_pastoreo_efectos_dire/links/5851e12a08ae95fd8e1afcb8/Climate-change-and-pastoralism-impacts-consequences-and-adaptation-EN--FR-Le-changement-climatique-et-le-pastoralisme-effets-consequences-et-adaptation-ES-Cambio-climatico-y-pastoreo-efectos-d.pdf","2208"
3144,"Pastoral","SSA","Reliance on rainfed agriculture","Leads to","Increase in migration","Livestock production in pastoral system is mainly rainfed and productivity is vulnerable to unpredictable rainfall and incresae in temperatures. This causes migration in search of pasture and water","Zougmore et al.","2016","https://www.researchgate.net/publication/311212383_Toward_climate-smart_agriculture_in_West_Africa_A_review_of_climate_change_impacts_adaptation_strategies_and_policy_developments_for_the_livestock_fishery_and_crop_production_sectors","2208"
3145,"Pastoral","SSA","Reliance on rainfed agriculture","Leads to","Increase in migration","Livestock production in pastoral system is mainly rainfed and productivity is vulnerable to unpredictable rainfall and incresae in temperatures. This causes migration in search of pasture and water","Dixon et al.","2020","https://hdl.handle.net/10568/109061","2208"
3146,"Pastoral","SSA","Unsustainable natural resource use","Leads to","Competition for resources","For instance, Africa loses an estimated USD 195 billion annually of its natural capital through illicit financial flows, illegal mining, illegal logging due to unsustainable natural resources.","UNEP","2022","https://www.unep.org/regions/africa/our-work-africa","2209"
3147,"Pastoral","SSA","Unsustainable natural resource use","Leads to","Biodiversity loss","Much of Africa is nutrient impoverished because soil nutrients are lost quicker than they are replaced. One of the main causes is unsustainable agricultural practices.","UNEP","2022","https://www.unep.org/regions/africa/our-work-africa","2210"
3148,"Pastoral","SSA","Animal/breed is highly susceptible to diseases","Leads to","Livestock mortalities","Rift Valley fever (RVF) is an acute arthropod-borne viral disease that can cause severe disease in domestic animals, such as buffalo, camels, cattle, goats leading to increased mortalities.","Magiri et al.","2021","https://link.springer.com/chapter/10.1007/978-3-030-45106-6_19","2211"
3149,"Pastoral","SSA","Reliance on rainfed agriculture","Leads to","Reduced forage quality","A failure of the rainy season is directly linked to agricultural failure reducing forage availability at household level as well as limiting rural employmen .Future climatic changes occurring in SSA may lead to the shortening of fodder growing periods, hence poor quality.","Ofori et al.","2021","https://www.frontiersin.org/articles/10.3389/fsufs.2021.680924/full","2212"
3150,"Pastoral","SSA","High illiteracy rates","Leads to","Conflict over resources","It is worrisome, therefore, that 27 % of the world’s illiterate people live in sub-Saharan Africa (UNESCO factsheet No. 45, September 2017) and that 17 countries in Africa still have literacy rates of 50 % and below. Moreover,these countries are poor, and many of them have been  or are  badly hit by civil strife.","Alphonce Shiundu","2018","https://www.dandc.eu/en/article/literacy-rates-have-risen-sub-saharan-africa-reality-probably-worse-official-numbers-suggest","2213"
3151,"Pastoral","SSA","High illiteracy rates","Leads to","Increase in poverty","At a household level climate change will limit the capacity to acquire
physical assets and meet the cost of child education and
health","Herrero et al.","2016","https://www.researchgate.net/profile/Mario-Herrero/publication/311449728_Climate_change_and_pastoralism_impacts_consequences_and_adaptation_-EN-_-FR-_Le_changement_climatique_et_le_pastoralisme_effets_consequences_et_adaptation_-ES-_Cambio_climatico_y_pastoreo_efectos_dire/links/5851e12a08ae95fd8e1afcb8/Climate-change-and-pastoralism-impacts-consequences-and-adaptation-EN--FR-Le-changement-climatique-et-le-pastoralisme-effets-consequences-et-adaptation-ES-Cambio-climatico-y-pastoreo-efectos-d.pdf","2214"
3152,"Pastoral","SSA","Weak land tenure and access rights for women","Leads to","Reduced livestock productivity","Inconsistent land tenure policy and uneven implementation of regulations may weaken traditional coping mechanisms and increase vulnerability levels among pastoralist communities, particularly in the north where land-use
pressures are increasing","World Bank","2015","https://documents1.worldbank.org/curated/en/926271468184776681/pdf/100127-BRI-P148139-PUBLIC-ADD-SERIES-Box393225B-Senegal-Policy-Note-web.pdf ","2215"
3153,"Pastoral","SSA","Weak land tenure and access rights for women","Leads to","Reduced livestock productivity","Inconsistent land tenure policy and uneven implementation of regulations may weaken traditional coping mechanisms and increase vulnerability levels among pastoralist communities, particularly in the north where land-use
pressures are increasing","Dixon et al.","2020","https://hdl.handle.net/10568/109061","2215"
3154,"Pastoral","SSA","Weak land tenure and access rights for women","Leads to","Increase in poverty","A widely-cited literature shows that women's land rights are associated, sometimes causally, with better outcomes for women and their families.Women farmers are largely excluded from modern contract-farming arrangements because they have no tenure security hence leading to increased poverty.","Akinola et al.","2018","https://www.frontiersin.org/articles/10.3389/fpsyg.2018.02234/full","2216"
3155,"Pastoral","SSA","Conflict prone area","Leads to","Increase in migration","Conflict affects many factors that may in turn induce migration, such as income loss, the breakdown of social relations and institutional failure.","Crippa et al.","2022","https://mpra.ub.uni-muenchen.de/112327/1/MPRA_paper_112327.pdf","2217"
3156,"Pastoral","SSA","Weak land tenure","Leads to","Loss of income","Women farmers are largely excluded from modern contract-farming arrangements because they have no tenure security, leading to loss of income.","Akinola et al.","2018","https://www.frontiersin.org/articles/10.3389/fpsyg.2018.02234/full","2218"
3157,"Pastoral","SSA","Inadequate climate information services","Leads to","Reduced forage quality","Without appropriate interventions, climate change and variability will affect forage production and quality, because,  the impacts of climate change have been observed in the region, with many extreme events leading to reductions in forage quality.","M Balehegn  et al.","2022","https://acsess.onlinelibrary.wiley.com/doi/pdf/10.1002/agj2.20954","2219"
3158,"Pastoral","SSA","Inadequate climate information services","Leads to","Biodiversity loss","The limited uptake and use of climate information services in development planning and practice in Africa leads to  serious environmental problems, including deforestation, soil erosion, desertification, wetland degradation.","Perrings and Halkos","2015","https://iopscience.iop.org/article/10.1088/1748-9326/10/9/095015","2220"
3159,"Pastoral","SSA","Weak land tenure","Leads to","Biodiversity loss","Uncultivated land that is not individually owned or institutionally managed  due to weak land tenure often counts as a free-for-all, leading to biodiversity loss due to conversion of grassland to cropland and deforestation.","Otsuka, Keijiro and  Place, Frank","2014","https://www.researchgate.net/publication/336695963_Changes_in_land_tenure_and_agricultural_intensification_in_sub-Saharan_Africa","2221"
3160,"Pastoral","SSA","Conflict prone area","Leads to","Competition for resources","Conflict along transhumance routes.The pastoral farming system is affected by local violence and insecurity, for example livestock theft and conflicts over grazing areas.","Dixon et al.","2020","https://hdl.handle.net/10568/109061","2222"
3161,"Pastoral","SSA","Conflict prone area","Leads to","Competition for resources","Conflict along transhumance routes.The pastoral farming system is affected by local violence and insecurity, for example livestock theft and conflicts over grazing areas.","Herrero et al.","2016","https://www.researchgate.net/profile/Mario-Herrero/publication/311449728_Climate_change_and_pastoralism_impacts_consequences_and_adaptation_-EN-_-FR-_Le_changement_climatique_et_le_pastoralisme_effets_consequences_et_adaptation_-ES-_Cambio_climatico_y_pastoreo_efectos_dire/links/5851e12a08ae95fd8e1afcb8/Climate-change-and-pastoralism-impacts-consequences-and-adaptation-EN--FR-Le-changement-climatique-et-le-pastoralisme-effets-consequences-et-adaptation-ES-Cambio-climatico-y-pastoreo-efectos-d.pdf","2222"
3162,"Pastoral","SSA","Conflict prone area","Leads to","Competition for resources","Conflict along transhumance routes.The pastoral farming system is affected by local violence and insecurity, for example livestock theft and conflicts over grazing areas.","Zougmore et al.","2016","https://www.researchgate.net/publication/311212383_Toward_climate-smart_agriculture_in_West_Africa_A_review_of_climate_change_impacts_adaptation_strategies_and_policy_developments_for_the_livestock_fishery_and_crop_production_sectors","2222"
3163,"Pastoral","SSA","Unstable commodity prices","Leads to","Loss of income","Productivity of the pastoral system is affected by seasons changes. Dry seasons are associated with low livestock prices which affects incomes","Dixon et al.","2020","https://hdl.handle.net/10568/109061","2223"
3164,"Pastoral","SSA","Unstable commodity prices","Leads to","Loss of income","Productivity of the pastoral system is affected by seasons changes. Dry seasons are associated with low livestock prices which affects incomes","OECD","2008","https://www.oecd.org/swac/publications/41848366.pdf","2223"
3165,"Pastoral","SSA","Unstable commodity prices","Leads to","Reduced livestock productivity","Increased variability will likely lead to less predictable feed supply hence reduced productivity.","CM Godde et al.,  2021",,"2224",
3166,"Pastoral","SSA","Low access to markets","Leads to","Delays in transportation","Logistics systems inefficiencies are among the highest in the region due to a lack of enabling infrastructure, which results in inflated prices.","Damilola Kuteyi  and Herwig Winkler","2022","https://www.mdpi.com/2071-1050/14/4/2399/pdf-vor","2225"
3167,"Pastoral","SSA","Large contributor to national GDP","Leads to","Increase in poverty","Economic growth is the most powerful instrument for reducing poverty and improving the quality of life in developing countries, however, Poverty is estimated to have increased to 48.4 percent in 2019 compared to 47.6 percent in 2018 when using the. US$ 1.9 per person per day (2011 PPP), attributable to the impacts of climate change.","World Bank","2020","https://databankfiles.worldbank.org/data/download/poverty/33EF03BB-9722-4AE2-ABC7-AA2972D68AFE/Global_POVEQ_SSA.pdf","2226"
3168,"Pastoral","SSA","Low access to markets","Leads to","Loss of income","SSA producers often incur increased transportation costs and shipment delays leading to loss of income.","Damilola Kuteyi  and Herwig Winkler","2022","https://www.mdpi.com/2071-1050/14/4/2399/pdf-vor","2227"
3169,"Pastoral","SSA","Land fragmentation","Leads to","Conflict over resources","The fragmentation of rangelands also inhibits movement of wildlife, especially large mammalian herbivores, leading to increased human-wildlife conflicts around protected areas in the pastoral subsystems in eastern and southern Africa","Dixon et al.","2020","https://hdl.handle.net/10568/109061","2228"
3170,"Pastoral","SSA","Water scarce area","Leads to","Reduced livestock productivity","Pastoral systems are affected by low livestock water productivity","Thornton et al.","2009","https://ideas.repec.org/a/eee/agisys/v101y2009i3p113-127.html","2229"
3171,"Pastoral","SSA","Water scarce area","Leads to","Increase in migration","Drought affects water availability and quality, pastoral livelihoods, and hydroelectric generation in sub-Saharan Africa (SSA), hence increasing migration in search of water.","S Adaawen  et al.","2019","https://www.sciencedirect.com/science/article/abs/pii/B978012814820400002X","2230"
3172,"Pastoral","SSA","Land fragmentation","Leads to","Reduced fodder availability","The increasing subdivision and privatization of land for example in southern Kenya complicates livelihoods as it may lead to fencing, which reduces livestock access to pasture, watering points and saltlicks, and curtails mobility during drought.","Dixon et al.","2020","https://hdl.handle.net/10568/109061","2231"
3173,"Pastoral","SSA","Land fragmentation","Leads to","Reduced fodder availability","The increasing subdivision and privatization of land for example in southern Kenya complicates livelihoods as it may lead to fencing, which reduces livestock access to pasture, watering points and saltlicks, and curtails mobility during drought.","Zougmore et al.","2016","https://www.researchgate.net/publication/311212383_Toward_climate-smart_agriculture_in_West_Africa_A_review_of_climate_change_impacts_adaptation_strategies_and_policy_developments_for_the_livestock_fishery_and_crop_production_sectors","2231"
3174,"Pastoral","SSA","High prevalence of land degradation","Leads to","Reduced forage quality","The growth of agricultural output in Kenya is constrained by many challenges including soil erosion, low productivity, agro-biodiversity loss hence poor quality forage.","Nkonya et al.","2016",,"2232"
3175,"Pastoral","SSA","High prevalence of land degradation","Leads to","Reduced livestock productivity","About 65% of agricultural land in SSA has been classified as""degraded"", which is acknowledged as a major underlying cause of reduced productivity.","Nkonya et al.","2016",,"2233"
3176,"Pastoral","SSA","Land fragmentation","Leads to","Decrease in livestock mobility","The increasing subdivision and privatization of land for example in southern Kenya complicates livelihoods as it may lead to fencing, which reduces livestock access to pasture, watering points and saltlicks, and curtails mobility during drought.","Dixon et al.","2020","https://hdl.handle.net/10568/109061","2234"
3177,"Pastoral","SSA","Land fragmentation","Leads to","Decrease in livestock mobility","The increasing subdivision and privatization of land for example in southern Kenya complicates livelihoods as it may lead to fencing, which reduces livestock access to pasture, watering points and saltlicks, and curtails mobility during drought.","Zougmore et al.","2016","https://www.researchgate.net/publication/311212383_Toward_climate-smart_agriculture_in_West_Africa_A_review_of_climate_change_impacts_adaptation_strategies_and_policy_developments_for_the_livestock_fishery_and_crop_production_sectors","2234"
3178,"Pastoral","SSA","Low access to agricultural extension services","Leads to","Increase in diseases","Poor coverage of extension support and Vaccination initiatives contributing to increasing and spread of diseases","Mertz et al.","2008","https://link.springer.com/article/10.1007/s00267-008-9197-0","2235"
3179,"Pastoral","SSA","Lack of road infrastructure","Leads to","Delays in transportation","Poor-quality roads and weak transport infrastructure have long been an issue for African trade, and are considered prime reasons for the delays in transportation.","No et al.","2009",,"2236"
3180,"Pastoral","SSA","Lack of road infrastructure","Leads to","Reduced forage quality","Hay and silage produced by smallholders is typically poor in quality due to use of lower quality forages, improper storage methods, and delays in transportation due to poor or lack of road infrastructure.","No et al.","2009",,"2237"
3181,"Pastoral","SSA","Demographic pressure on land","Is mitigated by","Invest in agricultural research and development","Research the support diverse livelihood options in the pastoral systems","Dixon et al.","2020","https://hdl.handle.net/10568/109061","2238"
3182,"Pastoral","SSA","High poverty levels 






","Is mitigated by","Capacity building on sustainable agricultural practices","Increasing resilience of agricultural systems to climate change is a major agenda  in the quest to end hunger and reduce poverty.","Zougmore et al.","2016","https://www.researchgate.net/publication/311212383_Toward_climate-smart_agriculture_in_West_Africa_A_review_of_climate_change_impacts_adaptation_strategies_and_policy_developments_for_the_livestock_fishery_and_crop_production_sectors","2239"
3183,"Pastoral","SSA","Inadequate climate information services","Is mitigated by","Build climate information services","Build national meteorological services and information dissemination e.g. seasonal forecasts and early warning systems.","CIAT and USAID","2016","https://climateknowledgeportal.worldbank.org/sites/default/files/2019-06/SENEGAL_CSA_Profile.pdf","2240"
3184,"Pastoral","SSA","Inadequate climate information services","Is mitigated by","Develop/improve early warning systems","Early warning systems including an operational agro-meteorological information system provides farmers with crucial information","Sissoko et al.","2010","https://link.springer.com/content/pdf/10.1007/s10113-010-0164-y.pdf","2241"
3185,"Pastoral","SSA","Inadequate climate information services","Is mitigated by","Develop/improve early warning systems","Early warning systems including an operational agro-meteorological information system provides farmers with crucial information","Herrero et al.","2016","https://www.researchgate.net/profile/Mario-Herrero/publication/311449728_Climate_change_and_pastoralism_impacts_consequences_and_adaptation_-EN-_-FR-_Le_changement_climatique_et_le_pastoralisme_effets_consequences_et_adaptation_-ES-_Cambio_climatico_y_pastoreo_efectos_dire/links/5851e12a08ae95fd8e1afcb8/Climate-change-and-pastoralism-impacts-consequences-and-adaptation-EN--FR-Le-changement-climatique-et-le-pastoralisme-effets-consequences-et-adaptation-ES-Cambio-climatico-y-pastoreo-efectos-d.pdf","2241"
3186,"Pastoral","SSA","Conflict prone area","Is mitigated by","Build capacity on advocacy","The conflict drivers, as the many points of influence in the region,  peacebuilding should be the building of capacity, to create a lasting relationship.","Maybe","2011","https://www.oecd.org/countries/congo/48859543.pdf","2242"
3187,"Pastoral","SSA","Conflict prone area","Is mitigated by","Land tenure reform","Improve land tenure and access rights of pastoralists to rangeland resources.","Dixon et al.","2020","https://hdl.handle.net/10568/109061","2243"
3188,"Pastoral","SSA","Conflict prone area","Is mitigated by","Land tenure reform","Improve land tenure and access rights of pastoralists to rangeland resources.","Zougmore et al.","2016","https://www.researchgate.net/publication/311212383_Toward_climate-smart_agriculture_in_West_Africa_A_review_of_climate_change_impacts_adaptation_strategies_and_policy_developments_for_the_livestock_fishery_and_crop_production_sectors","2243"
3189,"Pastoral","SSA","Unstable commodity prices","Is mitigated by","Diversify livelihoods","Pastoralist are embracing other livelihood sources e.g. poultry and vegetables to address instabilities in livestock produtivity and to gain additional incomes","Dixon et al.","2020","https://hdl.handle.net/10568/109061","2244"
3190,"Pastoral","SSA","Unstable commodity prices","Is mitigated by","Invest in agricultural research and development","Commodity price shocks are an important type of external shock and are often cited as a problem for economic growth in Sub-Saharan Africa, hence the need to invest in agricultural research and development.","Addison et al.","2016","https://onlinelibrary.wiley.com/doi/full/10.1111/1477-9552.12129","2245"
3191,"Pastoral","SSA","Low access to markets","Is mitigated by","Improve access to input/output markets","Reducing costs of input distribution could reduce farm-gate input prices, making inputs more accessible to poor farmers in these areas.","S Coulibaly ET AL.,  2022",,"https://openknowledge.worldbank.org/handle/10986/36884","2246"
3192,"Pastoral","SSA","Lack of access to risk insurance","Is mitigated by","Build capacity on advocacy","Risk mitigation include not only the perception of significant risk but also the increased investment opportunities in Africa.","World Bank","2015",,"2247"
3193,"Pastoral","SSA","Lack of access to risk insurance","Is mitigated by","Improve access to risk insurance schemes","Invest in climate index insurance for crop and livestock risks associated with climate change.","World Bank","2015","https://documents1.worldbank.org/curated/en/926271468184776681/pdf/100127-BRI-P148139-PUBLIC-ADD-SERIES-Box393225B-Senegal-Policy-Note-web.pdf ","2248"
3194,"Pastoral","SSA","Lack of access to risk insurance","Is mitigated by","Improve access to risk insurance schemes","Invest in climate index insurance for crop and livestock risks associated with climate change.","CIAT and USAID","2016","https://climateknowledgeportal.worldbank.org/sites/default/files/2019-06/SENEGAL_CSA_Profile.pdf","2248"
3195,"Pastoral","SSA","Low access to markets","Is mitigated by","Improve access to market information","A common view in sub-Saharan Africa is that market liberalization cut off farmers from access to markets that was previously provided by state marketing board , hence the need to improve access to market information.","Tschakert","2007",,"2249"
3196,"Pastoral","SSA","Low access to markets","Is mitigated by","Invest in road infrastructure","Low access to markets being affected by inadequate infrastructure.","Tschakert","2007","https://doi.org/10.1016/j.gloenvcha.2006.11.008","2250"
3197,"Pastoral","SSA","Low access to markets","Is mitigated by","Invest in road infrastructure","Low access to markets being affected by inadequate infrastructure.","Dixon et al.","2020","https://hdl.handle.net/10568/109061","2250"
3198,"Pastoral","SSA","Low access to markets","Is mitigated by","Invest in road infrastructure","Low access to markets being affected by inadequate infrastructure.","OECD","2008","https://www.oecd.org/swac/publications/41848366.pdf","2250"
3199,"Pastoral","SSA","Water scarce area","Is mitigated by","Invest in water harvesting and storage infrastructure","Enhance water availability during dry seasons using ground Water and rain water  harvesting technologies","Herrero et al.","2016",,"2251"
3200,"Pastoral","SSA","Water scarce area","Is mitigated by","Diversify livestock","Shift to small ruminants and camels. Herd mobility, herd diversity (different species and breeds), A diversified livestock composition allows livestock keepers to utilise available forage in different seasons, as well as produce a variety of livestock products. Drought encourages a shift from grazers (cattle and sheep) to browsers (goats and camels) which are more resistant to drought","Herrero et al.","2016","https://www.researchgate.net/profile/Mario-Herrero/publication/311449728_Climate_change_and_pastoralism_impacts_consequences_and_adaptation_-EN-_-FR-_Le_changement_climatique_et_le_pastoralisme_effets_consequences_et_adaptation_-ES-_Cambio_climatico_y_pastoreo_efectos_dire/links/5851e12a08ae95fd8e1afcb8/Climate-change-and-pastoralism-impacts-consequences-and-adaptation-EN--FR-Le-changement-climatique-et-le-pastoralisme-effets-consequences-et-adaptation-ES-Cambio-climatico-y-pastoreo-efectos-d.pdf","2252"
3201,"Pastoral","SSA","Water scarce area","Is mitigated by","Diversify livestock","Shift to small ruminants and camels. Herd mobility, herd diversity (different species and breeds), A diversified livestock composition allows livestock keepers to utilise available forage in different seasons, as well as produce a variety of livestock products. Drought encourages a shift from grazers (cattle and sheep) to browsers (goats and camels) which are more resistant to drought","Dixon et al.","2020","https://hdl.handle.net/10568/109061","2252"
3202,"Pastoral","SSA","High prevalence of land degradation","Is mitigated by","Capacity building on sustainable agricultural practices","Training pastoral communities suatainable land management practices toaddress land degradation","Flintan et al.","2022","https://hdl.handle.net/10568/119174","2253"
3203,"Pastoral","SSA","High prevalence of land degradation","Is mitigated by","Implement fodder management","Senegal has developed activities for establishing land management plans, including plans for pasture management committees.","Flintan et al.","2022","https://hdl.handle.net/10568/119174","2254"
3204,"Pastoral","SSA","High prevalence of land degradation","Is mitigated by","Implement integrated soil fertility management
","Manure management practices used to restore soil fertility in the degraded zones","CIAT and USAID","2016","https://climateknowledgeportal.worldbank.org/sites/default/files/2019-06/SENEGAL_CSA_Profile.pdf","2255"
3205,"Pastoral","SSA","High poverty levels 






","Is mitigated by","Diversify livelihoods","Thus, human population growth drives pastoral poverty, as many pastoralists have insufficient livestock to sustain a livelihood based on livestock only","Dixon et al.","2020","https://hdl.handle.net/10568/109061","2256"
3206,"Pastoral","SSA","High poverty levels 






","Is mitigated by","Promote literacy","An increase in education amongst pastoralist communities, resulting in increasing opportunities for new employment and diversification, and participation in national political processes. Education and development of alternatives for the young and pastoral dropouts is recommended as an escape from poverty","Dixon et al.","2020","https://hdl.handle.net/10568/109061","2257"
3207,"Pastoral","SSA","High poverty levels 






","Is mitigated by","Promote literacy","An increase in education amongst pastoralist communities, resulting in increasing opportunities for new employment and diversification, and participation in national political processes. Education and development of alternatives for the young and pastoral dropouts is recommended as an escape from poverty","Herrero et al.","2016","https://www.researchgate.net/profile/Mario-Herrero/publication/311449728_Climate_change_and_pastoralism_impacts_consequences_and_adaptation_-EN-_-FR-_Le_changement_climatique_et_le_pastoralisme_effets_consequences_et_adaptation_-ES-_Cambio_climatico_y_pastoreo_efectos_dire/links/5851e12a08ae95fd8e1afcb8/Climate-change-and-pastoralism-impacts-consequences-and-adaptation-EN--FR-Le-changement-climatique-et-le-pastoralisme-effets-consequences-et-adaptation-ES-Cambio-climatico-y-pastoreo-efectos-d.pdf","2257"
3208,"Pastoral","SSA","High poverty levels 






","Is mitigated by","Diversify to livestock value chains","Selling off some animals during the dry seasons and exploring export markets to mitigate poverty.","Dixon et al.","2020",,"2258"
3209,"Pastoral","SSA","High poverty levels 






","Is mitigated by","Intensify and sedentarise livestock production","Promising poverty escape pathways are intensification of the farming system through greater market orientation, secure access to natural resources and to supplemental feeds.","Dixon et al.","2020",,"2259"
3210,"Pastoral","SSA","Reliance on rainfed agriculture","Is mitigated by","Invest in agricultural research and development","Research and development will  builds climate resilience and moves farmers beyond subsistence farming towards sustainable livelihoods, development and growth.","Bjornlund et al.","2020",,"2260"
3211,"Pastoral","SSA","Reliance on rainfed agriculture","Is mitigated by","Diversify livelihoods","Sub-Saharan Africa is particularly vulnerable to climate change and  livelihoods of 70 % of Africans are dependent on rain-fed agriculture, hence the need for livelihood diversification.","Bjornlund et al.","2020",,"2261"
3212,"Pastoral","SSA","Low access to agricultural extension services","Is mitigated by","Build the capacity of agricultural extension agents","Agricultural extension programmes enable Tanzanian farmers to access agricultural information to improve their farming capacities.","Antwi-Agyei et al.","2021",,"2262"
3213,"Pastoral","SSA","Lack of road infrastructure","Is mitigated by","Invest in road infrastructure","Africa's insufficient road and rail network is delaying its development, but progress is being held back by environmental concerns.","Dixon et al.","2020",,"2263"
3214,"Pastoral","SSA","Lack of road infrastructure","Is mitigated by","Improve networking and knowledge exchange","There is need to improve networking infrastructure to link Sahelian and coastal states.","Dixon et al.","2020",,"2264"
3215,"Pastoral","SSA","Inadequate climate information services","Is mitigated by","Improve access to climate information services","The lack of access to climate services reduces their ability to manage climate risks because information about future climate variability is required.","P Antwi-Agyei et al.","2021",,"2265"
3216,"Pastoral","SSA","Low access to agricultural extension services","Is mitigated by","Improve networking and knowledge exchange","Poor access to agricultural extension services is a key barrier to effective smallholder farmers' performance in sub-Saharan Africa, hence the need for networking.","Antwi-Agyei et al.","2021",,"2266"
