Resource,Tags,ID
"(Cheserek et al., 2015);(Muoki et al., 2020);(CIAT, 2011);(Lemma and Megersa, 2021)",Temperature related,1429
"(MoALFC and World Bank 2021);(UNIDO, 2017)",Temperature related,1430
"(MoALFC and World Bank 2021);(Cheserek et al., 2015)",Rainfall related,1431
,,1432
"(MoALFC and World Bank 2021);(CIAT, 2011)",Temperature related,1433
(MoALFC and World Bank 2021),"Biophysical, Temperature related, Rainfall related",1434
"(MoALFC and World Bank 2021); (FAO, 2015) (Cheserek et al., 2015)",Temperature and rainfall related,1435
"(Kamunya S. pers. comms., 2022)","Rainfall related, infrastructure",1436
"(Kamunya S. pers. comms., 2022)","Rainfall related, infrastructure",1437
"(Kamunya S. pers. comms., 2022);(Davis et al., 2012)",Temperature related,1438
"(Cheserek et al., 2015);(Muoki et al., 2020)","Biophysical, Temperature related, Rainfall related",1439
"(Cheserek et al., 2015);(USAID, 2017);(Lemma and Megersa, 2021); (Bongase ED, 2017","Biophysical, Temperature related, Rainfall related",1440
"(Ridley 2010);(Muoki et al., 2020); (Cheserek et al., 2015); (USAID, 2017); (FAO, 2015); (Kamunya S. pers. comms., 2022);(CIAT, 2011);(Lemma and Megersa, 2021);(Davis et al., 2012)",Temperature related,1441
,,1442
,,1443
,,1444
,,1445
,,1446
,,1447
,,1448
,,1449
,,1450
,,1451
"(Dixon et al., 2020);(Lemma and Megersa, 2021)","Temperature related, socioeconomic",1452
"(Dixon et al., 2020);(Lemma and Megersa, 2021)","Rainfall related, weather and environment",1453
"(Dixon et al., 2020)",Human capacity,1453
,,1454
,,1455
,,1456
"(Muoki et al., 2020)","Finance, Markets",1457
,,1458
,,1459
"(Dixon et al., 2020); (Kaspersen and Foyn, 2010)","Finance, Markets",1460
"(Dixon et al., 2020)",Sensitivity and susceptibility to harm,1461
,,1462
,,1463
,,1464
,,1465
,,1466
"(Dixon et al., 2020)",Human capacity,1467
,,1468
,,1469
,,1470
"(Dixon et al., 2020);(Lemma and Megersa, 2021)","Rainfall related, weather and environment",1471
"(Dixon et al., 2020)",Human capacity,1471
,,1472
,,1473
"(Cheserek et al., 2015)(UNIDO, 2017);(Dennis Garrity et al., 2017);(Lemma and Megersa, 2021)","farm level, human capacity ",1474
"(Cheserek et al., 2015)(UNIDO, 2017);(Dennis Garrity et al., 2017);(Lemma and Megersa, 2021)","farm level, human capacity, infrastructure",1475
,,1476
"(CIAT, 2011);(FAO,2015)","Human capital ",1477
"(Muoki et al., 2020);(FAO,2015)","Technology, Research and development",1478
"(Muoki et al., 2020);(FAO,2015);(Lemma and Megersa, 2021)","Human capacity, technology, research and development",1479
"Kamunya S. pers. comms., 2022)","Technology, Research and development",1480
"Kamunya S. pers. comms., 2022)","Human capacity, technology",1481
"Kamunya S. pers. comms., 2022)","Human capacity, technology",1482
"Kamunya S. pers. comms., 2022)","Human capacity, technology",1483
"(Lemma and Megersa, 2021)","Farm level, agroforestry, climate-smart agriculture",1484
"(CIAT, 2011);(FAO,2015)","Farm level, conservation agriculture, climate-smart agriculture",1485
"(IPCC,2022","Human capacity, capacity building",1486
,,1487
,,1488
,,1489
,,1490
"(Dixon et al., 2020)","Market accesss, human capacity",1491
"Kamunya S. pers. comms., 2022)","Technology, Research and development",1492
,,1493
,,1494
"(Dixon et al., 2020)",Market access,1495
"(FAO, 2015)",,1496
"(FAO, 2015)",,1497
"(Dixon et al., 2020);(UNFCCC, 2020)",,1498
"(UNFCCC, 2020)",,1499
,,1500
"Verhage et al., 2018; USAID, 2016; Thierfelder C., pers. comms., 2021",Rainfall related,1501
"Verhage et al., 2018; USAID, 2016; Thierfelder C., pers. comms., 2021",Temperature related,1502
"Verhage et al., 2018; USAID, 2016; Thierfelder C., pers. comms., 2021",Rainfall related,1503
"Verhage et al., 2018; USAID, 2016; Thierfelder C., pers. comms., 2021",Rainfall related,1504
"Verhage et al., 2018; USAID, 2016; Thierfelder C., pers. comms., 2021",Temperature related,1505
"Verhage et al., 2018; USAID, 2016; Thierfelder C., pers. comms., 2021Haarhoff et al., 2020",Wind related,1506
"Verhage et al., 2018; USAID, 2016; Thierfelder C., pers. comms., 2021",Temperature related,1507
"Verhage et al., 2018; USAID, 2016; Thierfelder C., pers. comms., 2021","Biophysical, rainfall related",1508
"Verhage et al., 2018; USAID, 2016; Thierfelder C., pers. comms., 2021","Biophysical, rainfall related",1509
"Verhage et al., 2018; USAID, 2016; Thierfelder C., pers. comms., 2021; Msowoya et al., 2016; Adhikari et al., 2015; Lobell et al., 2011; IPCCC, 2022",Biophysical,1510
"Verhage et al., 2018; USAID, 2016; Thierfelder C., pers. comms., 2021","Biophysical, rainfall related",1511
"Verhage et al., 2018; USAID, 2016; Thierfelder C., pers. comms., 2021","Biophysical, rainfall related",1512
"Verhage et al., 2018; USAID, 2016; Thierfelder C., pers. comms., 2021","Biophysical, rainfall related",1513
"Verhage et al., 2018; USAID, 2016; Thierfelder C., pers. comms., 2021",season related,1514
"Verhage et al., 2018; USAID, 2016; Thierfelder C., pers. comms., 2021",Wind related,1515
"Verhage et al., 2018; USAID, 2016; Thierfelder C., pers. comms., 2021",Pests and diseases,1516
"Verhage et al., 2018; USAID, 2016; Thierfelder C., pers. comms., 2021",Pests and diseases,1517
,,1518
"Verhage et al., 2018; USAID, 2016; Thierfelder C., pers. comms., 2021",Season related,1519
"Tesfaye et al., 2015","Biophysical ",1520
"Verhage et al., 2018; USAID, 2016; Thierfelder C., pers. comms., 2021","Biophysical, human capacity, technology, season related",1521
,,1522
,,1523
,,1524
"Tesfaye et al., 2015","Finance, institutions and policy,governance",1525
"Verhage et al., 2018; USAID, 2016; Thierfelder C., pers. comms., 2021; CIAT and World Bank, 2017; Msowoya et al., 2016",Human capacity,1526
"Verhage et al., 2018; USAID, 2016; Thierfelder C., pers. comms., 2021; CIAT and World Bank, 2017;",Socioeconomic,1527
"Verhage et al., 2018; USAID, 2016; Thierfelder C., pers. comms., 2021; CIAT and World Bank, 2017;",Human capacity,1528
"Verhage et al., 2018; USAID, 2016; Thierfelder C., pers. comms., 2021","Human capacity, technology",1529
"Verhage et al., 2018; USAID, 2016; Thierfelder C., pers. comms., 2021","Human capacity, technology",1530
,,1531
,,1532
,,1533
"Verhage et al., 2018; USAID, 2016; Thierfelder C., pers. comms., 2021; UNFCCC, 2020",Institutions and policy,1534
"Verhage et al., 2018; USAID, 2016; Thierfelder C., pers. comms., 2021",Institutions and policy,1535
"Verhage et al., 2018; USAID, 2016; Thierfelder C., pers. comms., 2021","Institutions and policy Finance ",1536
"Verhage et al., 2018; USAID, 2016; Thierfelder C., pers. comms., 2021","Institutions and policy Finance ",1537
"Verhage et al., 2018; USAID, 2016; Thierfelder C., pers. comms., 2021","Institutions and policy Finance ",1538
"Verhage et al., 2018; USAID, 2016; Thierfelder C., pers. comms., 2021","Institutions and policy Finance ",1539
"Verhage et al., 2018; USAID, 2016; Thierfelder C., pers. comms., 2021","Institutions and policy Finance ",1540
"Verhage et al., 2018; USAID, 2016; Thierfelder C., pers. comms., 2021","Human technology, infrastructure",1541
"Verhage et al., 2018; USAID, 2016; Thierfelder C., pers. comms., 2021",Human capacity infrastructure,1542
"Verhage et al., 2018; USAID, 2016; Thierfelder C., pers. comms., 2021Msowoya et al., 2016",Human capacity infrastructure,1543
"Verhage et al., 2018; Thierfelder C., pers. comms., 2021; Msowoya et al., 2016; Mulungu & Ng'ombe, 2019",Infrastructure,1544
"Verhage et al., 2018; Thierfelder C., pers. comms., 2021; CIAT and World Bank, 2017;",Infrastructure,1545
"Verhage et al., 2018; Thierfelder C., pers. comms., 2021; CIAT and World Bank, 2017; Msowoya et al., 2016",Technology,1546
"Msowoya et al., 2016","Farm-level, climate smart agriculture",1546
"Thierfelder C., pers. comms., 2021",Infrastructure,1547
"Thierfelder C., pers. comms., 2021; CIAT and World Bank, 2017; Msowoya et al., 2016; Mulungu & Ng'ombe, 2019; Rurinda et al., 2015",Infrastructure,1548
"Verhage et al., 2018; Thierfelder C., pers. comms., 2021; CIAT and World Bank, 2017;","Farm-level, climate smart agriculture",1549
"Verhage et al., 2018; Thierfelder C., pers. comms., 2021; CIAT and World Bank, 2017;",Human capacity,1550
"Thierfelder C., pers. comms., 2021; CIAT and World Bank, 2017",Human capacity,1551
"CIAT and World Bank, 2017; Haarhoff et al., 2020","Institutions and policy, community level",1552
"Verhage et al., 2018; Thierfelder C., pers. comms., 2021; CIAT and World Bank, 2017; Msowoya et al., 2016",Technology,1553
"Msowoya et al., 2016","Farm-level, climate smart agriculture",1553
,,1554
,,1555
,,1556
,,1557
"Thierfelder C., pers. comms., 2021",Human capacity,1558
"Thierfelder C., pers. comms., 2021; Tesfaye et al., 2015",Human capacity,1559
"USAID, 2016","Institutions and policy, governance",1560
"Verhage et al., 2018; Thierfelder C., pers. comms., 2021","Finance, human capacity",1561
"Verhage et al., 2018; Thierfelder C., pers. comms., 2021","Finance, human capacity",1562
"Verhage et al., 2018; Thierfelder C., pers. comms., 2021; Tesfaye et al., 2015","Finance, human capacity, national-level",1563
,,1564
"Verhage et al., 2018",,1565
"Verhage et al., 2018",,1566
"Verhage et al., 2018; Dixon et al., 2020",,1567
"Tesfaye et al., 2015; UNFCCC, 2020",,1568
,,1569
"(Funk et al., 2012);(USAID, 2017);(UNHCR, 2022);(Biasutti, 2019)",Rainfall related,1570
"(UNHCR, 2022);(CIAT and USAID, 2016);(Biasutti, 2019)",Rainfall related,1571
"(Funk et al., 2012);(Zougmore et al., 2016);(Thornton et al., 2009);(Filho et al., 2020)",Temperature related,1572
"(Funk et al., 2012);(CIAT and USAID, 2016);(Biasutti, 2019);(Sissoko et al., 2010)","Rainfall related ",1573
"(Funk et al., 2012);(USAID, 2017);(UNHCR, 2022);(CIAT and USAID, 2016);(Mertz et al., 2008);(Sissoko et al., 2010); (Filho et al., 2020)",Temperature related,1574
"(UNHCR, 2022)",Temperature related,1575
"(Mertz et al., 2008)",Wind related,1576
"(UNHCR, 2022);(Thornton et al., 2009);(World Bank, 2015);(Filho et al., 2020);(Thornton et al., 2009)","Biophysical, Pest and diseases",1577
"(Filho et al., 2020); (Thornton et al., 2009)",Biophysical,1578
"(Dixon et al., 2020);(Thornton et al., 2009);(Filho et al., 2020); (Herrero et al., 2016)",Biophysical,1579
"(Filho et al., 2020); (Thornton et al., 2009);(Dixon et al., 2020)",Biophysical,1580
"(Herrero et al., 2016)",Biophysical,1581
"(Filho et al., 2020)",Biophysical,1582
"(CIAT and USAID, 2016);(Filho et al., 2020);(Thornton et al., 2009)",Biophysical,1583
"(World Bank, 2015)",Biophysical,1584
"(UNHCR, 2022);(Thornton et al., 2009);(World Bank, 2015);(Filho et al., 2020);(Thornton et al., 2009)","Biophysical, Pest and diseases",1585
"(Fall A. pers. comms., 2022)",Biophysical,1586
"(Dixon et al., 2020);(Filho et al., 2020)",Temperature related,1587
,Biophysical,1588
,,1589
,,1590
"(Dixon et al., 2020)",Socio economic,1591
"(Turner et al. 2011);(Zougmore et al., 2016);(CIAT and USAID, 2016);(Filho et al., 2020)",Socio economic,1592
"(Turner et al. 2011);(Zougmore et al., 2016);(Filho et al., 2020)",Socio economic,1593
,,1594
,,1595
,,1596
,,1597
"(Mortimore & Adams, 2008);(Thornton et al., 2009);(Zougmore et al., 2016);",Socio economic,1598
"(Zougmore et al., 2016)","Governance,human capacity",1599
,,1600
,,1601
"(World Bank, 2015);(Dixon et al., 2020)",Capacity building,1602
"(World Bank, 2015);(Dixon et al., 2020)",Institutions and policy,1603
,,1604
"(Dixon et al., 2020)",Finance,1605
"(Zougmore et al., 2016)",Finance,1606
"(CIAT and USAID, 2016)",Biophysical,1607
"(Zougmore et al., 2016)",Biophysical,1608
"(Dixon et al., 2020);(Zougmore et al., 2016)",Institutions and policy,1609
"(UNHCR, 2022);(OECD, 2008);(Dixon et al., 2020);(Thornton et al., 2009)",Human capacity,1610
"(Tschakert, 2007);(Dixon et al., 2020)",Infrastructure,1611
"(Thornton et al., 2009);(Dixon et al., 2020)",Human capacity,1612
"(Dixon et al., 2020);(Herrero et al., 2016);(Zougmore et al., 2016)","Human capacity, governance",1613
"(Zougmore et al., 2016)","Governance,human capacity",1614
,,1615
,,1616
,,1617
"(Zougmore et al., 2016);(Dixon et al., 2020)",Biophysical,1618
"(Dixon et al., 2020)","Agroforestry, conservation agriculture",1619
"(Herrero et al., 2016",Conservation agriculture,1620
"(Dixon et al., 2020)",Infrastructure,1621
"(Dixon et al., 2020);(Zougmore et al., 2016);(CIAT and USAID, 2016);(Sissoko et al., 2010);(Herrero et al., 2016)",Human capacity,1622
"(Dixon et al., 2020);(Herrero et al., 2016)",Human capacity,1623
"(Dixon et al., 2020);(Zougmore et al., 2016);(CIAT and USAID, 2016);(OECD, 2008);(Herrero et al., 2016)",Human capacity,1624
"(Herrero et al., 2016);(Dixon et al., 2020)",Human capacity,1625
"(Flintan et al., 2022",Governance,1626
"(Dixon et al., 2020);(Zougmore et al., 2016)","Governance, institutions and policy",1627
"(Sissoko et al., 2010);(OECD, 2008)",Human capacity,1628
,,1629
,,1630
"(Dixon et al., 2020);(CIAT and USAID, 2016);(OECD, 2008);(Herrero et al., 2016)",Human capacity,1631
"(Dixon et al., 2020);(CIAT and USAID, 2016);(OECD, 2008);(Herrero et al., 2016)","Community-level, network dependent",1632
"(Dixon et al., 2020)",Human capacity,1633
"(Dixon et al., 2020)",Research and development,1634
"(World Bank, 2015);(CIAT and USAID, 2016)","Capacity building, finance",1635
"(Dixon et al., 2020);(Zougmore et al., 2016)",Institutions and policy,1636
"(World Bank, 2015);(CIAT and USAID, 2016);(OECD, 2008)",Capacity building,1637
,,1638
,,1639
"(Sissoko et al., 2010);(Herrero et al., 2016)","Capacity building, community level, research and development",1640
"(OECD, 2008);(Herrero et al., 2016)",Finance,1641
"(Dixon et al., 2020);(OECD, 2008);(Herrero et al., 2016)",Finance and network level,1642
"(World Bank, 2015);(CIAT and USAID, 2016)",Finance,1643
"(Dixon et al., 2020)",,1644
"(Dixon et al., 2020)",,1645
"(Dixon et al., 2020)",,1646
"(Dixon et al., 2020);(Herrero et al., 2016)",,1647
"(UNHCR, 2022);(OECD, 2008);(Dixon et al., 2020);(Thornton et al., 2009)",,1648
"(Owusu et al., 2020); (Sagoe, 2006); (USAID, 2017); (World Bank, 2021)",Rainfall related,1649
"(Owusu et al., 2020); (Sagoe, 2006); (USAID, 2017); (World Bank, 2021); (Chemura et al., 2020)",Rainfall related,1650
"(Owusu et al., 2020); (Sagoe, 2006); (USAID, 2017); (Chemura et al., 2020)",Rainfall related,1651
"(Owusu et al., 2020); (Sagoe, 2006); (USAID, 2017); (Dixon et al., 2020)",Rainfall related,1652
"(Owusu et al., 2020); (Sagoe, 2006); (USAID, 2017)",Temperature related,1653
"(Owusu et al., 2020); (Sagoe, 2006); (USAID, 2017); (World Bank, 2021); (Chemura et al., 2020)",Temperature related,1654
"(Owusu et al., 2020); (Sagoe, 2006); (USAID, 2017); (World Bank, 2021)",Maritime related,1655
"(Chemura et al., 2020)",Season related,1656
"(Owusu et al., 2020); (Sagoe, 2006); (USAID, 2017); (Dixon et al., 2020)",Biophysical,1657
"(Sagoe, 2006); (USAID, 2017); (World Bank, 2021)",Biophysical,1658
"(World Bank, 2021)",Biophysical,1659
"(World Bank, 2021)",Biophysical,1660
"(World Bank, 2021)",Biophysical,1661
"(World Bank, 2021); (Sagoe, 2006); (USAID, 2017)",Biophysical,1662
"(Owusu et al., 2020); (Sagoe, 2006); (USAID, 2017); (World Bank, 2021)",Biophysical,1662
"(Dixon et at., 2020|)",Biophysical,1663
"(Owusu et al., 2020); (Sagoe, 2006); (USAID, 2017)",Biophysical,1664
"(Botchway et al., 2018); (World Bank, 2021); (USAID, 2017); (Dixon et al., 2020)",Biophysical,1665
"(World Bank, 2021); (Sagoe, 2006); (USAID, 2017)",Biophysical,1666
"(Owusu et al., 2020); (Sagoe, 2006); (USAID, 2017); (World Bank, 2021)",Biophysical,1666
"(Owusu et al., 2020); (Sagoe, 2006); (USAID, 2017); (World Bank, 2021)",Biophysical,1667
"(Oteng-Darko P., pers. comms., 2022)",Biophysical,1668
"(World Bank, 2021)",Biophysical,1669
"(USAID, 2017)",Biophysical,1670
,,1671
,,1672
,,1673
,,1674
"(USAID, 2017); (World Bank, 2021)",Biophysical,1675
"(Owusu et al., 2020)",Socioeconomic,1676
,,1677
"(Sagoe, 2006); (USAID, 2017);  (Dixon et al., 2020);(Dixon et al., 2020)",Human capacity,1678
"(Sagoe, 2006); (USAID, 2017); (Owusu et al., 2020); (Osei-Adu et al., 2016); (Sagoe, 2006); (Acheampong et al, 2021)",Human capacity,1679
"(Dixon et al., 2020)",Human capacity,1679
"(Sagoe, 2006); (USAID, 2017); (Chemura et al., 2020);(Dixon et al., 2020)",Human capacity,1680
"(USAID, 2017); (Dixon et al., 2020);(Dixon et al., 2020)","Human capacity,gender",1681
"(Sagoe, 2006); (USAID, 2017);(Dixon et al., 2020)","Human capacity, technology",1682
"(Sagoe, 2006); (USAID, 2017); (Acheampong et al., 2021)",Pests and diseases,1683
"(Sagoe, 2006); (USAID, 2017)",Pests and diseases,1684
"(World Bank, 2021); (Dixon et al., 2020);(Dixon et al., 2020)","Policy and institutions, governance",1685
,,1686
"(Sagoe, 2006); (GEPA, 2017); (Osei-Adu et al., 2016); (Acheampong et al., 2021)",Finance,1687
"(Sagoe, 2006); (USAID, 2017)",Finance,1688
"(Sagoe, 2006); (USAID, 2017)",Finance,1689
"(Sagoe, 2006); (USAID, 2017); (Dixon et al., 2020);(Dixon et al., 2020)",Biophysical,1690
"(Sagoe, 2006); (USAID, 2017); (World Bank, 2021); (Dixon et al., 2020)",Biophysical,1691
"(Sagoe, 2006); (USAID, 2017); (Acheampong et al., 2021);(Dixon et al., 2020)",Biophysical,1692
,,1693
"(Sagoe, 2006); (USAID, 2017)",Technology,1694
"(Osei-Adu et al., 2016)",Human capacity,1695
"(Sagoe, 2006); (USAID, 2017); (Dixon et al., 2020);(Ferraro et al., 2015)","Human capacity, technology, infrastructure",1696
"(Sagoe, 2006); (USAID, 2017); (Owusu et al., 2020); (Osei-Adu et al., 2016); (Sagoe, 2006); (Acheampong et al, 2021)",Human capacity,1697
"(Dixon et al., 2020)",Human capacity,1697
"(Dixon et al., 2020)",Infrastructure,1698
"(Owusu et al., 2020); (Sagoe, 2006)","Technology, infrastructure",1699
"(Chemura et al., 2020); (Owusu et al., 2020)","Technology, infrastructure",1700
"(Owusu et al., 2020); (Sagoe, 2006)",Human capacity,1701
"(Owusu et al., 2020); (Sagoe, 2006)","Human capacity, gender",1702
"(Owusu et al., 2020); (Sagoe, 2006); (World Bank, 2021);(Dixon et al., 2020)","Technology, human capacity",1703
"(Dixon et al,. 2022)","Technology, human capacity",1704
"(Owusu et al., 2020); (Sagoe, 2006); (Dixon et al., 2020)","Conservation agriculture, climate-smart agriculture",1705
"(Dixon et al., 2020)",Capacity building,1706
"(Owusu et al., 2020); (Sagoe, 2006)","Capacity building, technology",1707
"(Owusu et al., 2020); (World Bank, 2021); (Dixon et al., 2020)",Climate-smart agriculture,1708
"(Owusu et al., 2020); (Sagoe, 2006)",Capacity building,1709
"(Owusu et al., 2020); (Sagoe, 2006)",Research and development,1710
"(Owusu et al., 2020)","Conservation agriculture, climate-smart agriculture",1711
"(Dixon et al., 2020); (Chemura et al., 2020)","Conservation agriculture, climate-smart agriculture",1712
"(Owusu et al., 2020); (World Bank, 2021); (Acheampong et al., 2021)",Pests and diseases,1713
"(Owusu et al., 2020); (World Bank, 2021)",Pests and diseases,1714
"(Dixon et al., 2020)",Capacity building,1715
"(Acheampong et al., 2021);",Technology,1716
,,1717
"(Chemura et al., 2020);(Dixon et al., 2020)","Policy and institutions, farm-level",1718
"(Dixon et al., 2020)",Network dependent,1719
,,1720
"(Owusu et al., 2020); (Sagoe, 2006)",Policy and institution,1721
"(Dixon et al., 2020)",Policy and institution,1722
"(Osei-Adu et al., 2016)",Policy and institution,1722
"(Owusu et al., 2020); (Sagoe, 2006); (Dixon et al., 2020)",Policy and institution,1722
"(Dixon et al., 2020)",Policy and institution,1723
"(Osei-Adu et al., 2016)",Policy and institution,1723
"(Owusu et al., 2020); (Sagoe, 2006); (Dixon et al., 2020)",Policy and institution,1723
"(Owusu et al., 2020); (World Bank, 2021)",Research and development,1724
"(Dixon et al., 2020); (Sagoe, 2006)",Capacity building,1725
"(Dixon et al., 2020)",Policy and institution,1726
"(Osei-Adu et al., 2016)",Policy and institution,1726
"(Owusu et al., 2020); (Sagoe, 2006); (Dixon et al., 2020)",Policy and institution,1726
,,1727
"(Dixon et al., 2020)",Policy and institution,1728
"(Osei-Adu et al., 2016)","Community level,policy-level",1729
"(Owusu et al., 2020); (Sagoe, 2006)",Finance,1730
"(Dixon et al., 2020)",Finance,1731
"(Dixon et al., 2020)",Finance,1732
"(Chemura et al., 2020)",Finance,1733
"(Sagoe, 2006); (World Bank, 2021)",,1734
"(GEPA, 2017); (Osei-Adu et al., 2016);(Dixon et al., 2020)",,1735
"(Sagoe, 2006);(Dixon et al., 2020)",,1736
"(Sagoe, 2006); (USAID, 2017); (Owusu et al., 2020); (Osei-Adu et al., 2016); (Sagoe, 2006); (Acheampong et al, 2021);(Dixon et al., 2020)",,1737
"(Sagoe, 2006); (Owusu et al., 2020)",,1738
