"FS name",FS macro region,"From","Link type","To","Description"
"Pastoral",SSA,"Increase in strong winds","Leads to","Increased incidence of bushfires"," Wildfires are made worse by climate change through increased drought, high air temperatures, low relative humidity, lightning, and strong winds. According to experts, number of wildfires to rise by 50% by 2100 and governments are not prepared."
"Pastoral",SSA,"Decrease in average precipitation","Leads to","Water scarcity","Studies predict that by the year 2050 the rainfall in Sub-Saharan Africa could drop by 10%, which will cause a major water shortage leading to water scarcity."
"Pastoral",SSA,"Decrease in average precipitation","Leads to","Reduced forage quality","Projected changes in temperature and precipitation will also lead to a reduction in the quantity and quality of biomass in pasturelands."
"Pastoral",SSA,"Increase in strong winds","Leads to","Biodiversity loss","Strong winds increase spread of bush fires and loss of useful wild plant species"
"Pastoral",SSA,"Increase in drought events","Leads to","Competition for resources","Competition with non-nomadic farmers for access to pasture and water."
"Pastoral",SSA,"Increase in drought events","Leads to","Conflict over resources","Competition with non-nomadic farmers for access to water.There is increasing conflict between transhumant herders and crop farmers because of damage to crops, increased competition for shrinking rangeland and fodder resources, and increased livestock production by resident populations . The pastoral farming system is further affected by local violence and insecurity, for example livestock theft and conflicts over grazing areas. "
"Pastoral",SSA,"Increase in drought events","Leads to","Increase in livestock mobility","Drought increase livestock  mobility for better pastures and water"
"Pastoral",SSA,"Increase in extreme rainfall events","leads to","Loss of income","Extreme rainfall causes flooding and destruction of properties leading to loss of income."
"Pastoral",SSA,"Increase in average precipitation","Leads to","Increase in livestock mobility","Increase in average precipitation, Rising sea levels, and rainfall anomalies are increasing in  Sub-Saharan Africa causing floods that leads to increased livestock mobility to safer places."
"Pastoral",SSA,"Increase in extreme heat (no. of hot days)","Leads to","Loss of income","Etreme heat causes increased livestock deaths which causes loss of income in the region. In sub-Saharan Africa, climate change could further lower gross domestic product (GDP) by up to 3% by 2050. "
"Pastoral",SSA,"Decrease in average precipitation","Leads to","Increase in livestock mobility","Decrease in average precipitation causes water shortage that leads to increase livestock mobility in search of water and greener pastures."
"Pastoral",SSA,"Increase in drought events","Leads to","Loss of income","Increase in Drought events affects the pastoral system in multiple ways. It interrupts herd growth, reduces birth rates and increases livestock mortality. It affects milk production because of lower production per lactating cow, and fewer lactating cows due to mortality and failure to conceive leading to loss of income."
"Pastoral",SSA,"Increase in average temperatures","Leads to","Increase in migration","Extremely high temperatures causes water scarcity that forces pastoralists to migrate in search of water and pastures for their livestock."
"Pastoral",SSA,"Increase in drought events","Leads to","Change of livelihoods","Repeated drought occurrences in Sahel has led to adoption of agro-pastoralism among the pastoralists who were once solely depending on livestock for their livelihood. Similarly, crop farmers have diversified in the past two decades into rearing livestock due to repeated crop failure associated with droughts."
"Pastoral",SSA,"Increase in diseases","Leads to","Reduced livestock productivity","Amplified effects of parasites due to lowered immunity associated with poor nutrition.Chronic disease and disease outbreaks affect pastoral animal productivity, leading to animal loss and poverty."
"Pastoral",SSA,"Increase in diseases","Leads to","Livestock mortalities","Extreme drought events and prevalence of diseases cause animal deaths in the pastoral system"
"Pastoral",SSA,"Water scarcity","Leads to","Reduced livestock productivity","Competition with non-nomadic farmers for access to water.There is increasing conflict between transhumant herders and crop farmers because of damage to crops, increased competition for shrinking rangeland and fodder resources, and increased livestock production by resident populations "
"Pastoral",SSA,"Water scarcity","Leads to","Increase in livestock mobility","Competition with non-nomadic farmers for access to water.There is increasing conflict between transhumant herders and crop farmers because of damage to crops, increased competition for shrinking rangeland and fodder resources, and increased livestock production by resident populations "
"Pastoral",SSA,"Increase in livestock mobility","Leads to","Conflict over resources","There is increasing conflict between transhumant herders and crop farmers because of damage to crops, increased competition for shrinking rangeland and fodder resources, and increased livestock production by resident populations "
"Pastoral",SSA,"Reduced fodder availability","Leads to","Reduced livestock productivity","Competition with non-nomadic farmers for access to water.There is increasing conflict between transhumant herders and crop farmers because of damage to crops, increased competition for shrinking rangeland and fodder resources, and increased livestock production by resident populations "
"Pastoral",SSA,"Reduced fodder availability","Leads to","Competition for resources","Competition with non-nomadic farmers for access to water.There is increasing conflict between transhumant herders and crop farmers because of damage to crops, increased competition for shrinking rangeland and fodder resources, and increased livestock production by resident populations "
"Pastoral",SSA,"Increase in pests ","Leads to","Reduced fodder availability"," Pest outbreaks e.g. locusts destroying vegetation in the rangelands"
"Pastoral",SSA,"Increased incidence of bushfires","Leads to","Reduced fodder availability","Bush fires are among the most signficant livestock production risks in west Africa"
"Pastoral",SSA,"Increase in heat stress","Leads to","Livestock mortalities","Increasing temperatures affecting adaptability of livestock and likely to cause livestock mortalities"
"Pastoral",SSA,"Increase in livestock mobility","Leads to","Reduced livestock productivity","This increasing mobility of zebu breeds into the habitats of endemic ruminant livestock species leads to their extinction and assimilation hence leading to reduced productivity."
"Pastoral",SSA,"Increase in pests ","Leads to","Reduced livestock productivity","Productivity of cereals, horticulture and livestock in the Sub-Saharan [Africa] region is low due to insect pests and parasitic weeds such as locusts."
"Pastoral",SSA,"Increased incidence of bushfires","Leads to","Loss of income","Large wildfire outbreaks have destroyed tons of forests and farmlands leading to loss of farm produce, grasslands,  in some cases, loss of lives and property hence leading to loss of income."
"Pastoral",SSA,"Increase in heat stress","Leads to","Increase in livestock mobility"," Heat stress is just one way that climate-variability threatens the continent's livestock on a massive scale leading to increased mobility."
"Pastoral",SSA,"Livestock mortalities","Leads to","Loss of income","Increase in livestock mortalities caused by climate change such as drought events affects the pastoral system in multiple ways. It interrupts herd growth, reduces birth rates and affects milk production leading to loss of income."
"Pastoral",SSA,"Loss of income","Leads to","Increase in poverty","The decline in income has translated into a sharp increase in global poverty, especially in Sub-Saharan Africa."
"Pastoral",SSA,"Reduced forage quality","Leads to","Reduced livestock productivity","Livestock productivity is attributed to many factors, the foremost being poor quality  forage and inadequate feed resources."
"Pastoral",SSA,"Reduced herd size","Leads to","Loss of income","Reduced herd size due to climate change leads to loss of income."
"Pastoral",SSA,"Biodiversity loss","Leads to","Reduced livestock productivity","Biodiversity is essential to ensure the production of food, fibre, fuel, fodder and  maintain other ecosystem services, therefore, its loss leads to reduction in livestock production."
"Pastoral",SSA,"Increase in poverty","Leads to","Competition for resources","Competition with non-nomadic farmers for access to water is increasing among the poor in the region.There is increasing conflict between transhumant herders and crop farmers because of damage to crops, increased competition for shrinking rangeland and fodder resources."
"Pastoral",SSA,"Reduced livestock productivity","Leads to","Loss of income","Reduced livestock productivity caused by interrupted  herd growth, reduced birth rates and increases livestock mortality leads to loss of income."
"Pastoral",SSA,"Reduced water quality","Leads to","Reduced livestock productivity","Salinisation due to changes in the salt-water balance of ecosystems e.g. Senegal River Valley leads to poor water quality, which  is critical to pastoralists and livestock mobility patterns causing reduced productivity. "
"Pastoral",SSA,"Reduced forage quality","Leads to","Loss of income"," The quality of hay in SSA is usually very low due to the use of native poor-quality forage, late harvesting and improper management leading to loss of income."
"Pastoral",SSA,"Delays in transportation","Leads to","Loss of income","Agricultural income also fell due to declines in farm prices, the closure of weekly markets, and restricted transportation in the region."
"Pastoral",SSA,"Delays in transportation","Leads to","Reduced forage quality","Delays in transportation of forage leads to deterioration in quality."
"Pastoral",SSA,"Saline intrusion","Leads to","Reduced water quality","Salinisation due to changes in the salt-water balance of ecosystems e.g. Senegal River Valley. Senegal River is critical to pastoralists and livestock mobility patterns. "
"Pastoral",SSA,"Animal/breed is highly susceptible to diseases ","Leads to","Increase in poverty","Animal diseases contribute to poverty in developing countries "
"Pastoral",SSA,"Reliance on rainfed agriculture","Leads to","Increase in migration"," Livestock production in pastoral system is mainly rainfed and productivity is vulnerable to unpredictable rainfall and incresae in temperatures. This causes migration in search of pasture and water"
"Pastoral",SSA,"Unsustainable natural resource use","Leads to","Competition for resources","For instance, Africa loses an estimated USD 195 billion annually of its natural capital through illicit financial flows, illegal mining, illegal logging due to unsustainable natural resources."
"Pastoral",SSA,"Unsustainable natural resource use","Leads to","Biodiversity loss","Much of Africa is nutrient impoverished because soil nutrients are lost quicker than they are replaced. One of the main causes is unsustainable agricultural practices."
"Pastoral",SSA,"Animal/breed is highly susceptible to diseases ","Leads to","Livestock mortalities","Rift Valley fever (RVF) is an acute arthropod-borne viral disease that can cause severe disease in domestic animals, such as buffalo, camels, cattle, goats leading to increased mortalities."
"Pastoral",SSA,"Reliance on rainfed agriculture","Leads to","Reduced forage quality","A failure of the rainy season is directly linked to agricultural failure reducing forage availability at household level as well as limiting rural employmen .Future climatic changes occurring in SSA may lead to the shortening of fodder growing periods, hence poor quality."
"Pastoral",SSA,"High illiteracy rates ","Leads to","Conflict over resources","It is worrisome, therefore, that 27 % of the world’s illiterate people live in sub-Saharan Africa (UNESCO factsheet No. 45, September 2017) and that 17 countries in Africa still have literacy rates of 50 % and below. Moreover,these countries are poor, and many of them have been  or are  badly hit by civil strife. "
"Pastoral",SSA,"High illiteracy rates ","Leads to","Increase in poverty","At a household level climate change will limit the capacity to acquire
physical assets and meet the cost of child education and
health"
"Pastoral",SSA,"Weak land tenure and access rights for women","Leads to","Reduced livestock productivity","Inconsistent land tenure policy and uneven implementation of regulations may weaken traditional coping mechanisms and increase vulnerability levels among pastoralist communities, particularly in the north where land-use
pressures are increasing"
"Pastoral",SSA,"Weak land tenure and access rights for women","Leads to","Increase in poverty"," A widely-cited literature shows that women's land rights are associated, sometimes causally, with better outcomes for women and their families.Women farmers are largely excluded from modern contract-farming arrangements because they have no tenure security hence leading to increased poverty."
"Pastoral",SSA,"Conflict prone area","Leads to","Increase in migration","Conflict affects many factors that may in turn induce migration, such as income loss, the breakdown of social relations and institutional failure."
"Pastoral",SSA,"Weak land tenure ","Leads to","Loss of income","Women farmers are largely excluded from modern contract-farming arrangements because they have no tenure security, leading to loss of income."
"Pastoral",SSA,"Inadequate climate information services","Leads to","Reduced forage quality","Without appropriate interventions, climate change and variability will affect forage production and quality, because,  the impacts of climate change have been observed in the region, with many extreme events leading to reductions in forage quality."
"Pastoral",SSA,"Inadequate climate information services","Leads to","Biodiversity loss","The limited uptake and use of climate information services in development planning and practice in Africa leads to  serious environmental problems, including deforestation, soil erosion, desertification, wetland degradation. "
"Pastoral",SSA,"Weak land tenure ","Leads to","Biodiversity loss"," Uncultivated land that is not individually owned or institutionally managed  due to weak land tenure often counts as a free-for-all, leading to biodiversity loss due to conversion of grassland to cropland and deforestation."
"Pastoral",SSA,"Conflict prone area","Leads to","Competition for resources","Conflict along transhumance routes.The pastoral farming system is affected by local violence and insecurity, for example livestock theft and conflicts over grazing areas. "
"Pastoral",SSA,"Unstable commodity prices","Leads to","Loss of income","Productivity of the pastoral system is affected by seasons changes. Dry seasons are associated with low livestock prices which affects incomes "
"Pastoral",SSA,"Unstable commodity prices","Leads to","Reduced livestock productivity","Increased variability will likely lead to less predictable feed supply hence reduced productivity."
"Pastoral",SSA,"Low access to markets","Leads to","Delays in transportation","Logistics systems inefficiencies are among the highest in the region due to a lack of enabling infrastructure, which results in inflated prices."
"Pastoral",SSA,"Large contributor to national GDP","Leads to","Increase in poverty","Economic growth is the most powerful instrument for reducing poverty and improving the quality of life in developing countries, however, Poverty is estimated to have increased to 48.4 percent in 2019 compared to 47.6 percent in 2018 when using the. US$ 1.9 per person per day (2011 PPP), attributable to the impacts of climate change."
"Pastoral",SSA,"Low access to markets","Leads to","Loss of income","SSA producers often incur increased transportation costs and shipment delays leading to loss of income."
"Pastoral",SSA,"Land fragmentation","Leads to","Conflict over resources","The fragmentation of rangelands also inhibits movement of wildlife, especially large mammalian herbivores, leading to increased human-wildlife conflicts around protected areas in the pastoral subsystems in eastern and southern Africa"
"Pastoral",SSA,"Water scarce area","Leads to","Reduced livestock productivity","Pastoral systems are affected by low livestock water productivity "
"Pastoral",SSA,"Water scarce area","Leads to","Increase in migration","Drought affects water availability and quality, pastoral livelihoods, and hydroelectric generation in sub-Saharan Africa (SSA), hence increasing migration in search of water."
"Pastoral",SSA,"Land fragmentation","Leads to","Reduced fodder availability","The increasing subdivision and privatization of land for example in southern Kenya complicates livelihoods as it may lead to fencing, which reduces livestock access to pasture, watering points and saltlicks, and curtails mobility during drought."
"Pastoral",SSA,"High prevalence of land degradation","Leads to","Reduced forage quality","The growth of agricultural output in Kenya is constrained by many challenges including soil erosion, low productivity, agro-biodiversity loss hence poor quality forage."
"Pastoral",SSA,"High prevalence of land degradation","Leads to","Reduced livestock productivity"," About 65% of agricultural land in SSA has been classified as ""degraded"", which is acknowledged as a major underlying cause of reduced productivity."
"Pastoral",SSA,"Land fragmentation","Leads to","Decrease in livestock mobility","The increasing subdivision and privatization of land for example in southern Kenya complicates livelihoods as it may lead to fencing, which reduces livestock access to pasture, watering points and saltlicks, and curtails mobility during drought."
"Pastoral",SSA,"Low access to agricultural extension services","Leads to","Increase in diseases","Poor coverage of extension support and Vaccination initiatives contributing to increasing and spread of diseases"
"Pastoral",SSA,"Lack of road infrastructure","Leads to","Delays in transportation","Poor-quality roads and weak transport infrastructure have long been an issue for African trade, and are considered prime reasons for the delays in transportation."
"Pastoral",SSA,"Lack of road infrastructure","Leads to","Reduced forage quality","Hay and silage produced by smallholders is typically poor in quality due to use of lower quality forages, improper storage methods, and delays in transportation due to poor or lack of road infrastructure."
"Pastoral",SSA,"Demographic pressure on land","Is mitigated by","Invest in agricultural research and development","Research the support diverse livelihood options in the pastoral systems"
"Pastoral",SSA,"High poverty levels 






","Is mitigated by","Capacity building on sustainable agricultural practices","Increasing resilience of agricultural systems to climate change is a major agenda  in the quest to end hunger and reduce poverty."
"Pastoral",SSA,"Inadequate climate information services","Is mitigated by","Build climate information services","Build national meteorological services and information dissemination e.g. seasonal forecasts and early warning systems. "
"Pastoral",SSA,"Inadequate climate information services","Is mitigated by","Develop/improve early warning systems","Early warning systems including an operational agro-meteorological information system provides farmers with crucial information"
"Pastoral",SSA,"Conflict prone area","Is mitigated by","Build capacity on advocacy","The conflict drivers, as the many points of influence in the region,  peacebuilding should be the building of capacity, to create a lasting relationship."
"Pastoral",SSA,"Conflict prone area","Is mitigated by","Land tenure reform","Improve land tenure and access rights of pastoralists to rangeland resources."
"Pastoral",SSA,"Unstable commodity prices","Is mitigated by","Diversify livelihoods"," Pastoralist are embracing other livelihood sources e.g. poultry and vegetables to address instabilities in livestock produtivity and to gain additional incomes"
"Pastoral",SSA,"Unstable commodity prices","Is mitigated by","Invest in agricultural research and development"," Commodity price shocks are an important type of external shock and are often cited as a problem for economic growth in Sub-Saharan Africa, hence the need to invest in agricultural research and development."
"Pastoral",SSA,"Low access to markets","Is mitigated by","Improve access to input/output markets","Reducing costs of input distribution could reduce farm-gate input prices, making inputs more accessible to poor farmers in these areas."
"Pastoral",SSA,"Lack of access to risk insurance","Is mitigated by","Build capacity on advocacy"," Risk mitigation include not only the perception of significant risk but also the increased investment opportunities in Africa."
"Pastoral",SSA,"Lack of access to risk insurance","Is mitigated by","Improve access to risk insurance schemes","Invest in climate index insurance for crop and livestock risks associated with climate change."
"Pastoral",SSA,"Low access to markets","Is mitigated by","Improve access to market information","A common view in sub-Saharan Africa is that market liberalization cut off farmers from access to markets that was previously provided by state marketing board , hence the need to improve access to market information."
"Pastoral",SSA,"Low access to markets","Is mitigated by","Invest in road infrastructure","Low access to markets being affected by inadequate infrastructure. "
"Pastoral",SSA,"Water scarce area","Is mitigated by","Invest in water harvesting and storage infrastructure"," Enhance water availability during dry seasons using ground Water and rain water  harvesting technologies"
"Pastoral",SSA,"Water scarce area","Is mitigated by","Diversify livestock ","Shift to small ruminants and camels. Herd mobility, herd diversity (different species and breeds), A diversified livestock composition allows livestock keepers to utilise available forage in different seasons, as well as produce a variety of livestock products. Drought encourages a shift from grazers (cattle and sheep) to browsers (goats and camels) which are more resistant to drought "
"Pastoral",SSA,"High prevalence of land degradation","Is mitigated by","Capacity building on sustainable agricultural practices","Training pastoral communities suatainable land management practices toaddress land degradation"
"Pastoral",SSA,"High prevalence of land degradation","Is mitigated by","Implement fodder management","Senegal has developed activities for establishing land management plans, including plans for pasture management committees."
"Pastoral",SSA,"High prevalence of land degradation","Is mitigated by","Implement integrated soil fertility management
","Manure management practices used to restore soil fertility in the degraded zones"
"Pastoral",SSA,"High poverty levels 






","Is mitigated by","Diversify livelihoods","Thus, human population growth drives pastoral poverty, as many pastoralists have insufficient livestock to sustain a livelihood based on livestock only"
"Pastoral",SSA,"High poverty levels 






","Is mitigated by","Promote literacy ","An increase in education amongst pastoralist communities, resulting in increasing opportunities for new employment and diversification, and participation in national political processes. Education and development of alternatives for the young and pastoral dropouts is recommended as an escape from poverty"
"Pastoral",SSA,"High poverty levels 






","Is mitigated by","Diversify to livestock value chains","Selling off some animals during the dry seasons and exploring export markets to mitigate poverty."
"Pastoral",SSA,"High poverty levels 






","Is mitigated by","Intensify and sedentarise livestock production","Promising poverty escape pathways are intensification of the farming system through greater market orientation, secure access to natural resources and to supplemental feeds."
"Pastoral",SSA,"Reliance on rainfed agriculture","Is mitigated by","Invest in agricultural research and development","Research and development will  builds climate resilience and moves farmers beyond subsistence farming towards sustainable livelihoods, development and growth."
"Pastoral",SSA,"Reliance on rainfed agriculture","Is mitigated by","Diversify livelihoods","Sub-Saharan Africa is particularly vulnerable to climate change and  livelihoods of 70 % of Africans are dependent on rain-fed agriculture, hence the need for livelihood diversification."
"Pastoral",SSA,"Low access to agricultural extension services","Is mitigated by","Build the capacity of agricultural extension agents","Agricultural extension programmes enable Tanzanian farmers to access agricultural information to improve their farming capacities."
"Pastoral",SSA,"Lack of road infrastructure","Is mitigated by","Invest in road infrastructure","Africa's insufficient road and rail network is delaying its development, but progress is being held back by environmental concerns."
"Pastoral",SSA,"Lack of road infrastructure","Is mitigated by","Improve networking and knowledge exchange","There is need to improve networking infrastructure to link Sahelian and coastal states."
"Pastoral",SSA,"Inadequate climate information services","Is mitigated by","Improve access to climate information services","The lack of access to climate services reduces their ability to manage climate risks because information about future climate variability is required."
"Pastoral",SSA,"Low access to agricultural extension services","Is mitigated by","Improve networking and knowledge exchange","Poor access to agricultural extension services is a key barrier to effective smallholder farmers' performance in sub-Saharan Africa, hence the need for networking."
"Pastoral",SSA,"Conflict prone area","Is mitigated by","Implement disaster recovery strategies","Disaster risk reduction (DRR) is an important pillar for sustainable development and an integral part of the World Bank's activities in Sub-Saharan Africa."
"Pastoral",SSA,"Low level of education","Is mitigated by","Improve access to climate information services","Poverty and climate change vulnerability is increasing in Sub-Saharan Africa (SSA) because the region lacks education and skills development facilities, hence the need to improve access to climate information services."
"Pastoral",SSA,"Low level of education","Is mitigated by","Promote literacy ","An increase in education amongst pastoralist communities, resulting in increasing opportunities for new employment and diversification, and participation in national political processes. Education and development of alternatives for the young and pastoral dropouts is recommended as an escape from poverty"
"Pastoral",SSA,"Conflict prone area","Is mitigated by","Improve networking and knowledge exchange","  Its critrical  to defuse existing tensions in transhumance corridors and dry-season grazing areas. A suitable balance is required between interests of resident communities (e.g., protection of crops, timing of livestock
arrival in relation to harvest, prevention of bushfires) and interests of mobile communities that only graze livestock in these areas for a short time per year"
"Pastoral",SSA,"Demographic pressure on land","Is mitigated by","Implement reforestation practices","Demographic pressure on land is transforming transhumance and communal grazing to more sedentary forms of production.Policies and interventions should therefore aim to build on the platform of past achievements and existing local knowledge to enable flexibility and diversity and the protection of assets of small-scale farmers and herders"
"Root Crop",SSA,"Increase in extreme rainfall events","Leads to","Reduced crop productivity/failure","Flooded farmlands and crop diseases, bush fires and termites decomposed propagated tubers and corms, late planting and wilting of crops"
"Root Crop",SSA,"Increase in extreme rainfall events","Leads to","Increased flooding
","Flooded farmlands and crop diseases, bush fires and termites decomposed propagated tubers and corms, late planting and wilting of crops"
"Root Crop",SSA,"Increase in extreme rainfall events","Leads to","Soil erosion","Intense rainfall events are also likely to result in flooding and flash floods, as well as river bank erosion"
"Root Crop",SSA,"Increase in extreme rainfall events","Leads to","Poor seed production","Tubers are typically stored in the soil. Flooding can cause the produce to rot resulting in a loss of seed."
"Root Crop",SSA,"Increase in drought events","Leads to","Reduced crop productivity/failure","Drought is associated with late planting , soils hard to till rotten tubers, crop diseases, and reduced crop yields. "
"Root Crop",SSA,"Increase in drought events","Leads to","Desertification"," Reduced rainfall will shorten growing seasons and the desertification of agricultural land brought about by unsustainable farming practices, such as limited crop rotation and poor soil management, will further inhibit production."
"Root Crop",SSA,"Increase in drought events","Leads to","Water scarcity","Drought is associated with late planting t, soils hard to till rotten tubers, crop diseases, and reduced crop yields. "
"Root Crop",SSA,"Increase in drought events","Leads to","Increase in pests ","Drought is associated with late planting , soils hard to till rotten tubers, crop diseases, and reduced crop yields. "
"Root Crop",SSA,"Increase in drought events","Leads to","Shorter growing seasons","Yield losses becoming severe as interannual rainfall variability increases and the length of growing seasons shorten"
"Root Crop",SSA,"Increase in drought events","Leads to","Land degradation","Drought coupled with poor farming pracices  reduce soil moisture and productivity of the land "
"Root Crop",SSA,"Increase in drought events","Leads to","Increase in soil water deficit","Drought coupled with poor farming pracices  reduce soil moisture and productivity of the land "
"Root Crop",SSA,"Increase in drought events","Leads to","Poor seed production","SWD due to drought reduce the quality and quantity of tubers produced"
"Root Crop",SSA,"Increase in drought events","Leads to","Increased incidence of bushfires","Bush fires are set after drough seasons for grwoth of fresh pasture"
"Root Crop",SSA,"Increasingly erratic rainfall","Leads to","Reduced crop productivity/failure","Erratic precipitation patterns have severe consequences for productivity . Only a small percentae of the agricultural area ; majority of the countries remains reliant on ran-fed production"
"Root Crop",SSA,"Increasingly erratic rainfall","Leads to","Increase in pests ","Erratic precipitaton increasese pest and disease prevalence"
"Root Crop",SSA,"Increasingly erratic rainfall","Leads to","Increase in diseases","Erratic precipitaton increasese pest and disease prevalence"
"Root Crop",SSA,"Increasingly erratic rainfall","Leads to","Unpredictable planting period"," Climate change affecting prediction of planting period hence affecting productivity and  farmerlivelihood"
"Root Crop",SSA,"Decrease in average precipitation","Leads to","Reduced crop productivity/failure","Projected decrease in overall rainfall of 4.4% by 2040 hence reduced productivity"
"Root Crop",SSA,"Decrease in average precipitation","Leads to","Increased incidence of bushfires","Climate change is one of the major driver of habitat destruction and biodiversity loss as a result of frequent bush fires due to high temperatures and prolong droughts"
"Root Crop",SSA,"Decrease in average precipitation","Leads to","Shorter growing seasons","Decreasing rainfall is reducing the growing season for the tuber crops "
"Root Crop",SSA,"Increase in extreme heat (no. of hot days)","Leads to","Reduced crop productivity/failure","Increasing temperatures causing crop failure in some parts"
"Root Crop",SSA,"Increase in average temperatures","Leads to","Biodiversity loss","Climate change is one of the major driver of habitat destruction and biodiversity loss as a result of frequent bush fires due to high temperatures and prolong droughts"
"Root Crop",SSA,"Increase in extreme heat (no. of hot days)","Leads to","Poor seed production","Seeds are collected from the tuber. When the crop is heat stressed seed yields decline."
"Root Crop",SSA,"Increase in extreme heat (no. of hot days)","Leads to","Increase in pests ","Pest and disease prevalence will worsen with increasing temperatures and extreme heat"
"Root Crop",SSA,"Increase in extreme heat (no. of hot days)","Leads to","Shorter growing seasons","Extreme heat shortens the growing season. It causes the crop to mature at a faster rate."
"Root Crop",SSA,"Increase in average temperatures","Leads to","Reduced crop productivity/failure"," Increasing temperatures and extreme heat causing pest, diseases and SWD resulting to reduced productivity"
"Root Crop",SSA,"Increase in average temperatures","Leads to","Increase in pests ","Pest and disease prevalence will worsen with increasing temperatures and extreme heat"
"Root Crop",SSA,"Increase in average temperatures","Leads to","Poor seed production","Seeds are collected from the tuber. When the crop is heat stressed seed yields decline."
"Root Crop",SSA,"Increase in average temperatures","Leads to","Increase in diseases","Pest and disease prevalence will worsen with increasing temperatures and extreme heat"
"Root Crop",SSA,"Rising sea levels","Leads to","Soil salinisation","Soil salinization and saltwater intrusion into coastal aquifers as a result of sea level rise"
"Root Crop",SSA,"Increase in average temperatures","Leads to","Crop stress/damage/mortality","Increasing temperatures and declining rainfall led to large parts of sub-Saharan Africa becoming unsuitable for multiple staple crops."
"Root Crop",SSA,"Rising sea levels","Leads to","Reduced water quality"," Saltwater intrusion into coastal aquifers affecting water quality"
"Root Crop",SSA,"Increase in extreme heat (no. of hot days)","Leads to","Increase in post-harvest losses","Extreme heat accelerates post-harvest loss."
"Root Crop",SSA,"Soil erosion","Leads to","Reduced crop productivity/failure","Land degradation and soil erosion, exacerbated by recurrent flood and drought adversely impact agricultural production, further affecting the livelihoods of the rural poor."
"Root Crop",SSA,"Waterlogging","Leads to","Reduced crop productivity/failure","Tubers are typically stored in the soil. Flooding can cause the produce to rot."
"Root Crop",SSA,"Increased flooding
","Leads to","Increase in post-harvest losses","Tubers are typically stored in the soil. Flooding can wash an entire crop away."
"Root Crop",SSA,"Increased flooding
","Leads to","Poor seed production","Tubers are typically stored in the soil. Flooding can cause the produce to rot resulting in a loss of seed."
"Root Crop",SSA,"Increase in pests ","Leads to","Reduced crop productivity/failure","the majority of cultivated varieties are susceptible to pests and diseases causing significant yield losses"
"Root Crop",SSA,"Water scarcity","Leads to","Reduced crop productivity/failure","Reduced rainfall cause incease  in soil water deficit and reduced productivity"
"Root Crop",SSA,"Increased incidence of bushfires","Leads to","Reduced crop productivity/failure","Bushfires worsen land degradation and agricultural production."
"Root Crop",SSA,"Shorter growing seasons","Leads to","Reduced crop productivity/failure","Tuber crops rely on long growing season and reduced  production cylcles reduce productivity"
"Root Crop",SSA,"Unpredictable planting period","Leads to","Reduced crop productivity/failure","Mainly due to unpredictability in sowing times linked to climate change, which has impacted the farmers livelihood"
"Root Crop",SSA,"Unpredictable planting period","Leads to","Loss of income","Erratic rainfall and unpredictable planting periods make field management difficult for farmers such as the planting of seed and application of fertiliser. Inadequate rainfall after planting of seed can lead to reduced crop yields or total crop failure. Heavy rainfall after fertiliser application can wash it away through surface runoff. The repurchasing of seed and fertilisers is costly."
"Root Crop",SSA,"Increase in diseases","Leads to","Reduced crop productivity/failure","Frequent disease occurences reduce tuber crop productivity"
"Root Crop",SSA,"Poor seed production","Leads to","Reduced crop productivity/failure","Poor seeds affect production levels in the consecutive growing seasons"
"Root Crop",SSA,"Land degradation","Leads to","Soil erosion","Degraded soils are easily washed off by winds and floods"
"Root Crop",SSA,"Soil salinisation","Leads to","Reduced crop productivity/failure","Salinity  lowers tuber crop production "
"Root Crop",SSA,"Soil salinisation","Leads to","Crop stress/damage/mortality","Soil salinisation leads to moisture stress in the crop."
"Root Crop",SSA,"Increased flooding
","Leads to","Waterlogging","Weather is another natural cause of waterlogging, meaning that areas facing constant or prolonged rainfall, will tend to become waterlogged."
"Root Crop",SSA,"Desertification","Leads to","Reduced crop productivity/failure","Desertification as land degradation in arid, semi-arid, and dry sub-humid areas result from many factors, including climatic variations and human activities. It leads to reduction in crop yields and weakens the resilience of agricultural and pastoral systems - key livelihood pillars in Africa."
"Root Crop",SSA,"Land degradation","Leads to","Biodiversity loss","Rapid expansion and unsustainable management of croplands and grazing lands is the most extensive global direct driver of land degradation, causing significant loss of biodiversity and ecosystem services."
"Root Crop",SSA,"Land degradation","Leads to","Desertification","Desertification as land degradation in arid, semi-arid, and dry sub-humid areas result from many factors, including climatic variations and human activities. It leads to reduction in crop yields and weakens the resilience of agricultural and pastoral systems - key livelihood pillars in Africa."
"Root Crop",SSA,"Crop stress/damage/mortality","Leads to","Reduced crop productivity/failure","Key risks to agriculture include reduced crop productivity associated with heat and drought stress and increased pest damage and disease damage."
"Root Crop",SSA,"Reduced crop productivity/failure","Leads to","Loss of income","Income and employment growth in African economies, including AFSs, depend greatly on increasing productivity and reducing costs of products, hence decline in productivity leads to loss of income."
"Root Crop",SSA,"Reduced water quality","Leads to","Reduced crop productivity/failure","Salinisation reduce water quality and crop productivity"
"Root Crop",SSA,"Low access to credit","Leads to","Reduced crop productivity/failure","Unequal access to land and credit affect women’s awareness of technologies and inhibit potential increases in productivity"
"Root Crop",SSA,"Low access to markets","Leads to","Loss of income","Reliable market access boosts productivity, increases incomes and strengthens food security, hence its low access leads to loss of income."
