ID,"Label","Type","Type-1","Type-2","Tags","Description"
1342,"Risk to farmers of chronic poverty due to Climate Change","SSA Cereal-root crop mixed","Risk",,,"About half the population in this farming system lives in abject poverty. In 2015 about 55 per cent of the rural population had a per capita daily income of less than US$1.90."
1343,"Increase in average temperatures","Highland temperate mixed","Hazard","Temperature related","Temperature related","With climate change and increased temperature, the system would become more fragile, with reduced water yield, recurrent drought and extreme events.  Five-year period from 2020 to 2024, shows continued warming and decreasing rainfall especially over North and Southern Africa, and increased rainfall over the Sahel.Annual average temperatures in 2020 across the continent were above the 1981–2010 average in most areas. The largest temperature anomalies were recorded in the north-west of the continent, in western equatorial areas and in parts of the Greater Horn of Africa."
1344,"Increase in dry days","Highland temperate mixed","Hazard","Temperature related","Temperature related","With climate change and increased temperature, the system would become more fragile, with reduced water yield, recurrent number of dry days and extreme events.  Five-year period from 2020 to 2024, shows continued warming and decreasing rainfall especially over North and Southern Africa, and increased rainfall over the Sahel.Annual average temperatures in 2020 across the continent were above the 1981–2010 average in most areas. The largest temperature anomalies were recorded in the north-west of the continent, in western equatorial areas and in parts of the Greater Horn of Africa."
1345,"Increase in drought events","Highland temperate mixed","Hazard","Temperature related","Temperature related","With climate change and increased temperature, the system would become more fragile, with reduced water yield, recurrent drought and extreme events.  Five-year period from 2020 to 2024, shows continued warming and decreasing rainfall especially over North and Southern Africa, and increased rainfall over the Sahel.Annual average temperatures in 2020 across the continent were above the 1981–2010 average in most areas. The largest temperature anomalies were recorded in the north-west of the continent, in western equatorial areas and in parts of the Greater Horn of Africa."
1346,"Increase in average precipitation","Highland temperate mixed","Hazard","Rainfall related",,
1347,"Increase in strong winds","Highland temperate mixed","Hazard","Wind related","Wind related","Strong winds in the Sub Saharan Africa Highland Mixed causes the seeds to get blown away.strong wind can damage crops and farm structures. Wind also transports insects and disease that affect crops. "
1348,"Decrease in average precipitation","Highland temperate mixed","Hazard","Rainfall related",,
1349,"Increase in extreme rainfall events","Highland temperate mixed","Hazard","Rainfall related","Rainfall related","Increasing extreme rainfall events due to climate change are predicted to sudden floods and storms that could destroy infrastructure downstream and wash away fertile soils, maturing crops, houses, farm investments and community assets."
1350,"Unpredictable planting period","Highland temperate mixed","Impact","Biophysical","Biophysical "," Changing climate is causing  unpredicatble onset and offset of rains  hence changing the farm management strategies and operations in different highland regions"
1351,"Shift in growing season","Highland temperate mixed","Impact","Biophysical","Biophysical ","Farmers are shifting towards short-maturing varieties, and some crop species which used to grow in warmer climates are now grown in the mountains. The onset and offset of rains has also become unpredictable thus changing the farm management strategies and operations."
1352,"Shorter growing seasons","Highland temperate mixed","Impact","Biophysical","Biophysical ","The short rains have repeatedly failed; they used to produce about 30 per cent of the food and 40 per cent of the feed. Farmers are shifting towards short-maturing varieties, and some crop species which used to grow in warmer climates are now grown in the mountains."
1353,"Water scarcity","Highland temperate mixed","Impact","Biophysical","Biophysical ","Some water reservoirs that used to satisfy irrigation needs and livestock drinking downstream are now drying up"
1354,"Increase in pests ","Highland temperate mixed","Impact","Biophysical","Biophysical ","Temperature increase of 2–3°C in these highlands could cause a higher population health risk, including a 3–5 per cent increase in malaria incidence . Other human diseases that could be aggravated by changing climate include Dengue fever, sleeping sickness and river blindness. Excess rainfall and flooding could also aggravate poor sanitation and cause more cholera, giardia and other water-borne diseases"
1355,"Increase in diseases","Highland temperate mixed","Impact","Biophysical","Biophysical ","Temperature increase of 2–3°C in these highlands could cause a higher population health risk, including a 3–5 per cent increase in malaria incidence . Other human diseases that could be aggravated by changing climate include Dengue fever, sleeping sickness and river blindness. Excess rainfall and flooding could also aggravate poor sanitation and cause more cholera, giardia and other water-borne diseases.. Warmer temperatures in high altitude areas may also allow more insects to overwinter in these areas. Crop damage from plant diseases is likely to increase in temperate regions because many fungal and bacterial diseases have a greater potential to reach severe levels when temperatures are warmer or when precipitation increase"
1356,"Increase in crop productivity/yields","Highland temperate mixed","Impact","Biophysical","Biophysical ","The livestock-cereal subsystem could benefit from increasing temperature due to climate change and may achieve higher crop yields and pasture productivity provided the increased precipitation accompanies the rise in temperature"
1357,"Land degradation","Highland temperate mixed","Impact","Biophysical","Biophysical "," North African subsystem is affected by extensive land degradation. Illegal logging is a major challenge in the Angolan and Cameroon highlands, causing erosion and downstream siltation. In Cameroon, slash-and-burn agriculture is a major contributor to deforestation. The government of Ethiopia has made efforts to enhance the productive capacity of soils and thereby increase productivity on diversified farms in different agro-systems. Anthropogenic and natural calamities adversely affect the livelihoods of smallholders especially crop-livestock systems. "
1358,"Flash floods","Highland temperate mixed","Impact","Biophysical","Biophysical "," North African subsystem is affected by extensive land degradation  and the steep slopes cause intense runoff and local floods from storms"
1359,"Reduced crop productivity/failure","Highland temperate mixed","Impact","Biophysical","Biophysical ",
1360,"Soil erosion","Highland temperate mixed","Impact","Biophysical","Biophysical ",
1361,"Increase in heat stress","Highland temperate mixed","Impact","Biophysical","Biophysical ",
1362,"Reduced crop productivity/failure","Highland temperate mixed","Impact","Biophysical","Biophysical ",
1363,"Reduced produce quality","Highland temperate mixed","Impact","Biophysical","Biophysical ",
1364,"Change in production zone suitability","Highland temperate mixed","Impact","Biophysical","Biophysical ","Increasing temperature due to climate change could benefit the livestock-cereal subsystem, which may achieve higher crop yields and pasture productivity provided the increased precipitation accompanies the rise in temperature. Cereal crops such as Millet and sorghum have been found to be the most promising crops, with a yield loss of 5% and 8%, respectively by 2050 , due to their greater resilience to heat-stress condition."
1365,"Reduced forage quality","Highland temperate mixed","Impact","Biophysical",,
1366,"Reduced livestock productivity","Highland temperate mixed","Impact","Biophysical",,
1367,"Increased flooding","Highland temperate mixed","Impact","Biophysical","Biophysical ",
1368,"Loss of income","Highland temperate mixed","Impact","Socioeconomic","Socioeconomic","The continent’s overall GDP is expected to decrease by 2.25% to 12.12% due to 1 °C to a 4 °C increase in global temperatures.  West, Central and East Africa exhibit a higher adverse impact than Southern and North Africa"
1369,"Conflict over resources","Highland temperate mixed","Impact","Socioeconomic","Socioeconomic",
1370,"Increase in migration","Highland temperate mixed","Impact","Socioeconomic","Socioeconomic",
1371,"Increase in food insecurity","Highland temperate mixed","Impact","Socioeconomic","Socioeconomic",
1372,"Lack of willingness to invest in sustainable agricultural practices","Highland temperate mixed","Impact","Socioeconomic","Socioeconomic","Limited access to reliable markets has reduced farmers’ ability to learn about consumer preferences, innovate and adopt and improved practices."
1373,"Limited access to markets","Highland temperate mixed","Impact","Socioeconomic","Socioeconomic",
1374,"Demographic pressure on land","Highland temperate mixed","Vulnerability","Human capital, gender and agricultural knowledge","Human capital, gender and agri knowledge","The  highland system hosts more people and more livestock per unit area than the other African rainfed farming systems due to its favourable climate for people, crop production and livestock health. The large population increase has led to a decline in forests, farm productivity and water availability, which has been leading communities to a downward spiral of poverty. This system is also under pressure from the rising demands of urban population, income shifts and resource degradation"
1375,"High illiteracy rates ","Highland temperate mixed","Vulnerability","Human capital, gender and agricultural knowledge","Human capital, gender and agri knowledge","In Ethiopia education    of    the    household    head    increases    the    probability   of   adapting   to   climate   change.   Education   significantly  increases  the  use  of  irrigation  practice  as  climate  change  adaptation  methods."
1376,"Low levels of climate change awareness at the farmer level","Highland temperate mixed","Vulnerability","Human capital, gender and agricultural knowledge","Human capital, gender and agri knowledge","In Ethiopia, access  to  information  from  different  sources  had  positive influence on the probability of adaptation options to  climate   change.   Access   to   climate   information   significantly   increased   the   probability   of   using   crop   diversification,  soil  and  water  conservation  and  irrigation  practices by 9.47, 14.73 and 10.85%,"
1377,"Poor efficiency of farming","Highland temperate mixed","Vulnerability","Human capital, gender and agricultural knowledge",,
1378,"Low awareness of climate change","Highland temperate mixed","Vulnerability","Human capital, gender and agricultural knowledge",,
1379,"Animal/breed is highly susceptible to pests","Highland temperate mixed","Vulnerability","Human capital, gender and agricultural knowledge",,
1380,"Animal/breed is highly susceptible to diseases ","Highland temperate mixed","Vulnerability","Human capital, gender and agricultural knowledge",,
1381,"Unsustainable land management practices","Highland temperate mixed","Vulnerability","Human capital, gender and agricultural knowledge",,
1382,"Inconsistencies in policy implementation","Highland temperate mixed","Vulnerability","Institutions and policies",,
1383,"Weak land tenure and access rights for women","Highland temperate mixed","Vulnerability","Institutions and policies",,
1384,"Weak land tenure ","Highland temperate mixed","Vulnerability","Institutions and policies","Institutions and policies","The land tenure policies of the governments, along with weak institutions, are often blamed for poor agricultural performance in the highland system.Land has remained as state-owned property in Ethiopia, Lesotho, Eritrea and Angola since the 1960s, and farmers have only limited rights."
1385,"Low access to markets","Highland temperate mixed","Vulnerability","Economic, financial and markets","Economic, financial  and markets","The highland mixed farming system is characterized by undercapitalization of market infrastructure, high transaction costs and low market linkages. Improved road infrastructure would increase market participation, enable the formation of market cooperatives, increase market volume and improve negotiation capacity of communities in selling their goods and services. Although small-scale farmers in the highland mixed system are keen to intensify and diversify, they are currently constrained by limited access to input and output markets."
1386,"Barriers to trade","Highland temperate mixed","Vulnerability","Economic, financial and markets","Economic, financial  and markets","Limited energy connectivity in the ighlands and increasing population will put additional pressure on fuelwood sources and increase the rate of deforestation and degradation of farmlands."
1387,"Large contributor to national/regional GDP","Highland temperate mixed","Vulnerability","Economic, financial and markets","Economic, financial  and markets",
1388,"Low access to credit","Highland temperate mixed","Vulnerability","Economic, financial and markets","Economic, financial  and markets","Although farmers in the highlands are keen to improve their production including through use of external inputs, they rarely have access to credit, insurance and inputs.  Also,low system productivity has aggra- vated rural poverty, lack of capital has also contributed to low productivity of the high- land mixed system on multiple fronts"
1389,"High disease prevalence","Highland temperate mixed","Vulnerability"," ""Sensitivity/susceptibility to harm""","Sensivity/susceptibility to harm","The mountanous landscape along with high rainfall intensity and recurrent deforestation, makes it susceptible to erosion. Estimated soil losses could exceed 100 t/ha while nutrient losses are estimated to be 80 kg of N, P2 O5, and K2 O per cultivated hectare per year"
1390," ""Fragmented landscapes""","Highland temperate mixed","Vulnerability"," ""Sensitivity/susceptibility to harm""","Sensivity/susceptibility to harm","The current fragmented land use system, where about 50 per cent of the farms in the highland mixed system are smaller than 1.5 ha, is a disincentive for agricultural mechanization and commercial farming  in Ethiopia. Land fragmentation due to high population pressure and land tenure policies is considered a limiting factor for expansion of mechanized, commercial agriculture in the high- land mixed system."
1391," ""High prevalence of land degradation""","Highland temperate mixed","Vulnerability"," ""Sensitivity/susceptibility to harm""",,
1392," ""High levels of deforestation""","Highland temperate mixed","Vulnerability"," ""Sensitivity/susceptibility to harm""","Sensivity/susceptibility to harm","Low energy connectivity in the highlands and increasing population will put additional pressure on fuelwood sources and increase the rate of deforestation and degradation of farmlands."
1393," ""Reliance on rainfed agriculture""","Highland temperate mixed","Vulnerability","Lack of capacity to cope and adapt","Lack of capacity to cope and adapt","Most of the highland sub-systems  and food cropy are grown under rainfed conditions and will be highly susceptible to future changes in soil moisture availability."
1394,"Demographic pressure on land","Highland temperate mixed","Vulnerability","Lack of capacity to cope and adapt","Lack of capacity to cope and adapt","The highland mixed farming system  is heavily constrained by land degradation, high population density, small landholdings, poor infrastructure, limited market opportunities and limited community capacity to respond to external shocks"
1395,"Small farm size","Highland temperate mixed","Vulnerability","Lack of capacity to cope and adapt","Lack of capacity to cope and adapt","The average farm size is 1.6 ha per household and about 0.3 ha per person.  In Mozambique, low agricultural productivity and growth is linked with small farm size and limited investment in infrastructure and technologies for production efficiency, among others."
1396,"Lack of road infrastructure","Highland temperate mixed","Vulnerability","Lack of capacity to cope and adapt","Lack of capacity to cope and adapt","The highland mixed farming system  is heavily constrained by land degradation, high population density, small landholdings, poor infrastructure, limited market opportunities and limited community capacity to respond to external shocks"
1397,"Inadequate agri research and development","Highland temperate mixed","Vulnerability","Lack of capacity to cope and adapt",,
1398,"Lack of access to  inputs ","Highland temperate mixed","Vulnerability","Lack of capacity to cope and adapt",,
1399,"High poverty levels ","Highland temperate mixed","Vulnerability","Lack of capacity to cope and adapt",,
1400,"Lack of access to improved crop varieties","Highland temperate mixed","Vulnerability","Lack of capacity to cope and adapt",,
1401,"Implement reforestation practices","Highland temperate mixed","Adaptation option","Natural capital","Natural  capital","Forests offer opportunities for land rehabilitation, environmental services and carbon sequestration, as well as income.Electricity grids in the highlands are expanding, which should have positive effects on agricultural productivity. "
1402,"Invest in road infrastructure","Highland temperate mixed","Adaptation option","Physical capital","Physical capital","Improved road infrastructure would increase market participation, enable the formation of market cooperatives,increase market volume and improve negotiation capacity of communities in selling their goods and services."
1403,"Invest in irrigation infrastructure","Highland temperate mixed","Adaptation option","Physical capital",,
1404,"Diversify livelihoods","Highland temperate mixed","Adaptation option","Human capital","Human capital"," In Ethiopia, crop-livestock diversification is the best potential livelihood strategy for farm households. Barley, wheat and faba bean are the most dominant crops that have immense contribution for human nutrition and crop residue mainly used to feed livestock. Therefore, crop-livestock producers, agricultural practitioners, the Ethiopian government and partner organizations need to give due attention for agricultural extension service, investment for supplementary irrigation and integrated mixed crop-livestock systems."
1405,"Improve climate change awareness","Highland temperate mixed","Adaptation option","Human capital","Human capital","Greater access to information seems to help highland farmers make better decisions about transportation and logistics, price negotiation, supply and demand, diversification of their product base and access to inputs"
1406,"Diversify livestock ","Highland temperate mixed","Adaptation option","Human capital",,
1407,"Implement climate smart agriculture practices","Highland temperate mixed","Adaptation option","Human capital",,
1408,"Plant multiple varieties","Highland temperate mixed","Adaptation option","Human capital",,
1409,"Invest in agricultural research and development","Highland temperate mixed","Adaptation option","Human capital",,
1410,"Adopt disease tolerant breeds","Highland temperate mixed","Adaptation option","Human capital",,
1411,"Livestock mobility to semi-arid/sub-humid zones","Highland temperate mixed","Adaptation option","Human capital",,
1412,"Diversify livestock e.g. include small ruminants or poultry","Highland temperate mixed","Adaptation option","Human capital",,
1413,"Improve networking and knowledge exchange","Highland temperate mixed","Adaptation option","Social capital",,
1414,"Establish farmer organisations","Highland temperate mixed","Adaptation option","Social capital",,
1415,"Land tenure reform","Highland temperate mixed","Adaptation option","Political capital ","Political capita","There is a need for land tenure policies to ensure equitable access to farmland and provide incentives for smallholder investment in their farms. Land rights policy varies by country, with Cameroon having absolute and exclusive private property rights, while Mozambique and Lesotho practise customary community land rights, and in Ethiopia land is public property. The various tenure regimes have differing implications for agricultural development"
1416,"Policy reform","Highland temperate mixed","Adaptation option","Political capital ","Political capita","Policy support to increase access to agricultural inputs and credit would help farmers to respond to emerging markets and help to eliminate market barriers created by middlemen. "
1417,"Improve access to markets","Highland temperate mixed","Adaptation option","Financial capital","Financial capital","The highland mixed farming system is characterized by undercapitalization of market infrastructure, high transaction costs and low market linkages. Improved road infrastructure would increase market participation, enable the formation of market cooperatives increase market volume and improve negotiation capacity of communities in selling their goods and services"
1418,"Diversify markets","Highland temperate mixed","Adaptation option","Financial capital","Financial capital","Increasing use of information and communications technology (ICT), particularly mobile phones, has improved farmers’ market access andnegotiation power. Such infrastructure could also boost the tourism industry to provide an alternative income to the regions. "
1419,"Target niche markets","Highland temperate mixed","Adaptation option","Financial capital","Financial capital","Highland farmers could effectively compete in national and international markets if they are able to exploit their distinct agroecology and traditions by producing superior quality products with certified food origins that meet sanitary requirements and other policies of niche markets. White orgnic honey from Ethiopia and roses in the wheat-pulse subsystem and livestock-cereal subsystem, with increasing demand in global markets"
1420,"Establish payment for ecosystem services schemes","Highland temperate mixed","Adaptation option","Financial capital",,
1421,"Farmers engaged in agri system","Highland temperate mixed","Exposure ",,"Exposure","In Ethiopia,Agriculture is the mainstay of Ethiopia’s economy and the primary source of employment for its population. The agriculture sector has contributed approximately 44% to the gross domestic product (GDP) over the past 5 years1 [3] and employed more than three quarters of the economically active population  In Mozambique, roughly 72% of the farmers in the country work on farms that do not exceed 2 ha, using limited amounts of purchased inputs and practicing slash-and-burn extensively"
1422,"Area of land used","Highland temperate mixed","Exposure ",,"Exposure","Ethiopia’s land area totals 1.1 million square kilometers (km2 ). Agricultural area occupies around 35% of total land area"
1423,"Risk to farmers of chronic poverty due to Climate Change ","Highland temperate mixed","Risk",,"Risk"," In the highland mixed farming system the large population increase has led to a decline in forests, farm productivity and water availability, which has been leading communities to a downward spiral of poverty. In Ethiopia, there are high numbers of people still living in poverty and food insecurity, both chronic and acute. The population is concentrated in rural areas, and livelihoods are highly dependent on rain-fed agriculture, including both crop and livestock production. "
1424,"Risk to farmers of food insecurity due to Climate Change","Highland temperate mixed","Risk",,"Risk","The highland agro-ecologies, is persistently confronted with food insecurity, feed scarcity and land degradation. During heavy rains or drought periods, farmers become vulnerable to food and feed shortfalls. The latest decadal predictions, covering the five-year period from 2020 to 2024, shows continued warming and decreasing rainfall especially over North and Southern Africa, and increased rainfall over the Sahel."
1425,"Increase in extreme rainfall events","SSA Highland Perennial","Hazard","Rainfall related","Rainfall related ","It is projected  that frequency and intensity of heavy rainfall events would increase due to climate change an this will impact on tea production in the highland perennial system.  In Kenya for example the wettest month  will get wetter with 308 millimeters instead of 304 millimeters, while the wettest quarter gets wetter by 20 mm in 2050"
1426,"Increase in hailstorms","SSA Highland Perennial","Hazard","Rainfall related","Rainfall related ","Increase in hail incidences and intensity. Hails detroy tea leaveshence causing huge production losses  estimated at 2.7 million kilograms per year in Kenya"
1427,"Increase in drought events","SSA Highland Perennial","Hazard","Rainfall related","Temperature related","With climate change, tea and coffee growing areas will experience increased tempeartures and severity of dry spells. This is likely to lead to 14%–20% loss in yields and 6%–19% plant mortality for tea. Similarly high temperatures are increasing pest attacks in coffee areas hence reducing the qaulity of produce and causing destruction on coffee trees."
1428,"Decrease in average precipitation","SSA Highland Perennial","Hazard","Rainfall related","Rainfall related","Overall reduction in number of rainy days. In Kenya, climate data collected at KALRO- Tea Research Institute (TRI) for over 58 years, indicates annual rainfall decreased by 4.82 mm per year."
1429,"Increase in average temperatures","SSA Highland Perennial","Hazard","Temperature related","Temperature related","Temperatures in highland areas have increased from 1.38 to 1.68 degrees over the 1966–2006 period. By 2050, projected increase in average temperatures of 1.2–2.2°C. In Kenya, temperatures are projected to increase by  2.3 ºC - 2.5 ºC by  2050 in tea growing areas. In case of Ethiopia mean annual temperature is projected to increase by 1.1-3.1°C by the 2060s and 1.5-5.1°C by the 2090s"
1430,"Increase in frost events","SSA Highland Perennial","Hazard","Temperature related","Temperature related","Frost accounted for tea yield losses of up to 30% for 3 consecutive months in 2012 in Kenya. Radiation frost events occur in depressions and low lying areas where cold air can accumulate"
1431,"Increase in average precipitation","SSA Highland Perennial","Hazard","Rainfall related","Rainfall related","Increase in intensity and average rainfall between April and October and hailstorm are also associted with heavy rainfall. "
1432,"Increasingly erratic rainfall","SSA Highland Perennial","Hazard","Rainfall related",,
1433,"Increase in cold spells (no. of cold days)","SSA Highland Perennial","Hazard","Temperature related","Temperature related","  Hailstorms, very low temperatures, and frost are associated reduced yield in tea growing zones"
1434,"Leaching of soil nutrients","SSA Highland Perennial","Impact","Biophysical","Biophysical, Temperature related, Rainfall related","Extreme rainfall intensities  and hailstorms are associated  with fertilizer leaching, which increase input costs and reduce productivity"
1435,"Reduced crop productivity/failure","SSA Highland Perennial","Impact","Biophysical","Temperature and rainfall related"," Hail and frost strip leaves off the shrubs, leaving very little for harvest and leading to job losses.Tea seedlings are obtained from mother bushes. If these mother bushes are damaged by hailstorms or frost, it can be difficult to find planting materials for nurseries. Frost also causes leaves to dry up on the bush. Because hailstorms are associated with heavy rains, they lead to  fertilizer leaching, which can increase input costs. Also, rising temperatures, erratic precipitation, and increasingly more extreme weather events are expected to affect the tea production in Kenya, leading to reduced crop yields."
1436,"Damage to infrastructure","SSA Highland Perennial","Impact","Biophysical","Rainfall related, infrastructure"," Most tea estates are connected using weather roads. Extreme rainfall events damage to road and cause some areas to be inaccessible."
1437,"Delays in transportation","SSA Highland Perennial","Impact","Biophysical","Rainfall related, infrastructure"," Road damage cause delays in leaf transportation "
1438,"Reduced produce quality","SSA Highland Perennial","Impact","Biophysical","Temperature related"," Delays in tea collection and delivery to the factories cause leaf scorch and reduced tea quality. Changes in temperature and rainfall also disruptions in coffee flowering cycles and prolonged droughts which eventually lowers the produce quantity and quality"
1439,"Increase in soil water deficit","SSA Highland Perennial","Impact","Biophysical","Biophysical, Temperature related, Rainfall related","Increase in temperature and decrease is rainfall leds to continued increase in soil water deficit (SWD) over time. On an annual basis, a large SWD, especially in January, February and March is reported leading to significant oscillations in tea production annually"
1440,"Increase in pests ","SSA Highland Perennial","Impact","Biophysical","Biophysical, Temperature related, Rainfall related","Warmer temperatures, wetter climates, and increased CO2 levels are likely to increase pests and fungi in tea growing areas.   Coffee rust and berry borer are also affecting coffee production in high altitude areas in East Africa due to increasing temperatures. With climate change, emergence of weeds and pest may necessisate for use of pesticides and fungicides which might negatively affect human health and the environment in the long-term."
1441,"Change in production zone suitability","SSA Highland Perennial","Impact","Biophysical","Temperature related","Temperature change is leading to the loss of optimal production zones for both coffeeand tea . In kenya tea production is likely to shift ffrom  1,500 and 2,100 masl to 2,000 and 2,300 masl by 2050. Suitability for coffee production will also shift across East Africa. Impacts are highly negative for Arabica coffee, with Arabica suitable areas of Mozambique, Uganda and Tanzania almost disappearing >50%, areas of Burundi and Rwanda will be reduced significantly by 20-50 % and Kenya and Ethiopia <15% reduction. For Robusta coffee,Mozambique, Uganda and Tanzania might experience substantially negative impacts, whereas Ethiopia, Kenya, Rwanda and Burundi are more likely to experience gains in Robusta-suitable areas."
1442,"Soil erosion","SSA Highland Perennial","Impact","Biophysical",,
1443,"Landslide events","SSA Highland Perennial","Impact","Biophysical",,
1444,"Crop stress/damage/mortality","SSA Highland Perennial","Impact","Biophysical",,
1445,"Shift in growing season","SSA Highland Perennial","Impact","Biophysical",,
1446,"Water scarcity","SSA Highland Perennial","Impact","Biophysical",,
1447,"Emergence of new pests","SSA Highland Perennial","Impact","Biophysical",,
1448,"Loss of income","SSA Highland Perennial","Impact","Socioeconomic",,
1449,"Increase in food prices","SSA Highland Perennial","Impact","Socioeconomic",,
1450,"Increase in migration","SSA Highland Perennial","Impact","Socioeconomic",,
1451,"Increase in food insecurity","SSA Highland Perennial","Impact","Socioeconomic",,
1452,"Competition for resources","SSA Highland Perennial","Impact","Socioeconomic","Temperature related, socioeconomic","Rising temperatures will create more pressure to expand tea and coffee growing in high altitude areas. This is likely to clearing of forest to tea and coffee cultivation hence increasing threats in the highlands."
1453,"Reliance on rainfed agriculture","SSA Highland Perennial","Vulnerability","Human capital, gender and agricultural knowledge","Rainfall related, weather and environment","The highland perennial system is predominantly characterised by rainfed agriculture. Coffee and tea production is dependent on rainfall variability."
1454,"High illiteracy rates ","SSA Highland Perennial","Vulnerability","Human capital, gender and agricultural knowledge",,
1455,"Unsustainable land management practices","SSA Highland Perennial","Vulnerability","Human capital, gender and agricultural knowledge",,
1456,"Poor water use efficiency and management","SSA Highland Perennial","Vulnerability","Human capital, gender and agricultural knowledge",,
1457,"Large contributor to national GDP","SSA Highland Perennial","Vulnerability","Economic, financial and markets","Finance, Markets","The tea sector generates about 26% of the total export earnings and about 4% gross domestic product (GDP)."
1458,"Barriers to trade","SSA Highland Perennial","Vulnerability","Economic, financial and markets",,
1459,"Large contributor to national/regional GDP","SSA Highland Perennial","Vulnerability","Economic, financial and markets",,
1460,"Unstable commodity prices","SSA Highland Perennial","Vulnerability","Economic, financial and markets","Finance, Markets"," The prices for robusta coffee in Uganda are not well integrated into world markets pricea such that price transmission from international  to local markets  is not proportional.   However internal coffee prices are linked during periods of high world prices"
1461,"Fragmented landscapes","SSA Highland Perennial","Vulnerability"," ""Sensitivity/susceptibility to harm""","Sensitivity and susceptibility to harm","However, the fragmented spatial distribution of the highlands, and the long-term investments needed to undertake research on perennial crops and systems, has in many ways limited the development of research capacity for this agroecology. For countries such as Tanzania, Ethiopia and Uganda, the humid highland areas are restricted in size compared to agriculture in the country as a whole, and they have limited research infrastructure. Rwanda and Burundi face the classic small country problem, and it is primarily Kenya that has invested in research on the highland perennial farming system. But, even in Kenya, there tends to be a focus on cereals and grain legumes."
1462," ""Unsuitable crop varieties""","SSA Highland Perennial","Vulnerability"," ""Sensitivity/susceptibility to harm""",,
1463," ""High levels of deforestation""","SSA Highland Perennial","Vulnerability"," ""Sensitivity/susceptibility to harm""",,
1464," ""Water scarce area""","SSA Highland Perennial","Vulnerability"," ""Sensitivity/susceptibility to harm""",,
1465," ""High prevalence of land degradation""","SSA Highland Perennial","Vulnerability"," ""Sensitivity/susceptibility to harm""",,
1466," ""Cultivation area prone to frost""","SSA Highland Perennial","Vulnerability"," ""Sensitivity/susceptibility to harm""",,
1467," ""Small farm size""","SSA Highland Perennial","Vulnerability","Lack of capacity to cope and adapt","Human capacity","Due to critically small farm sizes, increasing participation in a growing rural non-farm economy and reliance on remittances from migration of some household members are expected."
1468,"Inadequate agri research and development","SSA Highland Perennial","Vulnerability","Lack of capacity to cope and adapt",,
1469,"Limited uptake of modern technologies","SSA Highland Perennial","Vulnerability","Lack of capacity to cope and adapt",,
1470,"Lack of road infrastructure","SSA Highland Perennial","Vulnerability","Lack of capacity to cope and adapt",,
1471,"Reliance on rainfed agriculture","SSA Highland Perennial","Vulnerability","Lack of capacity to cope and adapt","Human capacity","Kenyan agriculture is 98 percent rainfed and highly sensitive to changes in temperature and rainfall. Agriculture accounts for more than 30 percent of GDP and is the primary livelihood for 60 percent of Kenyans."
1472,"Protect/conserve riparian zones","SSA Highland Perennial","Adaptation option","Natural capital",,
1473,"Implement reforestation practices","SSA Highland Perennial","Adaptation option","Natural capital",,
1474,"Invest in water harvesting and storage infrastructure","SSA Highland Perennial","Adaptation option","Physical capital","farm level, human capacity ","Improve water management, e.g. adopt water storage and harvesting."
1475,"Invest in irrigation infrastructure","SSA Highland Perennial","Adaptation option","Physical capital","farm level, human capacity, infrastructure","This also ascertains the rainfall and especially its distribution is critical for sustainable tea production. In cases where the rainfall distribution is unpredictable as is expected with climate change, other sources of moisture should be considered for instance use of irrigation. F"
1476,"Invest in road infrastructure","SSA Highland Perennial","Adaptation option","Physical capital",,
1477,"Diversify livelihoods","SSA Highland Perennial","Adaptation option","Human capital","Human capital ","A comparison of potential diversification crops recommended shows that coffee performs similar to tea and would not be a good alternative crop. For more than 90% of the study  sites in Kenya maize and cabbage will remain constant and pea will be much more suitable on 97% of these sites. Passion fruit will be much more suitable on 51% of these sites and banana will  be more suitable on 14% of these sites for 2050."
1478,"Adopt drought tolerant varieties","SSA Highland Perennial","Adaptation option","Human capital","Technology, Research and development","Genetically improved cultivars - tea cultivars with higher drought tolerance e.g. through greater rooting depths."
1479,"Plant multiple varieties","SSA Highland Perennial","Adaptation option","Human capital","Human capacity, technology, research and development","Promotion of on-farm diversification of cultivars  and coffee varieties is ongoing in Kenya as research continues on genetic breeding. "
1480,"Improve access to modern processing technologies","SSA Highland Perennial","Adaptation option","Human capital","Technology, Research and development","Adopt improved and diversified tea processing technologies suitable for each seasonal harvest; Adopt improved drying process suited to changeable and more extreme climate conditions."
1481,"Capacity building on sustainable agricultural practices","SSA Highland Perennial","Adaptation option","Human capital","Human capacity, technology","Build capacity on conservation farming techniques to minimise water and soil loss."
1482,"Undertake pruning to reduce damaged leaves","SSA Highland Perennial","Adaptation option","Human capital","Human capacity, technology","Pruning /skiffing - light pruning to remove frost/drought damaged leaves."
1483,"Cold air drainage and diversion","SSA Highland Perennial","Adaptation option","Human capital","Human capacity, technology","Manage frost with cold air drainage and diversion."
1484,"Implement agroforestry practices","SSA Highland Perennial","Adaptation option","Human capital","Farm level, agroforestry, climate-smart agriculture","Introducing shade trees in coffee plantations is an adaptation strategy to rising temperatures. Shade trees reduce solar radiations and create a conductive microclimate for the plant and  thye also enhance soil fertility."
1485,"Implement water conservation irrigation","SSA Highland Perennial","Adaptation option","Human capital","Farm level, conservation agriculture, climate-smart agriculture","Water conservation and water harvesting measures such efficient artificial irrigation and drainage systems are needed to address water stress impacts"
