"Label","Type","Type-2"
"Diversify livelihoods","SSA Cereal-root crop mixed","Human capital"
"Build women's  capacity ","SSA Cereal-root crop mixed","Human capital"
"Implement water conservation irrigation","SSA Cereal-root crop mixed","Human capital"
"Implement conservation agriculture practices","SSA Cereal-root crop mixed","Human capital"
"Improve climate change awareness","SSA Cereal-root crop mixed","Human capital"
"Implement climate smart agriculture practices","SSA Cereal-root crop mixed","Human capital"
"Adopt post-harvest technologies","SSA Cereal-root crop mixed","Human capital"
"Adopt disease tolerant varieties","SSA Cereal-root crop mixed","Human capital"
"Improve networking and knowledge exchange","SSA Cereal-root crop mixed","Social capital"
"Build capacity on advocacy","SSA Cereal-root crop mixed","Social capital"
"Develop policies for building climate change resilience","SSA Cereal-root crop mixed","Political capital "
"Land tenure reform","SSA Cereal-root crop mixed","Political capital "
"Invest in agricultural research and development","SSA Cereal-root crop mixed","Political capital "
"Implement disaster recovery strategies","SSA Cereal-root crop mixed","Political capital "
"Improve access to markets","SSA Cereal-root crop mixed","Financial capital"
"Improve access to credit","SSA Cereal-root crop mixed","Financial capital"
"Farmers engaged in agri system","SSA Cereal-root crop mixed",""
"Area of land used","SSA Cereal-root crop mixed",""
"Risk to farmers of food insecurity due to Climate Change","SSA Cereal-root crop mixed",""
"Risk to farmers of loss of livelihoods due to Climate Change","SSA Cereal-root crop mixed",""
"Risk to farmers of chronic poverty due to Climate Change","SSA Cereal-root crop mixed",""
"Increase in average temperatures","Highland temperate mixed","Temperature related"
"Increase in dry days","Highland temperate mixed","Temperature related"
"Increase in drought events","Highland temperate mixed","Temperature related"
"Increase in average precipitation","Highland temperate mixed","Rainfall related"
"Increase in strong winds","Highland temperate mixed","Wind related"
"Decrease in average precipitation","Highland temperate mixed","Rainfall related"
"Increase in extreme rainfall events","Highland temperate mixed","Rainfall related"
"Unpredictable planting period","Highland temperate mixed","Biophysical"
"Shift in growing season","Highland temperate mixed","Biophysical"
"Shorter growing seasons","Highland temperate mixed","Biophysical"
"Water scarcity","Highland temperate mixed","Biophysical"
"Increase in pests ","Highland temperate mixed","Biophysical"
"Increase in diseases","Highland temperate mixed","Biophysical"
"Increase in crop productivity/yields","Highland temperate mixed","Biophysical"
"Land degradation","Highland temperate mixed","Biophysical"
"Flash floods","Highland temperate mixed","Biophysical"
"Reduced crop productivity/failure","Highland temperate mixed","Biophysical"
"Soil erosion","Highland temperate mixed","Biophysical"
"Increase in heat stress","Highland temperate mixed","Biophysical"
"Reduced produce quality","Highland temperate mixed","Biophysical"
"Change in production zone suitability","Highland temperate mixed","Biophysical"
"Reduced forage quality","Highland temperate mixed","Biophysical"
"Reduced livestock productivity","Highland temperate mixed","Biophysical"
"Increased flooding","Highland temperate mixed","Biophysical"
"Loss of income","Highland temperate mixed","Socioeconomic"
"Conflict over resources","Highland temperate mixed","Socioeconomic"
"Increase in migration","Highland temperate mixed","Socioeconomic"
"Increase in food insecurity","Highland temperate mixed","Socioeconomic"
"Lack of willingness to invest in sustainable agricultural practices","Highland temperate mixed","Socioeconomic"
"Limited access to markets","Highland temperate mixed","Socioeconomic"
"Demographic pressure on land","Highland temperate mixed","Human capital, gender and agricultural knowledge"
"High illiteracy rates ","Highland temperate mixed","Human capital, gender and agricultural knowledge"
"Low levels of climate change awareness at the farmer level","Highland temperate mixed","Human capital, gender and agricultural knowledge"
"Poor efficiency of farming","Highland temperate mixed","Human capital, gender and agricultural knowledge"
"Low awareness of climate change","Highland temperate mixed","Human capital, gender and agricultural knowledge"
"Animal/breed is highly susceptible to pests","Highland temperate mixed","Human capital, gender and agricultural knowledge"
"Animal/breed is highly susceptible to diseases ","Highland temperate mixed","Human capital, gender and agricultural knowledge"
"Unsustainable land management practices","Highland temperate mixed","Human capital, gender and agricultural knowledge"
"Inconsistencies in policy implementation","Highland temperate mixed","Institutions and policies"
"Weak land tenure and access rights for women","Highland temperate mixed","Institutions and policies"
"Weak land tenure ","Highland temperate mixed","Institutions and policies"
"Low access to markets","Highland temperate mixed","Economic, financial and markets"
"Barriers to trade","Highland temperate mixed","Economic, financial and markets"
"Large contributor to national/regional GDP","Highland temperate mixed","Economic, financial and markets"
"Low access to credit","Highland temperate mixed","Economic, financial and markets"
"High disease prevalence","Highland temperate mixed","Sensitivity/"
"Fragmented landscapes","Highland temperate mixed","Sensitivity/"
"High prevalence of land degradation","Highland temperate mixed","Sensitivity/"
"High levels of deforestation","Highland temperate mixed","Sensitivity/"
"Reliance on rainfed agriculture","Highland temperate mixed","Lack of capacity to cope and adapt"
"Demographic pressure on land","Highland temperate mixed","Lack of capacity to cope and adapt"
"Small farm size","Highland temperate mixed","Lack of capacity to cope and adapt"
"Lack of road infrastructure","Highland temperate mixed","Lack of capacity to cope and adapt"
"Inadequate agri research and development","Highland temperate mixed","Lack of capacity to cope and adapt"
"Lack of access to  inputs ","Highland temperate mixed","Lack of capacity to cope and adapt"
"High poverty levels ","Highland temperate mixed","Lack of capacity to cope and adapt"
"Lack of access to improved crop varieties","Highland temperate mixed","Lack of capacity to cope and adapt"
"Implement reforestation practices","Highland temperate mixed","Natural capital"
"Invest in road infrastructure","Highland temperate mixed","Physical capital"
"Invest in irrigation infrastructure","Highland temperate mixed","Physical capital"
"Diversify livelihoods","Highland temperate mixed","Human capital"
"Improve climate change awareness","Highland temperate mixed","Human capital"
"Diversify livestock ","Highland temperate mixed","Human capital"
"Implement climate smart agriculture practices","Highland temperate mixed","Human capital"
"Plant multiple varieties","Highland temperate mixed","Human capital"
"Invest in agricultural research and development","Highland temperate mixed","Human capital"
"Adopt disease tolerant breeds","Highland temperate mixed","Human capital"
"Livestock mobility to semi-arid/sub-humid zones","Highland temperate mixed","Human capital"
"Diversify livestock e.g. include small ruminants or poultry","Highland temperate mixed","Human capital"
"Improve networking and knowledge exchange","Highland temperate mixed","Social capital"
"Establish farmer organisations","Highland temperate mixed","Social capital"
"Land tenure reform","Highland temperate mixed","Political capital "
"Policy reform","Highland temperate mixed","Political capital "
"Improve access to markets","Highland temperate mixed","Financial capital"
"Diversify markets","Highland temperate mixed","Financial capital"
"Target niche markets","Highland temperate mixed","Financial capital"
"Establish payment for ecosystem services schemes","Highland temperate mixed","Financial capital"
"Farmers engaged in agri system","Highland temperate mixed",""
"Area of land used","Highland temperate mixed",""
"Risk to farmers of chronic poverty due to Climate Change ","Highland temperate mixed",""
"Risk to farmers of food insecurity due to Climate Change","Highland temperate mixed",""
"Increase in extreme rainfall events","SSA Highland Perennial","Rainfall related"
"Increase in hailstorms","SSA Highland Perennial","Rainfall related"
"Increase in drought events","SSA Highland Perennial","Rainfall related"
"Decrease in average precipitation","SSA Highland Perennial","Rainfall related"
"Increase in average temperatures","SSA Highland Perennial","Temperature related"
"Increase in frost events","SSA Highland Perennial","Temperature related"
"Increase in average precipitation","SSA Highland Perennial","Rainfall related"
"Increasingly erratic rainfall","SSA Highland Perennial","Rainfall related"
"Increase in cold spells (no. of cold days)","SSA Highland Perennial","Temperature related"
"Leaching of soil nutrients","SSA Highland Perennial","Biophysical"
"Reduced crop productivity/failure","SSA Highland Perennial","Biophysical"
"Damage to infrastructure","SSA Highland Perennial","Biophysical"
"Delays in transportation","SSA Highland Perennial","Biophysical"
"Reduced produce quality","SSA Highland Perennial","Biophysical"
"Increase in soil water deficit","SSA Highland Perennial","Biophysical"
"Increase in pests ","SSA Highland Perennial","Biophysical"
"Change in production zone suitability","SSA Highland Perennial","Biophysical"
"Soil erosion","SSA Highland Perennial","Biophysical"
"Landslide events","SSA Highland Perennial","Biophysical"
"Crop stress/damage/mortality","SSA Highland Perennial","Biophysical"
"Shift in growing season","SSA Highland Perennial","Biophysical"
"Water scarcity","SSA Highland Perennial","Biophysical"
"Emergence of new pests","SSA Highland Perennial","Biophysical"
"Loss of income","SSA Highland Perennial","Socioeconomic"
"Increase in food prices","SSA Highland Perennial","Socioeconomic"
"Increase in migration","SSA Highland Perennial","Socioeconomic"
"Increase in food insecurity","SSA Highland Perennial","Socioeconomic"
"Competition for resources","SSA Highland Perennial","Socioeconomic"
"Reliance on rainfed agriculture","SSA Highland Perennial","Human capital, gender and agricultural knowledge"
"High illiteracy rates ","SSA Highland Perennial","Human capital, gender and agricultural knowledge"
"Unsustainable land management practices","SSA Highland Perennial","Human capital, gender and agricultural knowledge"
"Poor water use efficiency and management","SSA Highland Perennial","Human capital, gender and agricultural knowledge"
"Large contributor to national GDP","SSA Highland Perennial","Economic, financial and markets"
"Barriers to trade","SSA Highland Perennial","Economic, financial and markets"
"Large contributor to national/regional GDP","SSA Highland Perennial","Economic, financial and markets"
"Unstable commodity prices","SSA Highland Perennial","Economic, financial and markets"
"Fragmented landscapes","SSA Highland Perennial","Sensitivity/"
"Unsuitable crop varieties","SSA Highland Perennial","Sensitivity/"
"High levels of deforestation","SSA Highland Perennial","Sensitivity/"
"Water scarce area","SSA Highland Perennial","Sensitivity/"
"High prevalence of land degradation","SSA Highland Perennial","Sensitivity/"
"Cultivation area prone to frost","SSA Highland Perennial","Sensitivity/"
"Small farm size","SSA Highland Perennial","Lack of capacity to cope and adapt"
"Inadequate agri research and development","SSA Highland Perennial","Lack of capacity to cope and adapt"
"Limited uptake of modern technologies","SSA Highland Perennial","Lack of capacity to cope and adapt"
"Lack of road infrastructure","SSA Highland Perennial","Lack of capacity to cope and adapt"
"Reliance on rainfed agriculture","SSA Highland Perennial","Lack of capacity to cope and adapt"
"Protect/conserve riparian zones","SSA Highland Perennial","Natural capital"
"Implement reforestation practices","SSA Highland Perennial","Natural capital"
"Invest in water harvesting and storage infrastructure","SSA Highland Perennial","Physical capital"
"Invest in irrigation infrastructure","SSA Highland Perennial","Physical capital"
"Invest in road infrastructure","SSA Highland Perennial","Physical capital"
"Diversify livelihoods","SSA Highland Perennial","Human capital"
"Adopt drought tolerant varieties","SSA Highland Perennial","Human capital"
"Plant multiple varieties","SSA Highland Perennial","Human capital"
"Improve access to modern processing technologies","SSA Highland Perennial","Human capital"
"Capacity building on sustainable agricultural practices","SSA Highland Perennial","Human capital"
"Undertake pruning to reduce damaged leaves","SSA Highland Perennial","Human capital"
"Cold air drainage and diversion","SSA Highland Perennial","Human capital"
"Implement agroforestry practices","SSA Highland Perennial","Human capital"
"Implement water conservation irrigation","SSA Highland Perennial","Human capital"
"Improve climate change awareness","SSA Highland Perennial","Human capital"
"Implement conservation agriculture practices","SSA Highland Perennial","Human capital"
"Adopt disease tolerant varieties","SSA Highland Perennial","Human capital"
"Adopt pest tolerant breeds","SSA Highland Perennial","Human capital"
"Implement efficient water management","SSA Highland Perennial","Human capital"
"Promote literacy ","SSA Highland Perennial","Human capital"
"Improve access to climate information services","SSA Highland Perennial","Political capital "
"Improve access to agricultural extension services","SSA Highland Perennial","Political capital "
"Improve interprovincial interventions","SSA Highland Perennial","Political capital "
"Diversify markets","SSA Highland Perennial","Financial capital"
"Farmers engaged in agri system","SSA Highland Perennial",""
"Area of land used","SSA Highland Perennial",""
"Risk to farmers of loss of livelihoods due to Climate Change","SSA Highland Perennial",""
"Risk to farmers of food insecurity due to Climate Change","SSA Highland Perennial",""
"Risk to farmers of chronic poverty due to Climate Change","SSA Highland Perennial",""
"Increase in extreme rainfall events","SSA Maize Mixed","Rainfall related"
"Increase in drought events","SSA Maize Mixed","Rainfall related"
"Increasingly erratic rainfall","SSA Maize Mixed","Rainfall related"
"Decrease in average precipitation","SSA Maize Mixed","Rainfall related"
"Increase in extreme heat (no. of hot days)","SSA Maize Mixed","Temperature related"
"Increase in strong winds","SSA Maize Mixed","Wind related"
"Increase in average temperatures","SSA Maize Mixed","Temperature related"
"Siltation/sedimentation of rivers","SSA Maize Mixed","Biophysical"
"Increased flooding","SSA Maize Mixed","Biophysical"
"Reduced crop productivity/failure","SSA Maize Mixed","Biophysical"
"Waterlogging","SSA Maize Mixed","Biophysical"
"Water scarcity","SSA Maize Mixed","Biophysical"
"Reduced groundwater tables","SSA Maize Mixed","Biophysical"
"Unpredictable planting period","SSA Maize Mixed","Biophysical"
"Lodging of plants","SSA Maize Mixed","Biophysical"
"Emergence of new pests","SSA Maize Mixed","Biophysical"
"Increase in pests ","SSA Maize Mixed","Biophysical"
"Increase in diseases","SSA Maize Mixed","Biophysical"
"Shorter growing season","SSA Maize Mixed","Biophysical"
"Change in production zone suitability","SSA Maize Mixed","Biophysical"
"Increase in post-harvest losses","SSA Maize Mixed","Socioeconomic"
"Increase in food insecurity","SSA Maize Mixed","Socioeconomic"
"Loss of income","SSA Maize Mixed","Socioeconomic"
"Increase in poverty","SSA Maize Mixed","Socioeconomic"
"Increase in food prices","SSA Maize Mixed","Socioeconomic"
"Reliance on rainfed agriculture","SSA Maize Mixed","Human capital, gender and agricultural knowledge"
"High poverty levels ","SSA Maize Mixed","Human capital, gender and agricultural knowledge"
"Dependent on a single crop type","SSA Maize Mixed","Human capital, gender and agricultural knowledge"
"Poor efficiency of farming","SSA Maize Mixed","Human capital, gender and agricultural knowledge"
"Poor water use efficiency and management","SSA Maize Mixed","Human capital, gender and agricultural knowledge"
"Demographic pressure on land","SSA Maize Mixed","Human capital, gender and agricultural knowledge"
"Crop is highly susceptible to diseases ","SSA Maize Mixed","Human capital, gender and agricultural knowledge"
"Inability to interpret climate information","SSA Maize Mixed","Human capital, gender and agricultural knowledge"
"Inadequate climate information services","SSA Maize Mixed","Institutions and policies"
"Weak land tenure and access rights, particularly for women","SSA Maize Mixed","Institutions and policies"
"Lack of access to risk insurance","SSA Maize Mixed","Economic, financial and markets"
"Low access to credit","SSA Maize Mixed","Economic, financial and markets"
"High interest rates ","SSA Maize Mixed","Economic, financial and markets"
"Large contributor to national GDP","SSA Maize Mixed","Economic, financial and markets"
"Barriers to trade","SSA Maize Mixed","Economic, financial and markets"
"Lack of access to improved crop varieties","SSA Maize Mixed","Lack of capacity to cope and adapt"
"Inadequate storage infrastructure","SSA Maize Mixed","Lack of capacity to cope and adapt"
"Lack of irrigation infrastructure ","SSA Maize Mixed","Lack of capacity to cope and adapt"
"Invest in irrigation infrastructure","SSA Maize Mixed","Physical capital"
"Invest in water harvesting and storage infrastructure","SSA Maize Mixed","Physical capital"
"Plant multiple crop types","SSA Maize Mixed","Human capital"
"Use of machinery ","SSA Maize Mixed","Human capital"
"Implement conservation agriculture practices","SSA Maize Mixed","Human capital"
"Capacity building on sustainable agricultural practices","SSA Maize Mixed","Human capital"
"Adopt drought tolerant varieties","SSA Maize Mixed","Human capital"
"Adopt disease tolerant varieties","SSA Maize Mixed","Human capital"
"Integrated pest and diseases management","SSA Maize Mixed","Human capital"
"Diversify livelihoods","SSA Maize Mixed","Human capital"
"Apply integrated pest and diseases management","SSA Maize Mixed","Human capital"
"Diversify to livestock value chains","SSA Maize Mixed","Human capital"
"Implement climate smart agriculture practices","SSA Maize Mixed","Human capital"
"Improve access to climate information services","SSA Maize Mixed","Political capital "
"Build capacity on usage of climate information","SSA Maize Mixed","Political capital "
"Land tenure reform","SSA Maize Mixed","Political capital "
"Improve access to risk insurance schemes","SSA Maize Mixed","Financial capital"
"Facilitate access to loans","SSA Maize Mixed","Financial capital"
"Diversify markets","SSA Maize Mixed","Financial capital"
"Improve access to credit","SSA Maize Mixed","Financial capital"
"Farmers engaged in agri system","SSA Maize Mixed",""
"Area of land used","SSA Maize Mixed",""
"Risk to farmers of loss of livelihoods due to Climate Change","SSA Maize Mixed",""
"Risk to farmers of food insecurity due to Climate Change","SSA Maize Mixed",""
"Risk to farmers of chronic poverty due to Climate Change","SSA Maize Mixed",""
"Increase in average precipitation","SSA Pastoral","Rainfall related"
"Increase in extreme rainfall events","SSA Pastoral","Rainfall related"
"Increase in drought events","SSA Pastoral","Rainfall related"
"Decrease in average precipitation","SSA Pastoral","Rainfall related"
"Increase in average temperatures","SSA Pastoral","Temperature related"
"Increase in extreme heat (no. of hot days)","SSA Pastoral","Temperature related"
"Increase in strong winds","SSA Pastoral","Wind related"
"Increase in diseases","SSA Pastoral","Biophysical"
"Reduced forage quality","SSA Pastoral","Biophysical"
"Reduced livestock productivity","SSA Pastoral","Biophysical"
"Livestock mortalities","SSA Pastoral","Biophysical"
"Reduced herd size","SSA Pastoral","Biophysical"
"Reduced fodder availability","SSA Pastoral","Biophysical"
"Water scarcity","SSA Pastoral","Biophysical"
"Increased incidence of bushfires","SSA Pastoral","Biophysical"
"Increase in pests ","SSA Pastoral","Biophysical"
"Reduced water quality","SSA Pastoral","Biophysical"
"Increase in heat stress","SSA Pastoral","Biophysical"
"Biodiversity loss","SSA Pastoral","Biophysical"
"Delays in transportation","SSA Pastoral","Biophysical"
"Saline intrusion","SSA Pastoral","Biophysical"
"Increase in livestock mobility","SSA Pastoral","Socioeconomic"
"Competition for resources","SSA Pastoral","Socioeconomic"
"Conflict over resources","SSA Pastoral","Socioeconomic"
"Increase in migration","SSA Pastoral","Socioeconomic"
"Decrease in livestock mobility","SSA Pastoral","Socioeconomic"
"Increase in poverty","SSA Pastoral","Socioeconomic"
"Loss of income","SSA Pastoral","Socioeconomic"
"Change of livelihoods","SSA Pastoral","Socioeconomic"
"Unsustainable natural resource use","SSA Pastoral","Human capital, gender and agricultural knowledge"
"High illiteracy rates ","SSA Pastoral","Human capital, gender and agricultural knowledge"
"Animal/breed is highly susceptible to diseases ","SSA Pastoral","Human capital, gender and agricultural knowledge"
"Inadequate climate information services","SSA Pastoral","Institutions and policies"
"Weak land tenure ","SSA Pastoral","Institutions and policies"
"Weak land tenure and access rights for women","SSA Pastoral","Institutions and policies"
"","SSA Pastoral","Institutions and policies"
"Large contributor to national GDP","SSA Pastoral","Economic, financial and markets"
"Low access to markets","SSA Pastoral","Economic, financial and markets"
"","SSA Pastoral","Economic, financial and markets"
"Water scarce area","SSA Pastoral","Sensitivity/"
"High prevalence of land degradation","SSA Pastoral","Sensitivity/"
"Land fragmentation","SSA Pastoral","Sensitivity/"
"Low level of education","SSA Pastoral","Lack of capacity to cope and adapt"
"Lack of road infrastructure","SSA Pastoral","Lack of capacity to cope and adapt"
"High poverty levels ","SSA Pastoral","Lack of capacity to cope and adapt"
"Conflict prone area","SSA Pastoral","Lack of capacity to cope and adapt"
"Demographic pressure on land","SSA Pastoral","Lack of capacity to cope and adapt"
"Unstable commodity prices","SSA Pastoral","Lack of capacity to cope and adapt"
"Low access to agricultural extension services","SSA Pastoral","Lack of capacity to cope and adapt"
"Lack of access to risk insurance","SSA Pastoral","Lack of capacity to cope and adapt"
"Reliance on rainfed agriculture","SSA Pastoral","Lack of capacity to cope and adapt"
"Implement reforestation practices","SSA Pastoral","Natural capital"
"","SSA Pastoral","Natural capital"
"Invest in water harvesting and storage infrastructure","SSA Pastoral","Physical capital"
"Invest in road infrastructure","SSA Pastoral","Physical capital"
"","SSA Pastoral","Physical capital"
"Diversify livelihoods","SSA Pastoral","Human capital"
"Promote literacy ","SSA Pastoral","Human capital"
"Livestock mobility to semi-arid/sub-humid zones","SSA Pastoral","Human capital"
"Diversify livestock ","SSA Pastoral","Human capital"
"Implement fodder management","SSA Pastoral","Human capital"
"Intensify and sedentarise livestock production","SSA Pastoral","Human capital"
"Diversify to livestock value chains","SSA Pastoral","Human capital"
"Capacity building on sustainable agricultural practices","SSA Pastoral","Human capital"
"Implement integrated soil fertility management","SSA Pastoral","Human capital"
"Build capacity on advocacy","SSA Pastoral","Social capital"
"Improve networking and knowledge exchange","SSA Pastoral","Social capital"
"Build the capacity of agricultural extension agents","SSA Pastoral","Political capital "
"Invest in agricultural research and development","SSA Pastoral","Political capital "
"Implement disaster recovery strategies","SSA Pastoral","Political capital "
"Land tenure reform","SSA Pastoral","Political capital "
"Improve access to climate information services","SSA Pastoral","Political capital "
"Build climate information services","SSA Pastoral","Political capital "
"Policy reform","SSA Pastoral","Political capital "
"Develop/improve early warning systems","SSA Pastoral","Political capital "
"Improve access to input/output markets","SSA Pastoral","Financial capital"
"Improve access to market information","SSA Pastoral","Financial capital"
"Improve access to risk insurance schemes","SSA Pastoral","Financial capital"
"Farmers engaged in agri system","SSA Pastoral",""
"Area of land used","SSA Pastoral",""
"Risk to farmers of loss of livelihoods due to Climate Change","SSA Pastoral",""
"Risk to farmers of chronic poverty due to Climate Change","SSA Pastoral",""
"Risk to farmers of food insecurity due to Climate Change","SSA Pastoral",""
"Increase in extreme rainfall events","SSA Root and Tuber","Rainfall related"
"Increase in drought events","SSA Root and Tuber","Rainfall related"
"Increasingly erratic rainfall","SSA Root and Tuber","Rainfall related"
"Decrease in average precipitation","SSA Root and Tuber","Rainfall related"
"Increase in extreme heat (no. of hot days)","SSA Root and Tuber","Temperature related"
"Increase in average temperatures","SSA Root and Tuber","Temperature related"
"Rising sea levels","SSA Root and Tuber","Maritime related"
"Shorter growing season","SSA Root and Tuber","Season related"
"Reduced crop productivity/failure","SSA Root and Tuber","Biophysical"
"Increased flooding","SSA Root and Tuber","Biophysical"
"Soil erosion","SSA Root and Tuber","Biophysical"
"Waterlogging","SSA Root and Tuber","Biophysical"
"Water scarcity","SSA Root and Tuber","Biophysical"
"Increase in pests ","SSA Root and Tuber","Biophysical"
"Increased incidence of bushfires","SSA Root and Tuber","Biophysical"
"Unpredictable planting period","SSA Root and Tuber","Biophysical"
"Shorter growing seasons","SSA Root and Tuber","Biophysical"
"Increase in diseases","SSA Root and Tuber","Biophysical"
"Poor seed production","SSA Root and Tuber","Biophysical"
"Desertification","SSA Root and Tuber","Biophysical"
"Soil salinisation","SSA Root and Tuber","Biophysical"
"Land degradation","SSA Root and Tuber","Biophysical"
"Increase in soil water deficit","SSA Root and Tuber","Biophysical"
"Biodiversity loss","SSA Root and Tuber","Biophysical"
"Crop stress/damage/mortality","SSA Root and Tuber","Biophysical"
"Reduced water quality","SSA Root and Tuber","Biophysical"
"Loss of income","SSA Root and Tuber","Socioeconomic"
"Increase in post-harvest losses","SSA Root and Tuber","Socioeconomic"
"High poverty levels ","SSA Root and Tuber","Human capital, gender and agricultural knowledge"
"Major component of local diet","SSA Root and Tuber","Human capital, gender and agricultural knowledge"
"Reliance on rainfed agriculture","SSA Root and Tuber","Human capital, gender and agricultural knowledge"
"High illiteracy rates ","SSA Root and Tuber","Human capital, gender and agricultural knowledge"
"Limited uptake of modern technologies","SSA Root and Tuber","Human capital, gender and agricultural knowledge"
"Crop is highly susceptible to pests ","SSA Root and Tuber","Human capital, gender and agricultural knowledge"
"Crop is highly susceptible to diseases ","SSA Root and Tuber","Human capital, gender and agricultural knowledge"
"Unequal opportunities for women ","SSA Root and Tuber","Human capital, gender and agricultural knowledge"
"Gender inequality","SSA Root and Tuber","Human capital, gender and agricultural knowledge"
"Large contributor to national GDP","SSA Root and Tuber","Economic, financial and markets"
"Low access to credit","SSA Root and Tuber","Economic, financial and markets"
"Low access to markets","SSA Root and Tuber","Economic, financial and markets"
"High prevalence of land degradation","SSA Root and Tuber","Sensitivity/"
"Frequent bushfires","SSA Root and Tuber","Sensitivity/"
"High disease prevalence","SSA Root and Tuber","Sensitivity/"
"Unsuitable crop varieties","SSA Root and Tuber","Sensitivity/"
"Lack of irrigation infrastructure ","SSA Root and Tuber","Lack of capacity to cope and adapt"
"Lack of access to  inputs ","SSA Root and Tuber","Lack of capacity to cope and adapt"
"Inadequate storage infrastructure","SSA Root and Tuber","Lack of capacity to cope and adapt"
"Major component of local diet","SSA Root and Tuber","Lack of capacity to cope and adapt"
"Lack of road infrastructure","SSA Root and Tuber","Lack of capacity to cope and adapt"
"Invest in irrigation infrastructure","SSA Root and Tuber","Physical capital"
"Invest in water harvesting and storage infrastructure","SSA Root and Tuber","Physical capital"
"Diversify livelihoods","SSA Root and Tuber","Human capital"
"Build women's  capacity ","SSA Root and Tuber","Human capital"
"Adopt drought tolerant varieties","SSA Root and Tuber","Human capital"
"Adopt high yielding varieties","SSA Root and Tuber","Human capital"
"Implement integrated soil fertility management","SSA Root and Tuber","Human capital"
"Promote literacy ","SSA Root and Tuber","Human capital"
"Adopt post-harvest technologies","SSA Root and Tuber","Human capital"
"Implement climate smart agriculture practices","SSA Root and Tuber","Human capital"
"Plant multiple varieties","SSA Root and Tuber","Human capital"
"Adjust crop calendar","SSA Root and Tuber","Human capital"
"Undertake soil rehabilitation ","SSA Root and Tuber","Human capital"
"Implement conservation agriculture practices","SSA Root and Tuber","Human capital"
"Adopt disease tolerant varieties","SSA Root and Tuber","Human capital"
"Adopt pest tolerant varieties","SSA Root and Tuber","Human capital"
"Educate on bushfires","SSA Root and Tuber","Human capital"
"Invest in agricultural research and development","SSA Root and Tuber","Human capital"
"Adopt early maturing varieties","SSA Root and Tuber","Human capital"
"Plant multiple crop types","SSA Root and Tuber","Human capital"
"Improve networking and knowledge exchange","SSA Root and Tuber","Social capital"
"Establish farmer organisations","SSA Root and Tuber","Social capital"
"Develop policies for building climate change resilience","SSA Root and Tuber","Political capital "
"Policy reform","SSA Root and Tuber","Political capital "
"Develop/improve early warning systems","SSA Root and Tuber","Political capital "
"Build the capacity of agricultural extension agents","SSA Root and Tuber","Political capital "
"Increase awareness of gender equality ","SSA Root and Tuber","Political capital "
"Land tenure reform","SSA Root and Tuber","Political capital "
"Improve access to input/output markets","SSA Root and Tuber","Financial capital"
"Facilitate access to loans","SSA Root and Tuber","Financial capital"
"Remove barriers to women's access to credit ","SSA Root and Tuber","Financial capital"
"Remove barriers to women's access to markets","SSA Root and Tuber","Financial capital"
"Diversify markets","SSA Root and Tuber","Financial capital"
"Farmers engaged in agri system","SSA Root and Tuber",""
"Area of land used","SSA Root and Tuber",""
"Risk to farmers of chronic poverty due to Climate Change","SSA Root and Tuber",""
"Risk to farmers of food insecurity due to Climate Change","SSA Root and Tuber",""
"Risk to farmers of loss of livelihoods due to Climate Change","SSA Root and Tuber",""
