ID,"Label","FS name",FS macro region,"Type-1","Description"
1268,"Risk to farmers of chronic poverty due to Climate Change","Agro-Pastoral Millet/Sorghum",SSA,"Risk",
1269,"Increase in drought events","Cereal-Root Crop Mixed",SSA,"Hazard","Devastating droughts have occurred in the past in the dry sub-humid parts of the zone, such as in 1930, 1972 and more recently in the farming system."
1270,"Increasingly erratic rainfall","Cereal-Root Crop Mixed",SSA,"Hazard","There is considerable excess of rainfall over evapotranspiration."
1271,"Increase in average temperatures","Cereal-Root Crop Mixed",SSA,"Hazard","It also has higher temperatures and in some areas the presence of a tsetse challenge which limits livestock numbers and prevents the use of animal traction, particularly in the moist sub-humid zone."
1272,"Increase in extreme rainfall events","Cereal-Root Crop Mixed",SSA,"Hazard"," The frequency of extreme weather events such as rainfalls has increased substantially in the region over the past four decades, and it has increased at a faster pace than in the rest of the world."
1273,"Rising sea levels","Cereal-Root Crop Mixed",SSA,"Hazard","There is significant regional variability in sea-level trends around Africa. Sea-level increase reached 5 mm per year in several oceanic areas surrounding the continent and exceeded 5 mm per year in the south-western Indian Ocean from Madagascar eastward towards and beyond Mauritius."
1274,"Increase in tropical cyclones/hurricanes","Cereal-Root Crop Mixed",SSA,"Hazard","Tropical Cyclone Idai was among the most destructive tropical cyclones ever recorded in the southern hemisphere, resulting in hundreds of casualties and hundreds of thousands of displaced."
1275,"Soil erosion","Cereal-Root Crop Mixed",SSA,"Impact","The farming system experiences deleterious levels of soil erosion, largely due to the interaction between harsh climates of high erosivity, fragile soils of high erodibility, steep slopes, and poor natural resource management."
1276,"Landslide events","Cereal-Root Crop Mixed",SSA,"Impact","Landslide events occur due to increased rainfall that's poorly distributed.Landslides (LS) impacts are acute in regions whichare characterized by mountainous topography, intense rains and deep weathering profiles."
1277,"Shift in growing season","Cereal-Root Crop Mixed",SSA,"Impact","Growing seasons have been pushed forward due to delays in rainfall around planting time and increased drought events."
1278,"Flash floods","Cereal-Root Crop Mixed",SSA,"Impact","Heavy rainfall that's poorly distributed causes flash floods in some regions."
1279,"Damage to infrastructure","Cereal-Root Crop Mixed",SSA,"Impact","One of sub-Saharan Africa's top developmental challenges, which is also affecting the farming system, continues to be the shortage of physical infrastructure. For instance,electricity infrastructure is largely inadequate, unreliable, and poorly developed, particularly in rural areas."
1280,"Leaching of soil nutrients","Cereal-Root Crop Mixed",SSA,"Impact","Irregular heavy rainfall patterns result in fertiliser and nutrient leaching."
1281,"Siltation/sedimentation of rivers","Cereal-Root Crop Mixed",SSA,"Impact","Heavy rainfall causes soil erosion which leads to sedimentation of rivers."
1282,"Reduced crop productivity/failure","Cereal-Root Crop Mixed",SSA,"Impact","Crop yields in the farming system have lagged behind due pest and disease attack, and also declining soil fertility."
1283,"Increase in diseases","Cereal-Root Crop Mixed",SSA,"Impact","Cassava Mosaic and Brown Streak virus diseases continue to affect the main food crop, cassava, in Sub -Saharan Africa."
1284,"Land degradation","Cereal-Root Crop Mixed",SSA,"Impact","About 65% of the agricultural land is degraded, mainly due to low nutrient application, soil erosion and soil acidification."
1285,"Delays in transportation","Cereal-Root Crop Mixed",SSA,"Impact","Delays in transportation in the region due to poor infrastructure."
1286,"Loss of income","Cereal-Root Crop Mixed",SSA,"Impact","Loss of income due to declining crop yield caused by changes in rainfall patterns together with increase in temperatures."
1287,"Increase in food insecurity","Cereal-Root Crop Mixed",SSA,"Impact","Food insecurity and hunger are caused by many factors, often being intertwined with one another. In general, the principal causes of hunger include poverty, conflict, climate and weather, lack of investment in agriculture, and unstable markets."
1288,"Increase in poverty","Cereal-Root Crop Mixed",SSA,"Impact","Majority of the population in the system are living in abject poverty."
1289,"Increase in food prices","Cereal-Root Crop Mixed",SSA,"Impact","Food inflation increased throughout 2019, on average, across 20 countries in the region due to  supply and demand, weather, disease outbreaks, war, and natural disasters."
1290,"Increase in food spoilage/wastage","Cereal-Root Crop Mixed",SSA,"Impact","Nearly a third of the food farmers grow in the farming system  is lost due to lack of refrigeration and poor market access. "
1291,"Increase in malnutrition/ Reduced calorie intake","Cereal-Root Crop Mixed",SSA,"Impact","A significant proportion of the population in the farming system is undernourished and experiences food shortages during the hungry period , that is at the end of the dry season and beginning of the wet season."
1292,"Conflict over resources","Cereal-Root Crop Mixed",SSA,"Impact","Cattle herders and crop cultivators in the farming system have been fighting over natural resources."
1293,"Reliance on rainfed agriculture","Cereal-Root Crop Mixed",SSA,"Vulnerability","Farming system is vulnerable to the impacts of global climate change. This is largely due to the region's reliance on rainfed agriculture, which is highly sensitive to changes in temperature, precipitation, and extreme weather events."
1294,"Limited uptake of modern technologies","Cereal-Root Crop Mixed",SSA,"Vulnerability","Mechanization technology for the needs of smallholders in this system is sorely needed."
1295,"Crop is highly susceptible to diseases ","Cereal-Root Crop Mixed",SSA,"Vulnerability","The system is vulnerable to Invasive species i.e maize striga and cassava mosaic which are a major cause of crop loss and can adversely affect food security in the region."
1296,"High poverty levels ","Cereal-Root Crop Mixed",SSA,"Vulnerability","About half the population in this farming system lives in abject poverty"
1297,"Low levels of climate change awareness at the farmer level","Cereal-Root Crop Mixed",SSA,"Vulnerability","Africa is probably the most vulnerable continent to climate change and variability, because of the combination of its low adaptive capacity with particular eco-climatic and socio-economic conditions. Nevertheless it remains one of the regions less covered by climate change studies"
1298,"Unsustainable natural resource use","Cereal-Root Crop Mixed",SSA,"Vulnerability","Revenues from the extraction of natural resources should provide funds for badly needed development, but instead have fuelled state corruption, environmental degradation, poverty and violence in the region."
1299,"Weak land tenure and access rights for women","Cereal-Root Crop Mixed",SSA,"Vulnerability","Women represent a large part of the 2.5 billion people who depend on lands managed through customary, community-based tenure systems and are especially reliant on commons for their lives and livelihoods. However,they have very often limited and unsecured access to land and natural resources and tend to be excluded from decisions concerning them."
1300,"Inconsistencies in policy implementation","Cereal-Root Crop Mixed",SSA,"Vulnerability","The actions and policies of both African and foreign governments in the recent past have led to many social, environmental and human problems in African nations."
1301,"Conflict prone area","Cereal-Root Crop Mixed",SSA,"Vulnerability","The cereal-root crop mixed farming system  have been having continuing conflicts between settled crop cultivators and nomadic Fulani cattle herders, though many Fulani have settled, managing mixed crop livestock systems."
1302,"Low access to credit","Cereal-Root Crop Mixed",SSA,"Vulnerability","Smallholder farmers are vulnerable to Lack of access to credit due to lack of collaterals in the region."
1303,"Unstable commodity prices","Cereal-Root Crop Mixed",SSA,"Vulnerability","In the African farming system, often middlemen traders buy farm-gate grains at low prices. Family-farmers, with few options, are frequently vulnerable to such exploitation."
1304,"Low access to markets","Cereal-Root Crop Mixed",SSA,"Vulnerability","The system is  vulnerable to low market access due to poor connectivity, however,there is potential for greater market development and access."
1305,"High prevalence of land degradation","Cereal-Root Crop Mixed",SSA,"Vulnerability","This problem is not unique to this farming system – across most production ecologies in Africa, including the zones with higher rainfall, soil degradation continues at an alarming rate as a consequence of population and ecologically unsustainable management practices that reduce soil organic matter and soil biota, mine plant nutrients and contribute to rainfall runoff and soil erosion."
1306,"Unfavourable soil conditions","Cereal-Root Crop Mixed",SSA,"Vulnerability","Soils of Agrisystems in sub- Saharan Africa (SSA) are largely unhealthy due to years of nutrient mining and limited organic or inorganic resupply. As such, crop yields have stagnated and high levels of food insecurity and poverty persists."
1307,"High disease prevalence","Cereal-Root Crop Mixed",SSA,"Vulnerability","The farming system has a diverse range of pests, given the range of crops that are grown.  The parasitic weeds striga in maize and Cassava virus is increasingly problematic and will continue to be constraints if soil health  is not improved. "
1308,"Water scarce area","Cereal-Root Crop Mixed",SSA,"Vulnerability","Water scarcity is a constraint during the short drought between bimodal rains."
1309,"Reliance on rainfed agriculture","Cereal-Root Crop Mixed",SSA,"Vulnerability","Because of heavy dependence on rainfed agriculture, about half  of the population in this system are vulnerable to frequent and severe droughts."
1310,"Lack of irrigation infrastructure ","Cereal-Root Crop Mixed",SSA,"Vulnerability","Although irrigation in Africa has the potential to boost agricultural productivities by at least 50 percent, food production on the continent is almost entirely rainfed especially for the cereal root crop system."
1311,"Crop is highly susceptible to diseases ","Cereal-Root Crop Mixed",SSA,"Vulnerability","Maize, millet, Sorghum and Cassava are highly susceptible to diseases."
1312,"Inadequate agri research and development","Cereal-Root Crop Mixed",SSA,"Vulnerability","Majority of the smallholder farmers are vulnerable to  agro-ecological and socio-economic diversity at farm level and with ever-changing needs and opportunities due to inadequate agri-research and development."
1313,"High poverty levels ","Cereal-Root Crop Mixed",SSA,"Vulnerability","About half the population in this farming system lives in abject poverty."
1314,"Low access to markets","Cereal-Root Crop Mixed",SSA,"Vulnerability","Due to poor infrastructure such as roads connecting markets in the region."
1315,"Inability to interpret climate information","Cereal-Root Crop Mixed",SSA,"Vulnerability","Majority of the smallholder farmers are unable to interpret climate change signs and therefore, vulnerable to impacts of climate change."
1316,"Implement reforestation practices","Cereal-Root Crop Mixed",SSA,"Adaptation option","Another adaptation option lies with agroforestry, whereby economically valuable trees can be integrated into the systems. The shea tree has been naturally regenerated and cultured across tens of millions of hectares in the farming system for many generations."
1317,"Invest in water harvesting and storage infrastructure","Cereal-Root Crop Mixed",SSA,"Adaptation option","Harvesting rainwater run off in ponds and dams to be used for irrigation during the dry seasons. Roof rainwater need also to be harvested and stored in clean tanks for domestic use."
1318,"Invest in irrigation infrastructure","Cereal-Root Crop Mixed",SSA,"Adaptation option","Empowering farmers especially maize and cassava smallholder farmers to practice drip irrigation."
1319,"Invest in road infrastructure","Cereal-Root Crop Mixed",SSA,"Adaptation option","Roads play a vital role in strengthening the socio-economic development of regions in the Agri-system by providing local communities with critical connections between essential market points, service towns and infrastructure."
1320,"Adopt drought tolerant varieties","Cereal-Root Crop Mixed",SSA,"Adaptation option","Drought tolerant Maize, cassava, millet and sorghum varieties are able to tolerate and sustain the increased drought events and temperatures during production."
1321,"Invest in agricultural research and development","Cereal-Root Crop Mixed",SSA,"Adaptation option","To help come up with improved and high yielding varieties."
1322,"Diversify livelihoods","Cereal-Root Crop Mixed",SSA,"Adaptation option","Not only depending on Agriculture solely, moreso a single crop enterprise."
1323,"Build women's  capacity ","Cereal-Root Crop Mixed",SSA,"Adaptation option","Women are the one's mostly involved in Agricultural activities and their ability to successfully adapt to the changing environment will prove vital to their quality of life and development and to that of their families."
1324,"Implement water conservation irrigation","Cereal-Root Crop Mixed",SSA,"Adaptation option","For small-scale farmers in cereal root crop, improved water management together with drip- and micro-irrigation can greatly enhance overall production, particularly during the dry season."
1325,"Implement conservation agriculture practices","Cereal-Root Crop Mixed",SSA,"Adaptation option","For example Zero tillage, nutrient management, conservation tillage, cover crops and field-edge filter strips to help reduce soil erosion."
1326,"Improve climate change awareness","Cereal-Root Crop Mixed",SSA,"Adaptation option","The Climate Change Adaptation in Africa (CCAA) research and capacity development program aimed to improve the capacity of African countries awareness to climate change in ways that benefit the most vulnerable."
1327,"Implement climate smart agriculture practices","Cereal-Root Crop Mixed",SSA,"Adaptation option","The farming system also needs to become more climate-smart, that is, adapt to climate change through biological soil health management, moisture capture and retention, and root system development that can support stronger resilient plants. Appropriate mechanization can facilitate adoption of these practices, by using CA principles, specific no-till direct seeding equipment, and precision farming technologies which reduce the use of inputs and the danger of soil compaction."
1328,"Adopt post-harvest technologies","Cereal-Root Crop Mixed",SSA,"Adaptation option","Postharvest adoption contributes to reducing poverty by enhancing income earning opportunities for poor people, and by providing time-saving processed foods to the urban poor."
1329,"Adopt disease tolerant varieties","Cereal-Root Crop Mixed",SSA,"Adaptation option","There is need for disease tolerant varieties adoption in the region."
1330,"Improve networking and knowledge exchange","Cereal-Root Crop Mixed",SSA,"Adaptation option","There is need for comprehensive mechanisms for sharing the knowledge that different actors generate among the smallholder farmers in the region."
1331,"Build capacity on advocacy","Cereal-Root Crop Mixed",SSA,"Adaptation option","There is need to build the capacity namely; understanding, knowledge and skills of technical human resources to effectively design and implement climate adaptation strategies."
1332,"Develop policies for building climate change resilience","Cereal-Root Crop Mixed",SSA,"Adaptation option","Erecting buildings and infrastructure that is safer and more sustainable. Replanting forests and restoring damaged ecosystems. Diversifying crops so that they are better able to adapt to changing climates. Investigating and developing innovative solutions to prevent and manage natural catastrophes."
1333,"Land tenure reform","Cereal-Root Crop Mixed",SSA,"Adaptation option","Land rereforms should be put in place in the region as an adaptive strategy."
1334,"Invest in agricultural research and development","Cereal-Root Crop Mixed",SSA,"Adaptation option","Ensuring that proper reasearch and development is done to develop drought tolerant, and pest and disease tolerant crop varieties by investing on the same."
1335,"Implement disaster recovery strategies","Cereal-Root Crop Mixed",SSA,"Adaptation option","Disaster Management Strategy focuses on preventing destruction from natural disasters through advocacy, prevention, knowledge management, better coordination, capacity building strategies, and better preparedness through advanced emergency response."
1336,"Improve access to markets","Cereal-Root Crop Mixed",SSA,"Adaptation option","Improving access to markets by ensuring that there is accessible roads, electricity to the rural areas in the region."
1337,"Improve access to credit","Cereal-Root Crop Mixed",SSA,"Adaptation option","Ensuring that the smallholder farmers have access to credit facilities."
1338,"Farmers engaged in agri system","Cereal-Root Crop Mixed",SSA,"Exposure","In 2015 the total population of the cereal-root mixed farming system was 84.8 million, representing rapid annual growth since 2000, and estimated to grow to about 168 million by 2040."
1339,"Area of land used","Cereal-Root Crop Mixed",SSA,"Exposure","The cereal-root crop mixed farming system is a potential food basket of west and central Africa, with an area of more than 200 million ha."
1340,"Risk to farmers of food insecurity due to Climate Change","Cereal-Root Crop Mixed",SSA,"Risk","Approximately 50 % of the population were involved in agriculture, and therefore at a risk of food insecurity due to the nature of the sector."
1341,"Risk to farmers of loss of livelihoods due to Climate Change","Cereal-Root Crop Mixed",SSA,"Risk","It is estimated that the livelihoods of 70 % of Africans are dependent on rain-fed agriculture, an activity that’s highly vulnerable to climate change."
1342,"Risk to farmers of chronic poverty due to Climate Change","Cereal-Root Crop Mixed",SSA,"Risk","About half the population in this farming system lives in abject poverty. In 2015 about 55 per cent of the rural population had a per capita daily income of less than US$1.90."
1343,"Increase in average temperatures","Highland Mixed",SSA,"Hazard","With climate change and increased temperature, the system would become more fragile, with reduced water yield, recurrent drought and extreme events.  Five-year period from 2020 to 2024, shows continued warming and decreasing rainfall especially over North and Southern Africa, and increased rainfall over the Sahel.Annual average temperatures in 2020 across the continent were above the 1981–2010 average in most areas. The largest temperature anomalies were recorded in the north-west of the continent, in western equatorial areas and in parts of the Greater Horn of Africa."
1344,"Increase in dry days","Highland Mixed",SSA,"Hazard","With climate change and increased temperature, the system would become more fragile, with reduced water yield, recurrent number of dry days and extreme events.  Five-year period from 2020 to 2024, shows continued warming and decreasing rainfall especially over North and Southern Africa, and increased rainfall over the Sahel.Annual average temperatures in 2020 across the continent were above the 1981–2010 average in most areas. The largest temperature anomalies were recorded in the north-west of the continent, in western equatorial areas and in parts of the Greater Horn of Africa."
1345,"Increase in drought events","Highland Mixed",SSA,"Hazard","With climate change and increased temperature, the system would become more fragile, with reduced water yield, recurrent drought and extreme events.  Five-year period from 2020 to 2024, shows continued warming and decreasing rainfall especially over North and Southern Africa, and increased rainfall over the Sahel.Annual average temperatures in 2020 across the continent were above the 1981–2010 average in most areas. The largest temperature anomalies were recorded in the north-west of the continent, in western equatorial areas and in parts of the Greater Horn of Africa."
1346,"Increase in average precipitation","Highland Mixed",SSA,"Hazard",
1347,"Increase in strong winds","Highland Mixed",SSA,"Hazard","Strong winds in the Sub Saharan Africa Highland Mixed causes the seeds to get blown away.strong wind can damage crops and farm structures. Wind also transports insects and disease that affect crops. "
1348,"Decrease in average precipitation","Highland Mixed",SSA,"Hazard",
1349,"Increase in extreme rainfall events","Highland Mixed",SSA,"Hazard","Increasing extreme rainfall events due to climate change are predicted to sudden floods and storms that could destroy infrastructure downstream and wash away fertile soils, maturing crops, houses, farm investments and community assets."
1350,"Unpredictable planting period","Highland Mixed",SSA,"Impact"," Changing climate is causing  unpredicatble onset and offset of rains  hence changing the farm management strategies and operations in different highland regions"
1351,"Shift in growing season","Highland Mixed",SSA,"Impact","Farmers are shifting towards short-maturing varieties, and some crop species which used to grow in warmer climates are now grown in the mountains. The onset and offset of rains has also become unpredictable thus changing the farm management strategies and operations."
1352,"Shorter growing seasons","Highland Mixed",SSA,"Impact","The short rains have repeatedly failed; they used to produce about 30 per cent of the food and 40 per cent of the feed. Farmers are shifting towards short-maturing varieties, and some crop species which used to grow in warmer climates are now grown in the mountains."
1353,"Water scarcity","Highland Mixed",SSA,"Impact","Some water reservoirs that used to satisfy irrigation needs and livestock drinking downstream are now drying up"
1354,"Increase in pests ","Highland Mixed",SSA,"Impact","Temperature increase of 2–3°C in these highlands could cause a higher population health risk, including a 3–5 per cent increase in malaria incidence . Other human diseases that could be aggravated by changing climate include Dengue fever, sleeping sickness and river blindness. Excess rainfall and flooding could also aggravate poor sanitation and cause more cholera, giardia and other water-borne diseases"
1355,"Increase in diseases","Highland Mixed",SSA,"Impact","Temperature increase of 2–3°C in these highlands could cause a higher population health risk, including a 3–5 per cent increase in malaria incidence . Other human diseases that could be aggravated by changing climate include Dengue fever, sleeping sickness and river blindness. Excess rainfall and flooding could also aggravate poor sanitation and cause more cholera, giardia and other water-borne diseases.. Warmer temperatures in high altitude areas may also allow more insects to overwinter in these areas. Crop damage from plant diseases is likely to increase in temperate regions because many fungal and bacterial diseases have a greater potential to reach severe levels when temperatures are warmer or when precipitation increase"
1356,"Increase in crop productivity/yields","Highland Mixed",SSA,"Impact","The livestock-cereal subsystem could benefit from increasing temperature due to climate change and may achieve higher crop yields and pasture productivity provided the increased precipitation accompanies the rise in temperature"
1357,"Land degradation","Highland Mixed",SSA,"Impact"," North African subsystem is affected by extensive land degradation. Illegal logging is a major challenge in the Angolan and Cameroon highlands, causing erosion and downstream siltation. In Cameroon, slash-and-burn agriculture is a major contributor to deforestation. The government of Ethiopia has made efforts to enhance the productive capacity of soils and thereby increase productivity on diversified farms in different agro-systems. Anthropogenic and natural calamities adversely affect the livelihoods of smallholders especially crop-livestock systems. "
1358,"Flash floods","Highland Mixed",SSA,"Impact"," North African subsystem is affected by extensive land degradation  and the steep slopes cause intense runoff and local floods from storms"
1359,"Reduced crop productivity/failure","Highland Mixed",SSA,"Impact",
1360,"Soil erosion","Highland Mixed",SSA,"Impact",
1361,"Increase in heat stress","Highland Mixed",SSA,"Impact",
1362,"Reduced crop productivity/failure","Highland Mixed",SSA,"Impact",
1363,"Reduced produce quality","Highland Mixed",SSA,"Impact",
1364,"Change in production zone suitability","Highland Mixed",SSA,"Impact","Increasing temperature due to climate change could benefit the livestock-cereal subsystem, which may achieve higher crop yields and pasture productivity provided the increased precipitation accompanies the rise in temperature. Cereal crops such as Millet and sorghum have been found to be the most promising crops, with a yield loss of 5% and 8%, respectively by 2050 , due to their greater resilience to heat-stress condition."
1365,"Reduced forage quality","Highland Mixed",SSA,"Impact",
1366,"Reduced livestock productivity","Highland Mixed",SSA,"Impact",
1367,"Increased flooding","Highland Mixed",SSA,"Impact",
1368,"Loss of income","Highland Mixed",SSA,"Impact","The continent’s overall GDP is expected to decrease by 2.25% to 12.12% due to 1 °C to a 4 °C increase in global temperatures.  West, Central and East Africa exhibit a higher adverse impact than Southern and North Africa"
1369,"Conflict over resources","Highland Mixed",SSA,"Impact",
1370,"Increase in migration","Highland Mixed",SSA,"Impact",
1371,"Increase in food insecurity","Highland Mixed",SSA,"Impact",
1372,"Lack of willingness to invest in sustainable agricultural practices","Highland Mixed",SSA,"Impact","Limited access to reliable markets has reduced farmers’ ability to learn about consumer preferences, innovate and adopt and improved practices."
1373,"Limited access to markets","Highland Mixed",SSA,"Impact",
1374,"Demographic pressure on land","Highland Mixed",SSA,"Vulnerability","The  highland system hosts more people and more livestock per unit area than the other African rainfed farming systems due to its favourable climate for people, crop production and livestock health. The large population increase has led to a decline in forests, farm productivity and water availability, which has been leading communities to a downward spiral of poverty. This system is also under pressure from the rising demands of urban population, income shifts and resource degradation"
1375,"High illiteracy rates ","Highland Mixed",SSA,"Vulnerability","In Ethiopia education    of    the    household    head    increases    the    probability   of   adapting   to   climate   change.   Education   significantly  increases  the  use  of  irrigation  practice  as  climate  change  adaptation  methods."
1376,"Low levels of climate change awareness at the farmer level","Highland Mixed",SSA,"Vulnerability","In Ethiopia, access  to  information  from  different  sources  had  positive influence on the probability of adaptation options to  climate   change.   Access   to   climate   information   significantly   increased   the   probability   of   using   crop   diversification,  soil  and  water  conservation  and  irrigation  practices by 9.47, 14.73 and 10.85%,"
1377,"Poor efficiency of farming","Highland Mixed",SSA,"Vulnerability",
1378,"Low awareness of climate change","Highland Mixed",SSA,"Vulnerability",
1379,"Animal/breed is highly susceptible to pests","Highland Mixed",SSA,"Vulnerability",
1380,"Animal/breed is highly susceptible to diseases ","Highland Mixed",SSA,"Vulnerability",
1381,"Unsustainable land management practices","Highland Mixed",SSA,"Vulnerability",
1382,"Inconsistencies in policy implementation","Highland Mixed",SSA,"Vulnerability",
1383,"Weak land tenure and access rights for women","Highland Mixed",SSA,"Vulnerability",
1384,"Weak land tenure ","Highland Mixed",SSA,"Vulnerability","The land tenure policies of the governments, along with weak institutions, are often blamed for poor agricultural performance in the highland system.Land has remained as state-owned property in Ethiopia, Lesotho, Eritrea and Angola since the 1960s, and farmers have only limited rights."
1385,"Low access to markets","Highland Mixed",SSA,"Vulnerability","The highland mixed farming system is characterized by undercapitalization of market infrastructure, high transaction costs and low market linkages. Improved road infrastructure would increase market participation, enable the formation of market cooperatives, increase market volume and improve negotiation capacity of communities in selling their goods and services. Although small-scale farmers in the highland mixed system are keen to intensify and diversify, they are currently constrained by limited access to input and output markets."
1386,"Barriers to trade","Highland Mixed",SSA,"Vulnerability","Limited energy connectivity in the ighlands and increasing population will put additional pressure on fuelwood sources and increase the rate of deforestation and degradation of farmlands."
1387,"Large contributor to national/regional GDP","Highland Mixed",SSA,"Vulnerability",
1388,"Low access to credit","Highland Mixed",SSA,"Vulnerability","Although farmers in the highlands are keen to improve their production including through use of external inputs, they rarely have access to credit, insurance and inputs.  Also,low system productivity has aggra- vated rural poverty, lack of capital has also contributed to low productivity of the high- land mixed system on multiple fronts"
1389,"High disease prevalence","Highland Mixed",SSA,"Vulnerability","The mountanous landscape along with high rainfall intensity and recurrent deforestation, makes it susceptible to erosion. Estimated soil losses could exceed 100 t/ha while nutrient losses are estimated to be 80 kg of N, P2 O5, and K2 O per cultivated hectare per year"
1390,"Fragmented landscapes","Highland Mixed",SSA,"Vulnerability","The current fragmented land use system, where about 50 per cent of the farms in the highland mixed system are smaller than 1.5 ha, is a disincentive for agricultural mechanization and commercial farming  in Ethiopia. Land fragmentation due to high population pressure and land tenure policies is considered a limiting factor for expansion of mechanized, commercial agriculture in the high- land mixed system."
1391,"High prevalence of land degradation","Highland Mixed",SSA,"Vulnerability",
1392,"High levels of deforestation","Highland Mixed",SSA,"Vulnerability","Low energy connectivity in the highlands and increasing population will put additional pressure on fuelwood sources and increase the rate of deforestation and degradation of farmlands."
1393,"Reliance on rainfed agriculture","Highland Mixed",SSA,"Vulnerability","Most of the highland sub-systems  and food cropy are grown under rainfed conditions and will be highly susceptible to future changes in soil moisture availability."
1394,"Demographic pressure on land","Highland Mixed",SSA,"Vulnerability","The highland mixed farming system  is heavily constrained by land degradation, high population density, small landholdings, poor infrastructure, limited market opportunities and limited community capacity to respond to external shocks"
1395,"Small farm size","Highland Mixed",SSA,"Vulnerability","The average farm size is 1.6 ha per household and about 0.3 ha per person.  In Mozambique, low agricultural productivity and growth is linked with small farm size and limited investment in infrastructure and technologies for production efficiency, among others."
1396,"Lack of road infrastructure","Highland Mixed",SSA,"Vulnerability","The highland mixed farming system  is heavily constrained by land degradation, high population density, small landholdings, poor infrastructure, limited market opportunities and limited community capacity to respond to external shocks"
1397,"Inadequate agri research and development","Highland Mixed",SSA,"Vulnerability",
1398,"Lack of access to  inputs ","Highland Mixed",SSA,"Vulnerability",
1399,"High poverty levels ","Highland Mixed",SSA,"Vulnerability",
1400,"Lack of access to improved crop varieties","Highland Mixed",SSA,"Vulnerability",
1401,"Implement reforestation practices","Highland Mixed",SSA,"Adaptation option","Forests offer opportunities for land rehabilitation, environmental services and carbon sequestration, as well as income.Electricity grids in the highlands are expanding, which should have positive effects on agricultural productivity. "
1402,"Invest in road infrastructure","Highland Mixed",SSA,"Adaptation option","Improved road infrastructure would increase market participation, enable the formation of market cooperatives,increase market volume and improve negotiation capacity of communities in selling their goods and services."
1403,"Invest in irrigation infrastructure","Highland Mixed",SSA,"Adaptation option",
1404,"Diversify livelihoods","Highland Mixed",SSA,"Adaptation option"," In Ethiopia, crop-livestock diversification is the best potential livelihood strategy for farm households. Barley, wheat and faba bean are the most dominant crops that have immense contribution for human nutrition and crop residue mainly used to feed livestock. Therefore, crop-livestock producers, agricultural practitioners, the Ethiopian government and partner organizations need to give due attention for agricultural extension service, investment for supplementary irrigation and integrated mixed crop-livestock systems."
1405,"Improve climate change awareness","Highland Mixed",SSA,"Adaptation option","Greater access to information seems to help highland farmers make better decisions about transportation and logistics, price negotiation, supply and demand, diversification of their product base and access to inputs"
1406,"Diversify livestock ","Highland Mixed",SSA,"Adaptation option",
1407,"Implement climate smart agriculture practices","Highland Mixed",SSA,"Adaptation option",
1408,"Plant multiple varieties","Highland Mixed",SSA,"Adaptation option",
1409,"Invest in agricultural research and development","Highland Mixed",SSA,"Adaptation option",
1410,"Adopt disease tolerant breeds","Highland Mixed",SSA,"Adaptation option",
1411,"Livestock mobility to semi-arid/sub-humid zones","Highland Mixed",SSA,"Adaptation option",
1412,"Diversify livestock e.g. include small ruminants or poultry","Highland Mixed",SSA,"Adaptation option",
1413,"Improve networking and knowledge exchange","Highland Mixed",SSA,"Adaptation option",
1414,"Establish farmer organisations","Highland Mixed",SSA,"Adaptation option",
1415,"Land tenure reform","Highland Mixed",SSA,"Adaptation option","There is a need for land tenure policies to ensure equitable access to farmland and provide incentives for smallholder investment in their farms. Land rights policy varies by country, with Cameroon having absolute and exclusive private property rights, while Mozambique and Lesotho practise customary community land rights, and in Ethiopia land is public property. The various tenure regimes have differing implications for agricultural development"
1416,"Policy reform","Highland Mixed",SSA,"Adaptation option","Policy support to increase access to agricultural inputs and credit would help farmers to respond to emerging markets and help to eliminate market barriers created by middlemen. "
1417,"Improve access to markets","Highland Mixed",SSA,"Adaptation option","The highland mixed farming system is characterized by undercapitalization of market infrastructure, high transaction costs and low market linkages. Improved road infrastructure would increase market participation, enable the formation of market cooperatives increase market volume and improve negotiation capacity of communities in selling their goods and services"
1418,"Diversify markets","Highland Mixed",SSA,"Adaptation option","Increasing use of information and communications technology (ICT), particularly mobile phones, has improved farmers’ market access andnegotiation power. Such infrastructure could also boost the tourism industry to provide an alternative income to the regions. "
1419,"Target niche markets","Highland Mixed",SSA,"Adaptation option","Highland farmers could effectively compete in national and international markets if they are able to exploit their distinct agroecology and traditions by producing superior quality products with certified food origins that meet sanitary requirements and other policies of niche markets. White orgnic honey from Ethiopia and roses in the wheat-pulse subsystem and livestock-cereal subsystem, with increasing demand in global markets"
1420,"Establish payment for ecosystem services schemes","Highland Mixed",SSA,"Adaptation option",
1421,"Farmers engaged in agri system","Highland Mixed",SSA,"Exposure","In Ethiopia,Agriculture is the mainstay of Ethiopia’s economy and the primary source of employment for its population. The agriculture sector has contributed approximately 44% to the gross domestic product (GDP) over the past 5 years1 [3] and employed more than three quarters of the economically active population  In Mozambique, roughly 72% of the farmers in the country work on farms that do not exceed 2 ha, using limited amounts of purchased inputs and practicing slash-and-burn extensively"
1422,"Area of land used","Highland Mixed",SSA,"Exposure","Ethiopia’s land area totals 1.1 million square kilometers (km2 ). Agricultural area occupies around 35% of total land area"
